cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size      190, 4504158 req, miss ratio 0.7619, byte miss ratio 0.7619
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size      572, 4504158 req, miss ratio 0.6442, byte miss ratio 0.6442
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size     1907, 4504158 req, miss ratio 0.4950, byte miss ratio 0.4950
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size     5723, 4504158 req, miss ratio 0.3432, byte miss ratio 0.3432
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size    19078, 4504158 req, miss ratio 0.1811, byte miss ratio 0.1811
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size    38156, 4504158 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size    76312, 4504158 req, miss ratio 0.0623, byte miss ratio 0.0623
cdn1_allcolo.ns2968 S3FIFO-0.2000-1.9000 cache size   152625, 4504158 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size      190, 4504158 req, miss ratio 0.7826, byte miss ratio 0.7826
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size      572, 4504158 req, miss ratio 0.6691, byte miss ratio 0.6691
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size     1907, 4504158 req, miss ratio 0.5205, byte miss ratio 0.5205
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size     5723, 4504158 req, miss ratio 0.3656, byte miss ratio 0.3656
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size    19078, 4504158 req, miss ratio 0.1951, byte miss ratio 0.1951
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size    38156, 4504158 req, miss ratio 0.1171, byte miss ratio 0.1171
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size    76312, 4504158 req, miss ratio 0.0659, byte miss ratio 0.0659
cdn1_allcolo.ns2968 S3FIFO-0.4000-1.9000 cache size   152625, 4504158 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size      190, 4504158 req, miss ratio 0.7510, byte miss ratio 0.7510
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size      572, 4504158 req, miss ratio 0.6299, byte miss ratio 0.6299
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size     1907, 4504158 req, miss ratio 0.4797, byte miss ratio 0.4797
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size     5723, 4504158 req, miss ratio 0.3294, byte miss ratio 0.3294
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size    19078, 4504158 req, miss ratio 0.1725, byte miss ratio 0.1725
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size    38156, 4504158 req, miss ratio 0.1036, byte miss ratio 0.1036
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size    76312, 4504158 req, miss ratio 0.0608, byte miss ratio 0.0608
cdn1_allcolo.ns2968 S3FIFO-0.0500-1.9000 cache size   152625, 4504158 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size      190, 4504158 req, miss ratio 0.7574, byte miss ratio 0.7574
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size      572, 4504158 req, miss ratio 0.6387, byte miss ratio 0.6387
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size     1907, 4504158 req, miss ratio 0.4895, byte miss ratio 0.4895
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size     5723, 4504158 req, miss ratio 0.3383, byte miss ratio 0.3383
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size    19078, 4504158 req, miss ratio 0.1780, byte miss ratio 0.1780
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size    38156, 4504158 req, miss ratio 0.1067, byte miss ratio 0.1067
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size    76312, 4504158 req, miss ratio 0.0616, byte miss ratio 0.0616
cdn1_allcolo.ns2968 S3FIFO-0.1500-1.9000 cache size   152625, 4504158 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size      190, 4504158 req, miss ratio 0.7717, byte miss ratio 0.7717
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size      572, 4504158 req, miss ratio 0.6559, byte miss ratio 0.6559
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size     1907, 4504158 req, miss ratio 0.5072, byte miss ratio 0.5072
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size     5723, 4504158 req, miss ratio 0.3540, byte miss ratio 0.3540
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size    19078, 4504158 req, miss ratio 0.1879, byte miss ratio 0.1879
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size    38156, 4504158 req, miss ratio 0.1126, byte miss ratio 0.1126
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size    76312, 4504158 req, miss ratio 0.0639, byte miss ratio 0.0639
cdn1_allcolo.ns2968 S3FIFO-0.3000-1.9000 cache size   152625, 4504158 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size      190, 4504158 req, miss ratio 0.7713, byte miss ratio 0.7713
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size      572, 4504158 req, miss ratio 0.6547, byte miss ratio 0.6547
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size     1907, 4504158 req, miss ratio 0.5045, byte miss ratio 0.5045
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size     5723, 4504158 req, miss ratio 0.3517, byte miss ratio 0.3517
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size    19078, 4504158 req, miss ratio 0.1882, byte miss ratio 0.1882
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size    38156, 4504158 req, miss ratio 0.1141, byte miss ratio 0.1141
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size    76312, 4504158 req, miss ratio 0.0648, byte miss ratio 0.0648
cdn1_allcolo.ns2968 S3FIFO-0.3500-0.9000 cache size   152625, 4504158 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size      190, 4504158 req, miss ratio 0.7465, byte miss ratio 0.7465
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size      572, 4504158 req, miss ratio 0.6237, byte miss ratio 0.6237
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size     1907, 4504158 req, miss ratio 0.4719, byte miss ratio 0.4719
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size     5723, 4504158 req, miss ratio 0.3216, byte miss ratio 0.3216
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size    19078, 4504158 req, miss ratio 0.1673, byte miss ratio 0.1673
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size    38156, 4504158 req, miss ratio 0.1017, byte miss ratio 0.1017
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size    76312, 4504158 req, miss ratio 0.0608, byte miss ratio 0.0608
cdn1_allcolo.ns2968 S3FIFO-0.0500-0.9000 cache size   152625, 4504158 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size      190, 4504158 req, miss ratio 0.8456, byte miss ratio 0.8456
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size      572, 4504158 req, miss ratio 0.7454, byte miss ratio 0.7454
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size     1907, 4504158 req, miss ratio 0.5950, byte miss ratio 0.5950
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size     5723, 4504158 req, miss ratio 0.4273, byte miss ratio 0.4273
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size    19078, 4504158 req, miss ratio 0.2366, byte miss ratio 0.2366
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size    38156, 4504158 req, miss ratio 0.1449, byte miss ratio 0.1449
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size    76312, 4504158 req, miss ratio 0.0808, byte miss ratio 0.0808
cdn1_allcolo.ns2968 S3FIFO-0.8500-0.9000 cache size   152625, 4504158 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size      190, 4504158 req, miss ratio 0.7825, byte miss ratio 0.7825
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size      572, 4504158 req, miss ratio 0.6683, byte miss ratio 0.6683
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size     1907, 4504158 req, miss ratio 0.5184, byte miss ratio 0.5184
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size     5723, 4504158 req, miss ratio 0.3644, byte miss ratio 0.3644
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size    19078, 4504158 req, miss ratio 0.1967, byte miss ratio 0.1967
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size    38156, 4504158 req, miss ratio 0.1193, byte miss ratio 0.1193
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size    76312, 4504158 req, miss ratio 0.0670, byte miss ratio 0.0670
cdn1_allcolo.ns2968 S3FIFO-0.4500-0.9000 cache size   152625, 4504158 req, miss ratio 0.0438, byte miss ratio 0.0438
cdn1_allcolo.ns2968 S3FIFO-0.1000-1.9000 cache size      190, 4504158 req, miss ratio 0.7538, byte miss ratio 0.7538
cdn1_allcolo.ns2968 S3FIFO-0.1000-1.9000 cache size      572, 4504158 req, miss ratio 0.6339, byte miss ratio 0.6339
