cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size     4281, 30201645 req, miss ratio 0.9289, byte miss ratio 0.9289
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size    12845, 30201645 req, miss ratio 0.8752, byte miss ratio 0.8752
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size    42818, 30201645 req, miss ratio 0.7852, byte miss ratio 0.7852
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size   128455, 30201645 req, miss ratio 0.6654, byte miss ratio 0.6654
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size   428186, 30201645 req, miss ratio 0.4838, byte miss ratio 0.4838
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size   856372, 30201645 req, miss ratio 0.3554, byte miss ratio 0.3554
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size  1712744, 30201645 req, miss ratio 0.2273, byte miss ratio 0.2273
cdn1_colo28.ns119 S3FIFO-0.4500-0.9000 cache size  3425489, 30201645 req, miss ratio 0.1472, byte miss ratio 0.1472
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size     4281, 30201645 req, miss ratio 0.9388, byte miss ratio 0.9388
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size    12845, 30201645 req, miss ratio 0.8922, byte miss ratio 0.8922
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size    42818, 30201645 req, miss ratio 0.8110, byte miss ratio 0.8110
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size   128455, 30201645 req, miss ratio 0.6979, byte miss ratio 0.6979
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size   428186, 30201645 req, miss ratio 0.5132, byte miss ratio 0.5132
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size   856372, 30201645 req, miss ratio 0.3748, byte miss ratio 0.3748
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size  1712744, 30201645 req, miss ratio 0.2397, byte miss ratio 0.2397
cdn1_colo28.ns119 S3FIFO-0.6500-1.9000 cache size  3425489, 30201645 req, miss ratio 0.1495, byte miss ratio 0.1495
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size     4281, 30201645 req, miss ratio 0.9672, byte miss ratio 0.9672
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size    12845, 30201645 req, miss ratio 0.9350, byte miss ratio 0.9350
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size    42818, 30201645 req, miss ratio 0.8654, byte miss ratio 0.8654
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size   128455, 30201645 req, miss ratio 0.7524, byte miss ratio 0.7524
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size   428186, 30201645 req, miss ratio 0.5548, byte miss ratio 0.5548
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size   856372, 30201645 req, miss ratio 0.4087, byte miss ratio 0.4087
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size  1712744, 30201645 req, miss ratio 0.2685, byte miss ratio 0.2685
cdn1_colo28.ns119 S3FIFO-0.9900-1.9000 cache size  3425489, 30201645 req, miss ratio 0.1628, byte miss ratio 0.1628
cdn1_colo28.ns119 S3FIFO-0.8500-1.9000 cache size     4281, 30201645 req, miss ratio 0.9529, byte miss ratio 0.9529
cdn1_colo28.ns119 S3FIFO-0.8500-1.9000 cache size    12845, 30201645 req, miss ratio 0.9139, byte miss ratio 0.9139
cdn1_colo28.ns119 S3FIFO-0.8500-1.9000 cache size    42818, 30201645 req, miss ratio 0.8402, byte miss ratio 0.8402
cdn1_colo28.ns119 S3FIFO-0.8500-1.9000 cache size   128455, 30201645 req, miss ratio 0.7291, byte miss ratio 0.7291
cdn1_colo28.ns119 S3FIFO-0.8500-1.9000 cache size   428186, 30201645 req, miss ratio 0.5381, byte miss ratio 0.5381
cdn1_colo28.ns119 S3FIFO-0.8500-1.9000 cache size   856372, 30201645 req, miss ratio 0.3953, byte miss ratio 0.3953
