cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size      190, 4361505 req, miss ratio 0.8411, byte miss ratio 0.8411
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size      572, 4361505 req, miss ratio 0.7442, byte miss ratio 0.7442
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size     1908, 4361505 req, miss ratio 0.5992, byte miss ratio 0.5992
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size     5725, 4361505 req, miss ratio 0.4310, byte miss ratio 0.4310
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size    19084, 4361505 req, miss ratio 0.2362, byte miss ratio 0.2362
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size    38168, 4361505 req, miss ratio 0.1442, byte miss ratio 0.1442
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size    76336, 4361505 req, miss ratio 0.0812, byte miss ratio 0.0812
cdn1_allcolo.ns3398 S3FIFO-0.8000-1.9000 cache size   152672, 4361505 req, miss ratio 0.0481, byte miss ratio 0.0481
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size      190, 4361505 req, miss ratio 0.7503, byte miss ratio 0.7503
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size      572, 4361505 req, miss ratio 0.6324, byte miss ratio 0.6324
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size     1908, 4361505 req, miss ratio 0.4802, byte miss ratio 0.4802
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size     5725, 4361505 req, miss ratio 0.3301, byte miss ratio 0.3301
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size    19084, 4361505 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size    38168, 4361505 req, miss ratio 0.1045, byte miss ratio 0.1045
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size    76336, 4361505 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_allcolo.ns3398 S3FIFO-0.0250-0.9000 cache size   152672, 4361505 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size      190, 4361505 req, miss ratio 0.8015, byte miss ratio 0.8015
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size      572, 4361505 req, miss ratio 0.6985, byte miss ratio 0.6985
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size     1908, 4361505 req, miss ratio 0.5530, byte miss ratio 0.5530
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size     5725, 4361505 req, miss ratio 0.3958, byte miss ratio 0.3958
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size    19084, 4361505 req, miss ratio 0.2176, byte miss ratio 0.2176
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size    38168, 4361505 req, miss ratio 0.1323, byte miss ratio 0.1323
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size    76336, 4361505 req, miss ratio 0.0737, byte miss ratio 0.0737
cdn1_allcolo.ns3398 S3FIFO-0.6000-0.9000 cache size   152672, 4361505 req, miss ratio 0.0460, byte miss ratio 0.0460
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size      190, 4361505 req, miss ratio 0.7630, byte miss ratio 0.7630
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size      572, 4361505 req, miss ratio 0.6519, byte miss ratio 0.6519
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size     1908, 4361505 req, miss ratio 0.5022, byte miss ratio 0.5022
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size     5725, 4361505 req, miss ratio 0.3507, byte miss ratio 0.3507
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size    19084, 4361505 req, miss ratio 0.1864, byte miss ratio 0.1864
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size    38168, 4361505 req, miss ratio 0.1130, byte miss ratio 0.1130
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size    76336, 4361505 req, miss ratio 0.0652, byte miss ratio 0.0652
cdn1_allcolo.ns3398 S3FIFO-0.2500-0.9000 cache size   152672, 4361505 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size      190, 4361505 req, miss ratio 0.7774, byte miss ratio 0.7774
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size      572, 4361505 req, miss ratio 0.6694, byte miss ratio 0.6694
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size     1908, 4361505 req, miss ratio 0.5213, byte miss ratio 0.5213
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size     5725, 4361505 req, miss ratio 0.3682, byte miss ratio 0.3682
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size    19084, 4361505 req, miss ratio 0.1989, byte miss ratio 0.1989
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size    38168, 4361505 req, miss ratio 0.1206, byte miss ratio 0.1206
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size    76336, 4361505 req, miss ratio 0.0681, byte miss ratio 0.0681
cdn1_allcolo.ns3398 S3FIFO-0.4000-0.9000 cache size   152672, 4361505 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size      190, 4361505 req, miss ratio 0.7723, byte miss ratio 0.7723
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size      572, 4361505 req, miss ratio 0.6645, byte miss ratio 0.6645
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size     1908, 4361505 req, miss ratio 0.5172, byte miss ratio 0.5172
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size     5725, 4361505 req, miss ratio 0.3643, byte miss ratio 0.3643
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size    19084, 4361505 req, miss ratio 0.1943, byte miss ratio 0.1943
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size    38168, 4361505 req, miss ratio 0.1165, byte miss ratio 0.1165
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size    76336, 4361505 req, miss ratio 0.0660, byte miss ratio 0.0660
cdn1_allcolo.ns3398 S3FIFO-0.3000-1.9000 cache size   152672, 4361505 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size      190, 4361505 req, miss ratio 0.7768, byte miss ratio 0.7768
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size      572, 4361505 req, miss ratio 0.6706, byte miss ratio 0.6706
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size     1908, 4361505 req, miss ratio 0.5237, byte miss ratio 0.5237
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size     5725, 4361505 req, miss ratio 0.3701, byte miss ratio 0.3701
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size    19084, 4361505 req, miss ratio 0.1980, byte miss ratio 0.1980
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size    38168, 4361505 req, miss ratio 0.1188, byte miss ratio 0.1188
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size    76336, 4361505 req, miss ratio 0.0670, byte miss ratio 0.0670
cdn1_allcolo.ns3398 S3FIFO-0.3500-1.9000 cache size   152672, 4361505 req, miss ratio 0.0451, byte miss ratio 0.0451
cdn1_allcolo.ns3398 S3FIFO-0.0500-0.9000 cache size      190, 4361505 req, miss ratio 0.7500, byte miss ratio 0.7500
cdn1_allcolo.ns3398 S3FIFO-0.0500-0.9000 cache size      572, 4361505 req, miss ratio 0.6334, byte miss ratio 0.6334
cdn1_allcolo.ns3398 S3FIFO-0.0500-0.9000 cache size     1908, 4361505 req, miss ratio 0.4819, byte miss ratio 0.4819
cdn1_allcolo.ns3398 S3FIFO-0.0500-0.9000 cache size     5725, 4361505 req, miss ratio 0.3318, byte miss ratio 0.3318
cdn1_allcolo.ns3398 S3FIFO-0.0500-0.9000 cache size    19084, 4361505 req, miss ratio 0.1730, byte miss ratio 0.1730
cdn1_allcolo.ns3398 S3FIFO-0.0500-0.9000 cache size    38168, 4361505 req, miss ratio 0.1050, byte miss ratio 0.1050
