cdn1_colo28.ns627 S3FIFO-0.3000-0.9000 cache size       12, 1669565 req, miss ratio 0.1022, byte miss ratio 0.1022
cdn1_colo28.ns627 S3FIFO-0.3000-0.9000 cache size       36, 1669565 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_colo28.ns627 S3FIFO-0.3000-0.9000 cache size      120, 1669565 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns627 S3FIFO-0.3000-0.9000 cache size      241, 1669565 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns627 S3FIFO-0.3000-0.9000 cache size      482, 1669565 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns627 S3FIFO-0.3000-0.9000 cache size      964, 1669565 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns627 S3FIFO-0.9500-1.9000 cache size       12, 1669565 req, miss ratio 0.1390, byte miss ratio 0.1390
cdn1_colo28.ns627 S3FIFO-0.9500-1.9000 cache size       36, 1669565 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_colo28.ns627 S3FIFO-0.9500-1.9000 cache size      120, 1669565 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns627 S3FIFO-0.9500-1.9000 cache size      241, 1669565 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns627 S3FIFO-0.9500-1.9000 cache size      482, 1669565 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns627 S3FIFO-0.9500-1.9000 cache size      964, 1669565 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns627 S3FIFO-0.7500-0.9000 cache size       12, 1669565 req, miss ratio 0.1344, byte miss ratio 0.1344
cdn1_colo28.ns627 S3FIFO-0.7500-0.9000 cache size       36, 1669565 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns627 S3FIFO-0.7500-0.9000 cache size      120, 1669565 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns627 S3FIFO-0.7500-0.9000 cache size      241, 1669565 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns627 S3FIFO-0.7500-0.9000 cache size      482, 1669565 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns627 S3FIFO-0.7500-0.9000 cache size      964, 1669565 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns627 S3FIFO-0.0010-0.9000 cache size       12, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0010-0.9000 cache size       36, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0010-0.9000 cache size      120, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0010-0.9000 cache size      241, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0010-0.9000 cache size      482, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0010-0.9000 cache size      964, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0250-1.9000 cache size       12, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0250-1.9000 cache size       36, 1669565 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns627 S3FIFO-0.0250-1.9000 cache size      120, 1669565 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns627 S3FIFO-0.0250-1.9000 cache size      241, 1669565 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns627 S3FIFO-0.0250-1.9000 cache size      482, 1669565 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns627 S3FIFO-0.0250-1.9000 cache size      964, 1669565 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns627 S3FIFO-0.8500-1.9000 cache size       12, 1669565 req, miss ratio 0.1362, byte miss ratio 0.1362
cdn1_colo28.ns627 S3FIFO-0.8500-1.9000 cache size       36, 1669565 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns627 S3FIFO-0.8500-1.9000 cache size      120, 1669565 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns627 S3FIFO-0.8500-1.9000 cache size      241, 1669565 req, miss ratio 0.0014, byte miss ratio 0.0014
