tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size       95, 2217322 req, miss ratio 0.3411, byte miss ratio 0.3411
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size      286, 2217322 req, miss ratio 0.2564, byte miss ratio 0.2564
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size      956, 2217322 req, miss ratio 0.2275, byte miss ratio 0.2275
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size     2869, 2217322 req, miss ratio 0.2152, byte miss ratio 0.2152
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size     9564, 2217322 req, miss ratio 0.1881, byte miss ratio 0.1881
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size    19129, 2217322 req, miss ratio 0.1782, byte miss ratio 0.1782
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size    38258, 2217322 req, miss ratio 0.1322, byte miss ratio 0.1322
tencentBlock.ns2845 S3FIFO-0.7000-0.9000 cache size    76516, 2217322 req, miss ratio 0.0547, byte miss ratio 0.0547
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size       95, 2217322 req, miss ratio 0.3138, byte miss ratio 0.3138
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size      286, 2217322 req, miss ratio 0.2540, byte miss ratio 0.2540
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size      956, 2217322 req, miss ratio 0.2242, byte miss ratio 0.2242
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size     2869, 2217322 req, miss ratio 0.2069, byte miss ratio 0.2069
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size     9564, 2217322 req, miss ratio 0.1793, byte miss ratio 0.1793
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size    19129, 2217322 req, miss ratio 0.1717, byte miss ratio 0.1717
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size    38258, 2217322 req, miss ratio 0.1194, byte miss ratio 0.1194
tencentBlock.ns2845 S3FIFO-0.0250-1.9000 cache size    76516, 2217322 req, miss ratio 0.0472, byte miss ratio 0.0472
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size       95, 2217322 req, miss ratio 0.3340, byte miss ratio 0.3340
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size      286, 2217322 req, miss ratio 0.2534, byte miss ratio 0.2534
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size      956, 2217322 req, miss ratio 0.2259, byte miss ratio 0.2259
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size     2869, 2217322 req, miss ratio 0.2131, byte miss ratio 0.2131
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size     9564, 2217322 req, miss ratio 0.1877, byte miss ratio 0.1877
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size    19129, 2217322 req, miss ratio 0.1780, byte miss ratio 0.1780
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size    38258, 2217322 req, miss ratio 0.1336, byte miss ratio 0.1336
tencentBlock.ns2845 S3FIFO-0.6500-0.9000 cache size    76516, 2217322 req, miss ratio 0.0526, byte miss ratio 0.0526
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size       95, 2217322 req, miss ratio 0.3861, byte miss ratio 0.3861
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size      286, 2217322 req, miss ratio 0.2774, byte miss ratio 0.2774
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size      956, 2217322 req, miss ratio 0.2372, byte miss ratio 0.2372
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size     2869, 2217322 req, miss ratio 0.2218, byte miss ratio 0.2218
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size     9564, 2217322 req, miss ratio 0.1987, byte miss ratio 0.1987
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size    19129, 2217322 req, miss ratio 0.1827, byte miss ratio 0.1827
tencentBlock.ns2845 S3FIFO-0.9000-0.9000 cache size    38258, 2217322 req, miss ratio 0.1279, byte miss ratio 0.1279
