io_traces.ns38 S3FIFO-0.4000-0.9000 cache size     3317, 1053400000 req, miss ratio 0.9731, byte miss ratio 0.9731
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size     9952, 1053400000 req, miss ratio 0.9159, byte miss ratio 0.9159
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size    33176, 1053400000 req, miss ratio 0.4721, byte miss ratio 0.4721
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size    99529, 1053400000 req, miss ratio 0.0916, byte miss ratio 0.0916
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size   331764, 1053400000 req, miss ratio 0.0614, byte miss ratio 0.0614
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size   663529, 1053400000 req, miss ratio 0.0462, byte miss ratio 0.0462
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size  1327059, 1053400000 req, miss ratio 0.0244, byte miss ratio 0.0244
io_traces.ns38 S3FIFO-0.4000-0.9000 cache size  2654118, 1053400000 req, miss ratio 0.0069, byte miss ratio 0.0069
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size     3317, 1053400000 req, miss ratio 0.9738, byte miss ratio 0.9738
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size     9952, 1053400000 req, miss ratio 0.9208, byte miss ratio 0.9208
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size    33176, 1053400000 req, miss ratio 0.4594, byte miss ratio 0.4594
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size    99529, 1053400000 req, miss ratio 0.0938, byte miss ratio 0.0938
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size   331764, 1053400000 req, miss ratio 0.0614, byte miss ratio 0.0614
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size   663529, 1053400000 req, miss ratio 0.0455, byte miss ratio 0.0455
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size  1327059, 1053400000 req, miss ratio 0.0230, byte miss ratio 0.0230
io_traces.ns38 S3FIFO-0.2500-0.9000 cache size  2654118, 1053400000 req, miss ratio 0.0064, byte miss ratio 0.0064
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size     3317, 1053400000 req, miss ratio 0.9797, byte miss ratio 0.9797
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size     9952, 1053400000 req, miss ratio 0.9256, byte miss ratio 0.9256
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size    33176, 1053400000 req, miss ratio 0.4326, byte miss ratio 0.4326
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size    99529, 1053400000 req, miss ratio 0.1399, byte miss ratio 0.1399
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size   331764, 1053400000 req, miss ratio 0.0990, byte miss ratio 0.0990
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size   663529, 1053400000 req, miss ratio 0.0714, byte miss ratio 0.0714
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size  1327059, 1053400000 req, miss ratio 0.0325, byte miss ratio 0.0325
io_traces.ns38 S3FIFO-0.0010-0.9000 cache size  2654118, 1053400000 req, miss ratio 0.0073, byte miss ratio 0.0073
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size     3317, 1053400000 req, miss ratio 0.9608, byte miss ratio 0.9608
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size     9952, 1053400000 req, miss ratio 0.9062, byte miss ratio 0.9062
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size    33176, 1053400000 req, miss ratio 0.4665, byte miss ratio 0.4665
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size    99529, 1053400000 req, miss ratio 0.0925, byte miss ratio 0.0925
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size   331764, 1053400000 req, miss ratio 0.0614, byte miss ratio 0.0614
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size   663529, 1053400000 req, miss ratio 0.0456, byte miss ratio 0.0456
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size  1327059, 1053400000 req, miss ratio 0.0234, byte miss ratio 0.0234
io_traces.ns38 S3FIFO-0.3000-1.9000 cache size  2654118, 1053400000 req, miss ratio 0.0065, byte miss ratio 0.0065
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size     3317, 1053400000 req, miss ratio 0.9694, byte miss ratio 0.9694
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size     9952, 1053400000 req, miss ratio 0.9442, byte miss ratio 0.9442
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size    33176, 1053400000 req, miss ratio 0.4961, byte miss ratio 0.4961
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size    99529, 1053400000 req, miss ratio 0.1126, byte miss ratio 0.1126
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size   331764, 1053400000 req, miss ratio 0.0621, byte miss ratio 0.0621
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size   663529, 1053400000 req, miss ratio 0.0474, byte miss ratio 0.0474
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size  1327059, 1053400000 req, miss ratio 0.0266, byte miss ratio 0.0266
io_traces.ns38 S3FIFO-0.7500-1.9000 cache size  2654118, 1053400000 req, miss ratio 0.0075, byte miss ratio 0.0075
io_traces.ns38 S3FIFO-0.8500-0.9000 cache size     3317, 1053400000 req, miss ratio 0.9757, byte miss ratio 0.9757
io_traces.ns38 S3FIFO-0.8500-0.9000 cache size     9952, 1053400000 req, miss ratio 0.9449, byte miss ratio 0.9449
io_traces.ns38 S3FIFO-0.8500-0.9000 cache size    33176, 1053400000 req, miss ratio 0.5083, byte miss ratio 0.5083
io_traces.ns38 S3FIFO-0.8500-0.9000 cache size    99529, 1053400000 req, miss ratio 0.1222, byte miss ratio 0.1222
io_traces.ns38 S3FIFO-0.8500-0.9000 cache size   331764, 1053400000 req, miss ratio 0.0635, byte miss ratio 0.0635
