cdn1_colo28.ns639 S3FIFO-0.7000-0.9000 cache size       11, 1971285 req, miss ratio 0.4318, byte miss ratio 0.4318
cdn1_colo28.ns639 S3FIFO-0.7000-0.9000 cache size       34, 1971285 req, miss ratio 0.0888, byte miss ratio 0.0888
cdn1_colo28.ns639 S3FIFO-0.7000-0.9000 cache size      116, 1971285 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns639 S3FIFO-0.7000-0.9000 cache size      233, 1971285 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns639 S3FIFO-0.7000-0.9000 cache size      466, 1971285 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns639 S3FIFO-0.7000-0.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.0100-1.9000 cache size       11, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0100-1.9000 cache size       34, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0100-1.9000 cache size      116, 1971285 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns639 S3FIFO-0.0100-1.9000 cache size      233, 1971285 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns639 S3FIFO-0.0100-1.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.0100-1.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.4000-1.9000 cache size       11, 1971285 req, miss ratio 0.3971, byte miss ratio 0.3971
cdn1_colo28.ns639 S3FIFO-0.4000-1.9000 cache size       34, 1971285 req, miss ratio 0.0763, byte miss ratio 0.0763
cdn1_colo28.ns639 S3FIFO-0.4000-1.9000 cache size      116, 1971285 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns639 S3FIFO-0.4000-1.9000 cache size      233, 1971285 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns639 S3FIFO-0.4000-1.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.4000-1.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.3000-0.9000 cache size       11, 1971285 req, miss ratio 0.3631, byte miss ratio 0.3631
cdn1_colo28.ns639 S3FIFO-0.3000-0.9000 cache size       34, 1971285 req, miss ratio 0.0729, byte miss ratio 0.0729
cdn1_colo28.ns639 S3FIFO-0.3000-0.9000 cache size      116, 1971285 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns639 S3FIFO-0.3000-0.9000 cache size      233, 1971285 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns639 S3FIFO-0.3000-0.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.3000-0.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.5500-0.9000 cache size       11, 1971285 req, miss ratio 0.4167, byte miss ratio 0.4167
cdn1_colo28.ns639 S3FIFO-0.5500-0.9000 cache size       34, 1971285 req, miss ratio 0.0827, byte miss ratio 0.0827
cdn1_colo28.ns639 S3FIFO-0.5500-0.9000 cache size      116, 1971285 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_colo28.ns639 S3FIFO-0.5500-0.9000 cache size      233, 1971285 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns639 S3FIFO-0.5500-0.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.5500-0.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.0250-1.9000 cache size       11, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0250-1.9000 cache size       34, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0250-1.9000 cache size      116, 1971285 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns639 S3FIFO-0.0250-1.9000 cache size      233, 1971285 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns639 S3FIFO-0.0250-1.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.0250-1.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.0010-1.9000 cache size       11, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0010-1.9000 cache size       34, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0010-1.9000 cache size      116, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0010-1.9000 cache size      233, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0010-1.9000 cache size      466, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.0010-1.9000 cache size      932, 1971285 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns639 S3FIFO-0.1500-0.9000 cache size       11, 1971285 req, miss ratio 0.3349, byte miss ratio 0.3349
cdn1_colo28.ns639 S3FIFO-0.1500-0.9000 cache size       34, 1971285 req, miss ratio 0.0663, byte miss ratio 0.0663
cdn1_colo28.ns639 S3FIFO-0.1500-0.9000 cache size      116, 1971285 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns639 S3FIFO-0.1500-0.9000 cache size      233, 1971285 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns639 S3FIFO-0.1500-0.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.1500-0.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.2000-0.9000 cache size       11, 1971285 req, miss ratio 0.3482, byte miss ratio 0.3482
cdn1_colo28.ns639 S3FIFO-0.2000-0.9000 cache size       34, 1971285 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_colo28.ns639 S3FIFO-0.2000-0.9000 cache size      116, 1971285 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns639 S3FIFO-0.2000-0.9000 cache size      233, 1971285 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns639 S3FIFO-0.2000-0.9000 cache size      466, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.2000-0.9000 cache size      932, 1971285 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns639 S3FIFO-0.9900-0.9000 cache size       11, 1971285 req, miss ratio 0.4574, byte miss ratio 0.4574
cdn1_colo28.ns639 S3FIFO-0.9900-0.9000 cache size       34, 1971285 req, miss ratio 0.1036, byte miss ratio 0.1036
cdn1_colo28.ns639 S3FIFO-0.9900-0.9000 cache size      116, 1971285 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns639 S3FIFO-0.9900-0.9000 cache size      233, 1971285 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns639 S3FIFO-0.9900-0.9000 cache size      466, 1971285 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns639 S3FIFO-0.9900-0.9000 cache size      932, 1971285 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns639 S3FIFO-0.8000-0.9000 cache size       11, 1971285 req, miss ratio 0.4445, byte miss ratio 0.4445
cdn1_colo28.ns639 S3FIFO-0.8000-0.9000 cache size       34, 1971285 req, miss ratio 0.0951, byte miss ratio 0.0951
cdn1_colo28.ns639 S3FIFO-0.8000-0.9000 cache size      116, 1971285 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_colo28.ns639 S3FIFO-0.8000-0.9000 cache size      233, 1971285 req, miss ratio 0.0016, byte miss ratio 0.0016
