cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size        7, 1244380 req, miss ratio 0.1055, byte miss ratio 0.1055
cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size       24, 1244380 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size       74, 1244380 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size      248, 1244380 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size      496, 1244380 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size      993, 1244380 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2898 S3FIFO-0.7500-0.9000 cache size     1986, 1244380 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size        7, 1244380 req, miss ratio 0.1045, byte miss ratio 0.1045
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size       24, 1244380 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size       74, 1244380 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size      248, 1244380 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size      496, 1244380 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size      993, 1244380 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns2898 S3FIFO-0.6000-1.9000 cache size     1986, 1244380 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size        7, 1244380 req, miss ratio 0.1045, byte miss ratio 0.1045
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size       24, 1244380 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size       74, 1244380 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size      248, 1244380 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size      496, 1244380 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size      993, 1244380 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns2898 S3FIFO-0.7000-0.9000 cache size     1986, 1244380 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size        7, 1244380 req, miss ratio 0.1091, byte miss ratio 0.1091
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size       24, 1244380 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size       74, 1244380 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size      248, 1244380 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size      496, 1244380 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size      993, 1244380 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns2898 S3FIFO-0.9000-1.9000 cache size     1986, 1244380 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns2898 S3FIFO-0.0250-1.9000 cache size        7, 1244380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2898 S3FIFO-0.0250-1.9000 cache size       24, 1244380 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2898 S3FIFO-0.0250-1.9000 cache size       74, 1244380 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns2898 S3FIFO-0.0250-1.9000 cache size      248, 1244380 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns2898 S3FIFO-0.0250-1.9000 cache size      496, 1244380 req, miss ratio 0.0030, byte miss ratio 0.0030
