cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size        7, 1378007 req, miss ratio 0.4897, byte miss ratio 0.4897
cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size       25, 1378007 req, miss ratio 0.3314, byte miss ratio 0.3314
cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size       76, 1378007 req, miss ratio 0.1693, byte miss ratio 0.1693
cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size      254, 1378007 req, miss ratio 0.0649, byte miss ratio 0.0649
cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size      509, 1378007 req, miss ratio 0.0261, byte miss ratio 0.0261
cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size     1018, 1378007 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns5437 S3FIFO-0.4500-1.9000 cache size     2037, 1378007 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size        7, 1378007 req, miss ratio 0.4866, byte miss ratio 0.4866
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size       25, 1378007 req, miss ratio 0.3427, byte miss ratio 0.3427
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size       76, 1378007 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size      254, 1378007 req, miss ratio 0.0694, byte miss ratio 0.0694
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size      509, 1378007 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size     1018, 1378007 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_colo28.ns5437 S3FIFO-0.6000-1.9000 cache size     2037, 1378007 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size        7, 1378007 req, miss ratio 0.4921, byte miss ratio 0.4921
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size       25, 1378007 req, miss ratio 0.3281, byte miss ratio 0.3281
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size       76, 1378007 req, miss ratio 0.1662, byte miss ratio 0.1662
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size      254, 1378007 req, miss ratio 0.0634, byte miss ratio 0.0634
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size      509, 1378007 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size     1018, 1378007 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns5437 S3FIFO-0.4000-1.9000 cache size     2037, 1378007 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size        7, 1378007 req, miss ratio 0.4866, byte miss ratio 0.4866
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size       25, 1378007 req, miss ratio 0.3450, byte miss ratio 0.3450
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size       76, 1378007 req, miss ratio 0.1839, byte miss ratio 0.1839
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size      254, 1378007 req, miss ratio 0.0711, byte miss ratio 0.0711
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size      509, 1378007 req, miss ratio 0.0296, byte miss ratio 0.0296
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size     1018, 1378007 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns5437 S3FIFO-0.6500-1.9000 cache size     2037, 1378007 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns5437 S3FIFO-0.6500-0.9000 cache size        7, 1378007 req, miss ratio 0.4866, byte miss ratio 0.4866
cdn1_colo28.ns5437 S3FIFO-0.6500-0.9000 cache size       25, 1378007 req, miss ratio 0.3449, byte miss ratio 0.3449
cdn1_colo28.ns5437 S3FIFO-0.6500-0.9000 cache size       76, 1378007 req, miss ratio 0.1839, byte miss ratio 0.1839
cdn1_colo28.ns5437 S3FIFO-0.6500-0.9000 cache size      254, 1378007 req, miss ratio 0.0711, byte miss ratio 0.0711
cdn1_colo28.ns5437 S3FIFO-0.6500-0.9000 cache size      509, 1378007 req, miss ratio 0.0296, byte miss ratio 0.0296
