cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size      285, 1840204 req, miss ratio 0.4629, byte miss ratio 0.4629
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size      857, 1840204 req, miss ratio 0.3925, byte miss ratio 0.3925
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size     2859, 1840204 req, miss ratio 0.3171, byte miss ratio 0.3171
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size     8577, 1840204 req, miss ratio 0.2533, byte miss ratio 0.2533
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size    28592, 1840204 req, miss ratio 0.1971, byte miss ratio 0.1971
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size    57184, 1840204 req, miss ratio 0.1735, byte miss ratio 0.1735
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size   114369, 1840204 req, miss ratio 0.1605, byte miss ratio 0.1605
cdn1_colo28.ns513 S3FIFO-0.4000-1.9000 cache size   228738, 1840204 req, miss ratio 0.1556, byte miss ratio 0.1556
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size      285, 1840204 req, miss ratio 0.4644, byte miss ratio 0.4644
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size      857, 1840204 req, miss ratio 0.3946, byte miss ratio 0.3946
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size     2859, 1840204 req, miss ratio 0.3195, byte miss ratio 0.3195
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size     8577, 1840204 req, miss ratio 0.2554, byte miss ratio 0.2554
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size    28592, 1840204 req, miss ratio 0.1983, byte miss ratio 0.1983
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size    57184, 1840204 req, miss ratio 0.1741, byte miss ratio 0.1741
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size   114369, 1840204 req, miss ratio 0.1607, byte miss ratio 0.1607
cdn1_colo28.ns513 S3FIFO-0.4500-1.9000 cache size   228738, 1840204 req, miss ratio 0.1556, byte miss ratio 0.1556
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size      285, 1840204 req, miss ratio 0.5016, byte miss ratio 0.5016
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size      857, 1840204 req, miss ratio 0.4353, byte miss ratio 0.4353
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size     2859, 1840204 req, miss ratio 0.3620, byte miss ratio 0.3620
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size     8577, 1840204 req, miss ratio 0.2935, byte miss ratio 0.2935
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size    28592, 1840204 req, miss ratio 0.2268, byte miss ratio 0.2268
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size    57184, 1840204 req, miss ratio 0.1952, byte miss ratio 0.1952
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size   114369, 1840204 req, miss ratio 0.1725, byte miss ratio 0.1725
cdn1_colo28.ns513 S3FIFO-0.9900-0.9000 cache size   228738, 1840204 req, miss ratio 0.1579, byte miss ratio 0.1579
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size      285, 1840204 req, miss ratio 0.5062, byte miss ratio 0.5062
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size      857, 1840204 req, miss ratio 0.4126, byte miss ratio 0.4126
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size     2859, 1840204 req, miss ratio 0.3260, byte miss ratio 0.3260
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size     8577, 1840204 req, miss ratio 0.2549, byte miss ratio 0.2549
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size    28592, 1840204 req, miss ratio 0.1973, byte miss ratio 0.1973
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size    57184, 1840204 req, miss ratio 0.1763, byte miss ratio 0.1763
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size   114369, 1840204 req, miss ratio 0.1614, byte miss ratio 0.1614
cdn1_colo28.ns513 S3FIFO-0.0050-1.9000 cache size   228738, 1840204 req, miss ratio 0.1556, byte miss ratio 0.1556
cdn1_colo28.ns513 S3FIFO-0.6500-0.9000 cache size      285, 1840204 req, miss ratio 0.4726, byte miss ratio 0.4726
cdn1_colo28.ns513 S3FIFO-0.6500-0.9000 cache size      857, 1840204 req, miss ratio 0.4045, byte miss ratio 0.4045
