tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size     1319, 11901299 req, miss ratio 0.7100, byte miss ratio 0.7100
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size     3959, 11901299 req, miss ratio 0.6719, byte miss ratio 0.6719
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size    13198, 11901299 req, miss ratio 0.5708, byte miss ratio 0.5708
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size    39595, 11901299 req, miss ratio 0.2776, byte miss ratio 0.2776
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size   131984, 11901299 req, miss ratio 0.1245, byte miss ratio 0.1245
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size   263968, 11901299 req, miss ratio 0.1183, byte miss ratio 0.1183
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.0500-1.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size     1319, 11901299 req, miss ratio 0.7033, byte miss ratio 0.7033
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size     3959, 11901299 req, miss ratio 0.6742, byte miss ratio 0.6742
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size    13198, 11901299 req, miss ratio 0.6002, byte miss ratio 0.6002
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size    39595, 11901299 req, miss ratio 0.3072, byte miss ratio 0.3072
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size   131984, 11901299 req, miss ratio 0.1215, byte miss ratio 0.1215
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size   263968, 11901299 req, miss ratio 0.1165, byte miss ratio 0.1165
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.2000-1.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size     1319, 11901299 req, miss ratio 0.7109, byte miss ratio 0.7109
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size     3959, 11901299 req, miss ratio 0.6994, byte miss ratio 0.6994
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size    13198, 11901299 req, miss ratio 0.5625, byte miss ratio 0.5625
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size    39595, 11901299 req, miss ratio 0.2650, byte miss ratio 0.2650
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size   131984, 11901299 req, miss ratio 0.1273, byte miss ratio 0.1273
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size   263968, 11901299 req, miss ratio 0.1211, byte miss ratio 0.1211
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.0050-0.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size     1319, 11901299 req, miss ratio 0.7108, byte miss ratio 0.7108
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size     3959, 11901299 req, miss ratio 0.6993, byte miss ratio 0.6993
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size    13198, 11901299 req, miss ratio 0.5595, byte miss ratio 0.5595
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size    39595, 11901299 req, miss ratio 0.2629, byte miss ratio 0.2629
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size   131984, 11901299 req, miss ratio 0.1272, byte miss ratio 0.1272
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size   263968, 11901299 req, miss ratio 0.1208, byte miss ratio 0.1208
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.0100-0.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size     1319, 11901299 req, miss ratio 0.7019, byte miss ratio 0.7019
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size     3959, 11901299 req, miss ratio 0.6929, byte miss ratio 0.6929
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size    13198, 11901299 req, miss ratio 0.6236, byte miss ratio 0.6236
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size    39595, 11901299 req, miss ratio 0.3774, byte miss ratio 0.3774
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size   131984, 11901299 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size   263968, 11901299 req, miss ratio 0.1194, byte miss ratio 0.1194
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size   527936, 11901299 req, miss ratio 0.1130, byte miss ratio 0.1130
tencentBlock.ns4833 S3FIFO-0.7500-1.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size     1319, 11901299 req, miss ratio 0.7192, byte miss ratio 0.7192
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size     3959, 11901299 req, miss ratio 0.7026, byte miss ratio 0.7026
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size    13198, 11901299 req, miss ratio 0.6199, byte miss ratio 0.6199
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size    39595, 11901299 req, miss ratio 0.3884, byte miss ratio 0.3884
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size   131984, 11901299 req, miss ratio 0.1691, byte miss ratio 0.1691
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size   263968, 11901299 req, miss ratio 0.1352, byte miss ratio 0.1352
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size   527936, 11901299 req, miss ratio 0.1208, byte miss ratio 0.1208
tencentBlock.ns4833 S3FIFO-0.9500-0.9000 cache size  1055872, 11901299 req, miss ratio 0.1128, byte miss ratio 0.1128
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size     1319, 11901299 req, miss ratio 0.7106, byte miss ratio 0.7106
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size     3959, 11901299 req, miss ratio 0.6969, byte miss ratio 0.6969
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size    13198, 11901299 req, miss ratio 0.5559, byte miss ratio 0.5559
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size    39595, 11901299 req, miss ratio 0.2676, byte miss ratio 0.2676
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size   131984, 11901299 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size   263968, 11901299 req, miss ratio 0.1196, byte miss ratio 0.1196
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.0250-0.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size     1319, 11901299 req, miss ratio 0.7019, byte miss ratio 0.7019
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size     3959, 11901299 req, miss ratio 0.6884, byte miss ratio 0.6884
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size    13198, 11901299 req, miss ratio 0.5909, byte miss ratio 0.5909
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size    39595, 11901299 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size   131984, 11901299 req, miss ratio 0.1210, byte miss ratio 0.1210
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size   263968, 11901299 req, miss ratio 0.1162, byte miss ratio 0.1162
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.2500-0.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size     1319, 11901299 req, miss ratio 0.7016, byte miss ratio 0.7016
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size     3959, 11901299 req, miss ratio 0.6914, byte miss ratio 0.6914
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size    13198, 11901299 req, miss ratio 0.6123, byte miss ratio 0.6123
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size    39595, 11901299 req, miss ratio 0.3722, byte miss ratio 0.3722
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size   131984, 11901299 req, miss ratio 0.1402, byte miss ratio 0.1402
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size   263968, 11901299 req, miss ratio 0.1179, byte miss ratio 0.1179
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size   527936, 11901299 req, miss ratio 0.1130, byte miss ratio 0.1130
tencentBlock.ns4833 S3FIFO-0.7000-1.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size     1319, 11901299 req, miss ratio 0.7012, byte miss ratio 0.7012
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size     3959, 11901299 req, miss ratio 0.6934, byte miss ratio 0.6934
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size    13198, 11901299 req, miss ratio 0.6050, byte miss ratio 0.6050
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size    39595, 11901299 req, miss ratio 0.3483, byte miss ratio 0.3483
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size   131984, 11901299 req, miss ratio 0.1233, byte miss ratio 0.1233
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size   263968, 11901299 req, miss ratio 0.1159, byte miss ratio 0.1159
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size   527936, 11901299 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns4833 S3FIFO-0.5000-0.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size     1319, 11901299 req, miss ratio 0.7014, byte miss ratio 0.7014
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size     3959, 11901299 req, miss ratio 0.6906, byte miss ratio 0.6906
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size    13198, 11901299 req, miss ratio 0.6109, byte miss ratio 0.6109
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size    39595, 11901299 req, miss ratio 0.3676, byte miss ratio 0.3676
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size   131984, 11901299 req, miss ratio 0.1345, byte miss ratio 0.1345
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size   263968, 11901299 req, miss ratio 0.1173, byte miss ratio 0.1173
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size   527936, 11901299 req, miss ratio 0.1132, byte miss ratio 0.1132
tencentBlock.ns4833 S3FIFO-0.6500-1.9000 cache size  1055872, 11901299 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns4833 S3FIFO-0.9500-1.9000 cache size     1319, 11901299 req, miss ratio 0.7194, byte miss ratio 0.7194
