cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size      259, 1224439 req, miss ratio 0.9066, byte miss ratio 0.9066
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size      777, 1224439 req, miss ratio 0.8602, byte miss ratio 0.8602
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size     2593, 1224439 req, miss ratio 0.7857, byte miss ratio 0.7857
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size     7779, 1224439 req, miss ratio 0.6856, byte miss ratio 0.6856
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size    25932, 1224439 req, miss ratio 0.5098, byte miss ratio 0.5098
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size    51864, 1224439 req, miss ratio 0.3844, byte miss ratio 0.3844
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size   103728, 1224439 req, miss ratio 0.2883, byte miss ratio 0.2883
cdn1_colo28.ns919 S3FIFO-0.7000-0.9000 cache size   207457, 1224439 req, miss ratio 0.2231, byte miss ratio 0.2231
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size      259, 1224439 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size      777, 1224439 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size     2593, 1224439 req, miss ratio 0.7539, byte miss ratio 0.7539
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size     7779, 1224439 req, miss ratio 0.6169, byte miss ratio 0.6169
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size    25932, 1224439 req, miss ratio 0.4280, byte miss ratio 0.4280
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size    51864, 1224439 req, miss ratio 0.3352, byte miss ratio 0.3352
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size   103728, 1224439 req, miss ratio 0.2647, byte miss ratio 0.2647
cdn1_colo28.ns919 S3FIFO-0.0010-1.9000 cache size   207457, 1224439 req, miss ratio 0.2195, byte miss ratio 0.2195
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size      259, 1224439 req, miss ratio 0.8983, byte miss ratio 0.8983
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size      777, 1224439 req, miss ratio 0.8449, byte miss ratio 0.8449
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size     2593, 1224439 req, miss ratio 0.7609, byte miss ratio 0.7609
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size     7779, 1224439 req, miss ratio 0.6452, byte miss ratio 0.6452
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size    25932, 1224439 req, miss ratio 0.4682, byte miss ratio 0.4682
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size    51864, 1224439 req, miss ratio 0.3562, byte miss ratio 0.3562
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size   103728, 1224439 req, miss ratio 0.2742, byte miss ratio 0.2742
cdn1_colo28.ns919 S3FIFO-0.4500-0.9000 cache size   207457, 1224439 req, miss ratio 0.2195, byte miss ratio 0.2195
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size      259, 1224439 req, miss ratio 0.9239, byte miss ratio 0.9239
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size      777, 1224439 req, miss ratio 0.8939, byte miss ratio 0.8939
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size     2593, 1224439 req, miss ratio 0.8314, byte miss ratio 0.8314
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size     7779, 1224439 req, miss ratio 0.7387, byte miss ratio 0.7387
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size    25932, 1224439 req, miss ratio 0.5516, byte miss ratio 0.5516
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size    51864, 1224439 req, miss ratio 0.4249, byte miss ratio 0.4249
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size   103728, 1224439 req, miss ratio 0.3177, byte miss ratio 0.3177
cdn1_colo28.ns919 S3FIFO-0.9900-1.9000 cache size   207457, 1224439 req, miss ratio 0.2401, byte miss ratio 0.2401
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size      259, 1224439 req, miss ratio 0.9074, byte miss ratio 0.9074
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size      777, 1224439 req, miss ratio 0.8420, byte miss ratio 0.8420
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size     2593, 1224439 req, miss ratio 0.7384, byte miss ratio 0.7384
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size     7779, 1224439 req, miss ratio 0.6087, byte miss ratio 0.6087
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size    25932, 1224439 req, miss ratio 0.4254, byte miss ratio 0.4254
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size    51864, 1224439 req, miss ratio 0.3336, byte miss ratio 0.3336
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size   103728, 1224439 req, miss ratio 0.2644, byte miss ratio 0.2644
cdn1_colo28.ns919 S3FIFO-0.0250-1.9000 cache size   207457, 1224439 req, miss ratio 0.2195, byte miss ratio 0.2195
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size      259, 1224439 req, miss ratio 0.9047, byte miss ratio 0.9047
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size      777, 1224439 req, miss ratio 0.8575, byte miss ratio 0.8575
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size     2593, 1224439 req, miss ratio 0.7837, byte miss ratio 0.7837
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size     7779, 1224439 req, miss ratio 0.6867, byte miss ratio 0.6867
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size    25932, 1224439 req, miss ratio 0.5054, byte miss ratio 0.5054
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size    51864, 1224439 req, miss ratio 0.3802, byte miss ratio 0.3802
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size   103728, 1224439 req, miss ratio 0.2850, byte miss ratio 0.2850
cdn1_colo28.ns919 S3FIFO-0.6500-1.9000 cache size   207457, 1224439 req, miss ratio 0.2216, byte miss ratio 0.2216
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size      259, 1224439 req, miss ratio 0.9131, byte miss ratio 0.9131
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size      777, 1224439 req, miss ratio 0.8772, byte miss ratio 0.8772
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size     2593, 1224439 req, miss ratio 0.8050, byte miss ratio 0.8050
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size     7779, 1224439 req, miss ratio 0.7121, byte miss ratio 0.7121
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size    25932, 1224439 req, miss ratio 0.5347, byte miss ratio 0.5347
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size    51864, 1224439 req, miss ratio 0.4071, byte miss ratio 0.4071
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size   103728, 1224439 req, miss ratio 0.3025, byte miss ratio 0.3025
cdn1_colo28.ns919 S3FIFO-0.8500-0.9000 cache size   207457, 1224439 req, miss ratio 0.2294, byte miss ratio 0.2294
cdn1_colo28.ns919 S3FIFO-0.0250-0.9000 cache size      259, 1224439 req, miss ratio 0.9100, byte miss ratio 0.9100
cdn1_colo28.ns919 S3FIFO-0.0250-0.9000 cache size      777, 1224439 req, miss ratio 0.8452, byte miss ratio 0.8452
cdn1_colo28.ns919 S3FIFO-0.0250-0.9000 cache size     2593, 1224439 req, miss ratio 0.7369, byte miss ratio 0.7369
cdn1_colo28.ns919 S3FIFO-0.0250-0.9000 cache size     7779, 1224439 req, miss ratio 0.5992, byte miss ratio 0.5992
cdn1_colo28.ns919 S3FIFO-0.0250-0.9000 cache size    25932, 1224439 req, miss ratio 0.4194, byte miss ratio 0.4194
cdn1_colo28.ns919 S3FIFO-0.0250-0.9000 cache size    51864, 1224439 req, miss ratio 0.3309, byte miss ratio 0.3309
