tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size     2252, 18918362 req, miss ratio 0.9212, byte miss ratio 0.9212
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size     6758, 18918362 req, miss ratio 0.9158, byte miss ratio 0.9158
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size    22528, 18918362 req, miss ratio 0.8776, byte miss ratio 0.8776
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size    67584, 18918362 req, miss ratio 0.7994, byte miss ratio 0.7994
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size   225282, 18918362 req, miss ratio 0.7801, byte miss ratio 0.7801
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size   450564, 18918362 req, miss ratio 0.7764, byte miss ratio 0.7764
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size   901128, 18918362 req, miss ratio 0.6071, byte miss ratio 0.6071
tencentBlock.ns2009 S3FIFO-0.1000-0.9000 cache size  1802257, 18918362 req, miss ratio 0.1193, byte miss ratio 0.1193
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size     2252, 18918362 req, miss ratio 0.9220, byte miss ratio 0.9220
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size     6758, 18918362 req, miss ratio 0.9161, byte miss ratio 0.9161
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size    22528, 18918362 req, miss ratio 0.8966, byte miss ratio 0.8966
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size    67584, 18918362 req, miss ratio 0.8526, byte miss ratio 0.8526
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size   225282, 18918362 req, miss ratio 0.7996, byte miss ratio 0.7996
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size   450564, 18918362 req, miss ratio 0.7830, byte miss ratio 0.7830
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size   901128, 18918362 req, miss ratio 0.6373, byte miss ratio 0.6373
tencentBlock.ns2009 S3FIFO-0.8000-1.9000 cache size  1802257, 18918362 req, miss ratio 0.2011, byte miss ratio 0.2011
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size     2252, 18918362 req, miss ratio 0.9354, byte miss ratio 0.9354
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size     6758, 18918362 req, miss ratio 0.9307, byte miss ratio 0.9307
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size    22528, 18918362 req, miss ratio 0.8973, byte miss ratio 0.8973
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size    67584, 18918362 req, miss ratio 0.8050, byte miss ratio 0.8050
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size   225282, 18918362 req, miss ratio 0.7808, byte miss ratio 0.7808
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size   450564, 18918362 req, miss ratio 0.7764, byte miss ratio 0.7764
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size   901128, 18918362 req, miss ratio 0.5599, byte miss ratio 0.5599
tencentBlock.ns2009 S3FIFO-0.0010-0.9000 cache size  1802257, 18918362 req, miss ratio 0.1198, byte miss ratio 0.1198
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size     2252, 18918362 req, miss ratio 0.9263, byte miss ratio 0.9263
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size     6758, 18918362 req, miss ratio 0.9221, byte miss ratio 0.9221
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size    22528, 18918362 req, miss ratio 0.9092, byte miss ratio 0.9092
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size    67584, 18918362 req, miss ratio 0.8821, byte miss ratio 0.8821
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size   225282, 18918362 req, miss ratio 0.8389, byte miss ratio 0.8389
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size   450564, 18918362 req, miss ratio 0.8175, byte miss ratio 0.8175
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size   901128, 18918362 req, miss ratio 0.6052, byte miss ratio 0.6052
tencentBlock.ns2009 S3FIFO-0.9900-1.9000 cache size  1802257, 18918362 req, miss ratio 0.2310, byte miss ratio 0.2310
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size     2252, 18918362 req, miss ratio 0.9258, byte miss ratio 0.9258
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size     6758, 18918362 req, miss ratio 0.9174, byte miss ratio 0.9174
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size    22528, 18918362 req, miss ratio 0.8833, byte miss ratio 0.8833
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size    67584, 18918362 req, miss ratio 0.7985, byte miss ratio 0.7985
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size   225282, 18918362 req, miss ratio 0.7803, byte miss ratio 0.7803
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size   450564, 18918362 req, miss ratio 0.7764, byte miss ratio 0.7764
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size   901128, 18918362 req, miss ratio 0.5705, byte miss ratio 0.5705
tencentBlock.ns2009 S3FIFO-0.0250-0.9000 cache size  1802257, 18918362 req, miss ratio 0.1198, byte miss ratio 0.1198
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size     2252, 18918362 req, miss ratio 0.9206, byte miss ratio 0.9206
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size     6758, 18918362 req, miss ratio 0.9137, byte miss ratio 0.9137
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size    22528, 18918362 req, miss ratio 0.8796, byte miss ratio 0.8796
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size    67584, 18918362 req, miss ratio 0.8250, byte miss ratio 0.8250
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size   225282, 18918362 req, miss ratio 0.7801, byte miss ratio 0.7801
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size   450564, 18918362 req, miss ratio 0.7763, byte miss ratio 0.7763
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size   901128, 18918362 req, miss ratio 0.6258, byte miss ratio 0.6258
tencentBlock.ns2009 S3FIFO-0.4000-0.9000 cache size  1802257, 18918362 req, miss ratio 0.1685, byte miss ratio 0.1685
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size     2252, 18918362 req, miss ratio 0.9263, byte miss ratio 0.9263
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size     6758, 18918362 req, miss ratio 0.9220, byte miss ratio 0.9220
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size    22528, 18918362 req, miss ratio 0.9083, byte miss ratio 0.9083
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size    67584, 18918362 req, miss ratio 0.8799, byte miss ratio 0.8799
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size   225282, 18918362 req, miss ratio 0.8381, byte miss ratio 0.8381
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size   450564, 18918362 req, miss ratio 0.8171, byte miss ratio 0.8171
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size   901128, 18918362 req, miss ratio 0.6052, byte miss ratio 0.6052
tencentBlock.ns2009 S3FIFO-0.9900-0.9000 cache size  1802257, 18918362 req, miss ratio 0.2310, byte miss ratio 0.2310
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size     2252, 18918362 req, miss ratio 0.9201, byte miss ratio 0.9201
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size     6758, 18918362 req, miss ratio 0.9102, byte miss ratio 0.9102
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size    22528, 18918362 req, miss ratio 0.8647, byte miss ratio 0.8647
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size    67584, 18918362 req, miss ratio 0.8023, byte miss ratio 0.8023
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size   225282, 18918362 req, miss ratio 0.7785, byte miss ratio 0.7785
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size   450564, 18918362 req, miss ratio 0.7741, byte miss ratio 0.7741
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size   901128, 18918362 req, miss ratio 0.6295, byte miss ratio 0.6295
tencentBlock.ns2009 S3FIFO-0.1500-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1207, byte miss ratio 0.1207
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size     2252, 18918362 req, miss ratio 0.9335, byte miss ratio 0.9335
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size     6758, 18918362 req, miss ratio 0.9186, byte miss ratio 0.9186
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size    22528, 18918362 req, miss ratio 0.8639, byte miss ratio 0.8639
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size    67584, 18918362 req, miss ratio 0.7971, byte miss ratio 0.7971
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size   225282, 18918362 req, miss ratio 0.7790, byte miss ratio 0.7790
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size   450564, 18918362 req, miss ratio 0.7741, byte miss ratio 0.7741
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size   901128, 18918362 req, miss ratio 0.5612, byte miss ratio 0.5612
tencentBlock.ns2009 S3FIFO-0.0050-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1198, byte miss ratio 0.1198
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size     2252, 18918362 req, miss ratio 0.9317, byte miss ratio 0.9317
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size     6758, 18918362 req, miss ratio 0.9204, byte miss ratio 0.9204
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size    22528, 18918362 req, miss ratio 0.8861, byte miss ratio 0.8861
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size    67584, 18918362 req, miss ratio 0.7986, byte miss ratio 0.7986
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size   225282, 18918362 req, miss ratio 0.7804, byte miss ratio 0.7804
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size   450564, 18918362 req, miss ratio 0.7764, byte miss ratio 0.7764
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size   901128, 18918362 req, miss ratio 0.5636, byte miss ratio 0.5636
tencentBlock.ns2009 S3FIFO-0.0100-0.9000 cache size  1802257, 18918362 req, miss ratio 0.1198, byte miss ratio 0.1198
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size     2252, 18918362 req, miss ratio 0.9203, byte miss ratio 0.9203
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size     6758, 18918362 req, miss ratio 0.9108, byte miss ratio 0.9108
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size    22528, 18918362 req, miss ratio 0.8798, byte miss ratio 0.8798
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size    67584, 18918362 req, miss ratio 0.8215, byte miss ratio 0.8215
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size   225282, 18918362 req, miss ratio 0.7797, byte miss ratio 0.7797
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size   450564, 18918362 req, miss ratio 0.7739, byte miss ratio 0.7739
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size   901128, 18918362 req, miss ratio 0.6338, byte miss ratio 0.6338
tencentBlock.ns2009 S3FIFO-0.5000-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1876, byte miss ratio 0.1876
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size     2252, 18918362 req, miss ratio 0.9208, byte miss ratio 0.9208
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size     6758, 18918362 req, miss ratio 0.9137, byte miss ratio 0.9137
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size    22528, 18918362 req, miss ratio 0.8832, byte miss ratio 0.8832
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size    67584, 18918362 req, miss ratio 0.8240, byte miss ratio 0.8240
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size   225282, 18918362 req, miss ratio 0.7810, byte miss ratio 0.7810
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size   450564, 18918362 req, miss ratio 0.7762, byte miss ratio 0.7762
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size   901128, 18918362 req, miss ratio 0.6338, byte miss ratio 0.6338
tencentBlock.ns2009 S3FIFO-0.5000-0.9000 cache size  1802257, 18918362 req, miss ratio 0.1876, byte miss ratio 0.1876
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size     2252, 18918362 req, miss ratio 0.9198, byte miss ratio 0.9198
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size     6758, 18918362 req, miss ratio 0.9101, byte miss ratio 0.9101
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size    22528, 18918362 req, miss ratio 0.8705, byte miss ratio 0.8705
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size    67584, 18918362 req, miss ratio 0.8130, byte miss ratio 0.8130
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size   225282, 18918362 req, miss ratio 0.7785, byte miss ratio 0.7785
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size   450564, 18918362 req, miss ratio 0.7740, byte miss ratio 0.7740
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size   901128, 18918362 req, miss ratio 0.6270, byte miss ratio 0.6270
tencentBlock.ns2009 S3FIFO-0.3000-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1481, byte miss ratio 0.1481
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size     2252, 18918362 req, miss ratio 0.9216, byte miss ratio 0.9216
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size     6758, 18918362 req, miss ratio 0.9151, byte miss ratio 0.9151
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size    22528, 18918362 req, miss ratio 0.8912, byte miss ratio 0.8912
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size    67584, 18918362 req, miss ratio 0.8407, byte miss ratio 0.8407
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size   225282, 18918362 req, miss ratio 0.7893, byte miss ratio 0.7893
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size   450564, 18918362 req, miss ratio 0.7768, byte miss ratio 0.7768
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size   901128, 18918362 req, miss ratio 0.6430, byte miss ratio 0.6430
tencentBlock.ns2009 S3FIFO-0.7000-0.9000 cache size  1802257, 18918362 req, miss ratio 0.2037, byte miss ratio 0.2037
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size     2252, 18918362 req, miss ratio 0.9201, byte miss ratio 0.9201
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size     6758, 18918362 req, miss ratio 0.9104, byte miss ratio 0.9104
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size    22528, 18918362 req, miss ratio 0.8771, byte miss ratio 0.8771
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size    67584, 18918362 req, miss ratio 0.8200, byte miss ratio 0.8200
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size   225282, 18918362 req, miss ratio 0.7792, byte miss ratio 0.7792
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size   450564, 18918362 req, miss ratio 0.7740, byte miss ratio 0.7740
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size   901128, 18918362 req, miss ratio 0.6221, byte miss ratio 0.6221
tencentBlock.ns2009 S3FIFO-0.4500-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1780, byte miss ratio 0.1780
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size     2252, 18918362 req, miss ratio 0.9307, byte miss ratio 0.9307
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size     6758, 18918362 req, miss ratio 0.9147, byte miss ratio 0.9147
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size    22528, 18918362 req, miss ratio 0.8624, byte miss ratio 0.8624
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size    67584, 18918362 req, miss ratio 0.7955, byte miss ratio 0.7955
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size   225282, 18918362 req, miss ratio 0.7789, byte miss ratio 0.7789
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size   450564, 18918362 req, miss ratio 0.7741, byte miss ratio 0.7741
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size   901128, 18918362 req, miss ratio 0.5636, byte miss ratio 0.5636
tencentBlock.ns2009 S3FIFO-0.0100-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1198, byte miss ratio 0.1198
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size     2252, 18918362 req, miss ratio 0.9228, byte miss ratio 0.9228
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size     6758, 18918362 req, miss ratio 0.9176, byte miss ratio 0.9176
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size    22528, 18918362 req, miss ratio 0.8990, byte miss ratio 0.8990
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size    67584, 18918362 req, miss ratio 0.8583, byte miss ratio 0.8583
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size   225282, 18918362 req, miss ratio 0.8052, byte miss ratio 0.8052
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size   450564, 18918362 req, miss ratio 0.7877, byte miss ratio 0.7877
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size   901128, 18918362 req, miss ratio 0.6324, byte miss ratio 0.6324
tencentBlock.ns2009 S3FIFO-0.8500-0.9000 cache size  1802257, 18918362 req, miss ratio 0.2116, byte miss ratio 0.2116
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size     2252, 18918362 req, miss ratio 0.9235, byte miss ratio 0.9235
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size     6758, 18918362 req, miss ratio 0.9188, byte miss ratio 0.9188
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size    22528, 18918362 req, miss ratio 0.9021, byte miss ratio 0.9021
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size    67584, 18918362 req, miss ratio 0.8655, byte miss ratio 0.8655
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size   225282, 18918362 req, miss ratio 0.8155, byte miss ratio 0.8155
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size   450564, 18918362 req, miss ratio 0.7947, byte miss ratio 0.7947
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size   901128, 18918362 req, miss ratio 0.6233, byte miss ratio 0.6233
tencentBlock.ns2009 S3FIFO-0.9000-0.9000 cache size  1802257, 18918362 req, miss ratio 0.2331, byte miss ratio 0.2331
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size     2252, 18918362 req, miss ratio 0.9204, byte miss ratio 0.9204
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size     6758, 18918362 req, miss ratio 0.9114, byte miss ratio 0.9114
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size    22528, 18918362 req, miss ratio 0.8821, byte miss ratio 0.8821
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size    67584, 18918362 req, miss ratio 0.8252, byte miss ratio 0.8252
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size   225282, 18918362 req, miss ratio 0.7813, byte miss ratio 0.7813
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size   450564, 18918362 req, miss ratio 0.7739, byte miss ratio 0.7739
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size   901128, 18918362 req, miss ratio 0.6452, byte miss ratio 0.6452
tencentBlock.ns2009 S3FIFO-0.5500-1.9000 cache size  1802257, 18918362 req, miss ratio 0.1971, byte miss ratio 0.1971
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size     2252, 18918362 req, miss ratio 0.9214, byte miss ratio 0.9214
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size     6758, 18918362 req, miss ratio 0.9145, byte miss ratio 0.9145
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size    22528, 18918362 req, miss ratio 0.8889, byte miss ratio 0.8889
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size    67584, 18918362 req, miss ratio 0.8358, byte miss ratio 0.8358
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size   225282, 18918362 req, miss ratio 0.7870, byte miss ratio 0.7870
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size   450564, 18918362 req, miss ratio 0.7763, byte miss ratio 0.7763
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size   901128, 18918362 req, miss ratio 0.6441, byte miss ratio 0.6441
tencentBlock.ns2009 S3FIFO-0.6500-0.9000 cache size  1802257, 18918362 req, miss ratio 0.2012, byte miss ratio 0.2012
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size     2252, 18918362 req, miss ratio 0.9207, byte miss ratio 0.9207
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size     6758, 18918362 req, miss ratio 0.9122, byte miss ratio 0.9122
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size    22528, 18918362 req, miss ratio 0.8846, byte miss ratio 0.8846
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size    67584, 18918362 req, miss ratio 0.8298, byte miss ratio 0.8298
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size   225282, 18918362 req, miss ratio 0.7841, byte miss ratio 0.7841
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size   450564, 18918362 req, miss ratio 0.7740, byte miss ratio 0.7740
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size   901128, 18918362 req, miss ratio 0.6452, byte miss ratio 0.6452
tencentBlock.ns2009 S3FIFO-0.6000-1.9000 cache size  1802257, 18918362 req, miss ratio 0.2005, byte miss ratio 0.2005
tencentBlock.ns2009 S3FIFO-0.6500-1.9000 cache size     2252, 18918362 req, miss ratio 0.9209, byte miss ratio 0.9209
tencentBlock.ns2009 S3FIFO-0.6500-1.9000 cache size     6758, 18918362 req, miss ratio 0.9130, byte miss ratio 0.9130
tencentBlock.ns2009 S3FIFO-0.6500-1.9000 cache size    22528, 18918362 req, miss ratio 0.8876, byte miss ratio 0.8876
