cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size      100, 1357403 req, miss ratio 0.7327, byte miss ratio 0.7327
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size      300, 1357403 req, miss ratio 0.3762, byte miss ratio 0.3762
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size     1002, 1357403 req, miss ratio 0.2574, byte miss ratio 0.2574
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size     3008, 1357403 req, miss ratio 0.1969, byte miss ratio 0.1969
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size    10029, 1357403 req, miss ratio 0.1476, byte miss ratio 0.1476
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size    20058, 1357403 req, miss ratio 0.1214, byte miss ratio 0.1214
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size    40117, 1357403 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns2079 S3FIFO-0.7000-0.9000 cache size    80235, 1357403 req, miss ratio 0.0755, byte miss ratio 0.0755
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size      100, 1357403 req, miss ratio 0.7242, byte miss ratio 0.7242
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size      300, 1357403 req, miss ratio 0.3182, byte miss ratio 0.3182
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size     1002, 1357403 req, miss ratio 0.2373, byte miss ratio 0.2373
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size     3008, 1357403 req, miss ratio 0.1806, byte miss ratio 0.1806
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size    10029, 1357403 req, miss ratio 0.1361, byte miss ratio 0.1361
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size    20058, 1357403 req, miss ratio 0.1134, byte miss ratio 0.1134
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size    40117, 1357403 req, miss ratio 0.0877, byte miss ratio 0.0877
cdn1_colo28.ns2079 S3FIFO-0.4000-1.9000 cache size    80235, 1357403 req, miss ratio 0.0753, byte miss ratio 0.0753
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size      100, 1357403 req, miss ratio 0.7341, byte miss ratio 0.7341
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size      300, 1357403 req, miss ratio 0.4296, byte miss ratio 0.4296
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size     1002, 1357403 req, miss ratio 0.2861, byte miss ratio 0.2861
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size     3008, 1357403 req, miss ratio 0.2158, byte miss ratio 0.2158
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size    10029, 1357403 req, miss ratio 0.1604, byte miss ratio 0.1604
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size    20058, 1357403 req, miss ratio 0.1277, byte miss ratio 0.1277
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size    40117, 1357403 req, miss ratio 0.0993, byte miss ratio 0.0993
cdn1_colo28.ns2079 S3FIFO-0.9000-1.9000 cache size    80235, 1357403 req, miss ratio 0.0778, byte miss ratio 0.0778
cdn1_colo28.ns2079 S3FIFO-0.2500-0.9000 cache size      100, 1357403 req, miss ratio 0.6325, byte miss ratio 0.6325
