tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size     9723, 23473948 req, miss ratio 0.8921, byte miss ratio 0.8921
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size    29170, 23473948 req, miss ratio 0.8755, byte miss ratio 0.8755
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size    97234, 23473948 req, miss ratio 0.8552, byte miss ratio 0.8552
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size   291702, 23473948 req, miss ratio 0.8227, byte miss ratio 0.8227
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size   972343, 23473948 req, miss ratio 0.7691, byte miss ratio 0.7691
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size  1944686, 23473948 req, miss ratio 0.7229, byte miss ratio 0.7229
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size  3889372, 23473948 req, miss ratio 0.5771, byte miss ratio 0.5771
tencentBlock.ns25669 S3FIFO-0.2500-0.9000 cache size  7778744, 23473948 req, miss ratio 0.4225, byte miss ratio 0.4225
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size     9723, 23473948 req, miss ratio 0.8910, byte miss ratio 0.8910
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size    29170, 23473948 req, miss ratio 0.8760, byte miss ratio 0.8760
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size    97234, 23473948 req, miss ratio 0.8569, byte miss ratio 0.8569
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size   291702, 23473948 req, miss ratio 0.8174, byte miss ratio 0.8174
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size   972343, 23473948 req, miss ratio 0.7871, byte miss ratio 0.7871
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size  1944686, 23473948 req, miss ratio 0.7212, byte miss ratio 0.7212
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size  3889372, 23473948 req, miss ratio 0.5507, byte miss ratio 0.5507
tencentBlock.ns25669 S3FIFO-0.5500-0.9000 cache size  7778744, 23473948 req, miss ratio 0.4236, byte miss ratio 0.4236
tencentBlock.ns25669 S3FIFO-0.3000-1.9000 cache size     9723, 23473948 req, miss ratio 0.8908, byte miss ratio 0.8908
tencentBlock.ns25669 S3FIFO-0.3000-1.9000 cache size    29170, 23473948 req, miss ratio 0.8735, byte miss ratio 0.8735
tencentBlock.ns25669 S3FIFO-0.3000-1.9000 cache size    97234, 23473948 req, miss ratio 0.8533, byte miss ratio 0.8533
tencentBlock.ns25669 S3FIFO-0.3000-1.9000 cache size   291702, 23473948 req, miss ratio 0.8224, byte miss ratio 0.8224
