cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size      191, 4235854 req, miss ratio 0.7833, byte miss ratio 0.7833
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size      573, 4235854 req, miss ratio 0.6790, byte miss ratio 0.6790
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size     1910, 4235854 req, miss ratio 0.5363, byte miss ratio 0.5363
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size     5731, 4235854 req, miss ratio 0.3817, byte miss ratio 0.3817
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size    19105, 4235854 req, miss ratio 0.2060, byte miss ratio 0.2060
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size    38211, 4235854 req, miss ratio 0.1243, byte miss ratio 0.1243
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size    76422, 4235854 req, miss ratio 0.0702, byte miss ratio 0.0702
cdn1_allcolo.ns2115 S3FIFO-0.4000-1.9000 cache size   152844, 4235854 req, miss ratio 0.0465, byte miss ratio 0.0465
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size      191, 4235854 req, miss ratio 0.7530, byte miss ratio 0.7530
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size      573, 4235854 req, miss ratio 0.6399, byte miss ratio 0.6399
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size     1910, 4235854 req, miss ratio 0.4926, byte miss ratio 0.4926
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size     5731, 4235854 req, miss ratio 0.3410, byte miss ratio 0.3410
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size    19105, 4235854 req, miss ratio 0.1797, byte miss ratio 0.1797
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size    38211, 4235854 req, miss ratio 0.1094, byte miss ratio 0.1094
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size    76422, 4235854 req, miss ratio 0.0651, byte miss ratio 0.0651
cdn1_allcolo.ns2115 S3FIFO-0.1000-0.9000 cache size   152844, 4235854 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size      191, 4235854 req, miss ratio 0.7956, byte miss ratio 0.7956
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size      573, 4235854 req, miss ratio 0.6926, byte miss ratio 0.6926
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size     1910, 4235854 req, miss ratio 0.5493, byte miss ratio 0.5493
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size     5731, 4235854 req, miss ratio 0.3942, byte miss ratio 0.3942
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size    19105, 4235854 req, miss ratio 0.2170, byte miss ratio 0.2170
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size    38211, 4235854 req, miss ratio 0.1326, byte miss ratio 0.1326
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size    76422, 4235854 req, miss ratio 0.0743, byte miss ratio 0.0743
cdn1_allcolo.ns2115 S3FIFO-0.5500-0.9000 cache size   152844, 4235854 req, miss ratio 0.0471, byte miss ratio 0.0471
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size      191, 4235854 req, miss ratio 0.7601, byte miss ratio 0.7601
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size      573, 4235854 req, miss ratio 0.6489, byte miss ratio 0.6489
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size     1910, 4235854 req, miss ratio 0.5026, byte miss ratio 0.5026
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size     5731, 4235854 req, miss ratio 0.3507, byte miss ratio 0.3507
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size    19105, 4235854 req, miss ratio 0.1868, byte miss ratio 0.1868
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size    38211, 4235854 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size    76422, 4235854 req, miss ratio 0.0664, byte miss ratio 0.0664
cdn1_allcolo.ns2115 S3FIFO-0.2000-0.9000 cache size   152844, 4235854 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size      191, 4235854 req, miss ratio 0.8524, byte miss ratio 0.8524
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size      573, 4235854 req, miss ratio 0.7633, byte miss ratio 0.7633
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size     1910, 4235854 req, miss ratio 0.6207, byte miss ratio 0.6207
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size     5731, 4235854 req, miss ratio 0.4535, byte miss ratio 0.4535
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size    19105, 4235854 req, miss ratio 0.2553, byte miss ratio 0.2553
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size    38211, 4235854 req, miss ratio 0.1578, byte miss ratio 0.1578
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size    76422, 4235854 req, miss ratio 0.0884, byte miss ratio 0.0884
cdn1_allcolo.ns2115 S3FIFO-0.9000-0.9000 cache size   152844, 4235854 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size      191, 4235854 req, miss ratio 0.8018, byte miss ratio 0.8018
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size      573, 4235854 req, miss ratio 0.7003, byte miss ratio 0.7003
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size     1910, 4235854 req, miss ratio 0.5577, byte miss ratio 0.5577
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size     5731, 4235854 req, miss ratio 0.4016, byte miss ratio 0.4016
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size    19105, 4235854 req, miss ratio 0.2219, byte miss ratio 0.2219
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size    38211, 4235854 req, miss ratio 0.1357, byte miss ratio 0.1357
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size    76422, 4235854 req, miss ratio 0.0760, byte miss ratio 0.0760
cdn1_allcolo.ns2115 S3FIFO-0.6000-0.9000 cache size   152844, 4235854 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size      191, 4235854 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size      573, 4235854 req, miss ratio 0.6376, byte miss ratio 0.6376
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size     1910, 4235854 req, miss ratio 0.4874, byte miss ratio 0.4874
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size     5731, 4235854 req, miss ratio 0.3347, byte miss ratio 0.3347
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size    19105, 4235854 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size    38211, 4235854 req, miss ratio 0.1076, byte miss ratio 0.1076
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size    76422, 4235854 req, miss ratio 0.0651, byte miss ratio 0.0651
cdn1_allcolo.ns2115 S3FIFO-0.0050-0.9000 cache size   152844, 4235854 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size      191, 4235854 req, miss ratio 0.7686, byte miss ratio 0.7686
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size      573, 4235854 req, miss ratio 0.6609, byte miss ratio 0.6609
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size     1910, 4235854 req, miss ratio 0.5168, byte miss ratio 0.5168
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size     5731, 4235854 req, miss ratio 0.3642, byte miss ratio 0.3642
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size    19105, 4235854 req, miss ratio 0.1949, byte miss ratio 0.1949
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size    38211, 4235854 req, miss ratio 0.1174, byte miss ratio 0.1174
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size    76422, 4235854 req, miss ratio 0.0672, byte miss ratio 0.0672
cdn1_allcolo.ns2115 S3FIFO-0.2500-1.9000 cache size   152844, 4235854 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size      191, 4235854 req, miss ratio 0.8245, byte miss ratio 0.8245
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size      573, 4235854 req, miss ratio 0.7280, byte miss ratio 0.7280
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size     1910, 4235854 req, miss ratio 0.5861, byte miss ratio 0.5861
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size     5731, 4235854 req, miss ratio 0.4260, byte miss ratio 0.4260
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size    19105, 4235854 req, miss ratio 0.2378, byte miss ratio 0.2378
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size    38211, 4235854 req, miss ratio 0.1460, byte miss ratio 0.1460
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size    76422, 4235854 req, miss ratio 0.0816, byte miss ratio 0.0816
cdn1_allcolo.ns2115 S3FIFO-0.7500-0.9000 cache size   152844, 4235854 req, miss ratio 0.0488, byte miss ratio 0.0488
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size      191, 4235854 req, miss ratio 0.8072, byte miss ratio 0.8072
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size      573, 4235854 req, miss ratio 0.7083, byte miss ratio 0.7083
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size     1910, 4235854 req, miss ratio 0.5664, byte miss ratio 0.5664
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size     5731, 4235854 req, miss ratio 0.4074, byte miss ratio 0.4074
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size    19105, 4235854 req, miss ratio 0.2225, byte miss ratio 0.2225
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size    38211, 4235854 req, miss ratio 0.1350, byte miss ratio 0.1350
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size    76422, 4235854 req, miss ratio 0.0760, byte miss ratio 0.0760
cdn1_allcolo.ns2115 S3FIFO-0.6000-1.9000 cache size   152844, 4235854 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size      191, 4235854 req, miss ratio 0.8574, byte miss ratio 0.8574
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size      573, 4235854 req, miss ratio 0.7689, byte miss ratio 0.7689
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size     1910, 4235854 req, miss ratio 0.6242, byte miss ratio 0.6242
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size     5731, 4235854 req, miss ratio 0.4527, byte miss ratio 0.4527
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size    19105, 4235854 req, miss ratio 0.2513, byte miss ratio 0.2513
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size    38211, 4235854 req, miss ratio 0.1551, byte miss ratio 0.1551
cdn1_allcolo.ns2115 S3FIFO-0.9000-1.9000 cache size    76422, 4235854 req, miss ratio 0.0884, byte miss ratio 0.0884
