io_traces.ns509 S3FIFO-0.4500-0.9000 cache size     1723, 22400000 req, miss ratio 0.2858, byte miss ratio 0.2858
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size     5169, 22400000 req, miss ratio 0.2176, byte miss ratio 0.2176
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size    17232, 22400000 req, miss ratio 0.1629, byte miss ratio 0.1629
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size    51698, 22400000 req, miss ratio 0.1162, byte miss ratio 0.1162
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size   172329, 22400000 req, miss ratio 0.0813, byte miss ratio 0.0813
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size   344659, 22400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size   689318, 22400000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns509 S3FIFO-0.4500-0.9000 cache size  1378636, 22400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size     1723, 22400000 req, miss ratio 0.2996, byte miss ratio 0.2996
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size     5169, 22400000 req, miss ratio 0.2181, byte miss ratio 0.2181
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size    17232, 22400000 req, miss ratio 0.1628, byte miss ratio 0.1628
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size    51698, 22400000 req, miss ratio 0.1158, byte miss ratio 0.1158
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size   172329, 22400000 req, miss ratio 0.0817, byte miss ratio 0.0817
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size   344659, 22400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size   689318, 22400000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns509 S3FIFO-0.5000-1.9000 cache size  1378636, 22400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size     1723, 22400000 req, miss ratio 0.3483, byte miss ratio 0.3483
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size     5169, 22400000 req, miss ratio 0.2334, byte miss ratio 0.2334
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size    17232, 22400000 req, miss ratio 0.1652, byte miss ratio 0.1652
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size    51698, 22400000 req, miss ratio 0.1157, byte miss ratio 0.1157
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size   172329, 22400000 req, miss ratio 0.0899, byte miss ratio 0.0899
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size   344659, 22400000 req, miss ratio 0.0815, byte miss ratio 0.0815
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size   689318, 22400000 req, miss ratio 0.0786, byte miss ratio 0.0786
io_traces.ns509 S3FIFO-0.8000-1.9000 cache size  1378636, 22400000 req, miss ratio 0.0771, byte miss ratio 0.0771
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size     1723, 22400000 req, miss ratio 0.2718, byte miss ratio 0.2718
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size     5169, 22400000 req, miss ratio 0.2171, byte miss ratio 0.2171
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size    17232, 22400000 req, miss ratio 0.1617, byte miss ratio 0.1617
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size    51698, 22400000 req, miss ratio 0.1171, byte miss ratio 0.1171
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size   172329, 22400000 req, miss ratio 0.0810, byte miss ratio 0.0810
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size   344659, 22400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size   689318, 22400000 req, miss ratio 0.0790, byte miss ratio 0.0790
io_traces.ns509 S3FIFO-0.3500-1.9000 cache size  1378636, 22400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size     1723, 22400000 req, miss ratio 0.3086, byte miss ratio 0.3086
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size     5169, 22400000 req, miss ratio 0.2187, byte miss ratio 0.2187
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size    17232, 22400000 req, miss ratio 0.1632, byte miss ratio 0.1632
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size    51698, 22400000 req, miss ratio 0.1161, byte miss ratio 0.1161
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size   172329, 22400000 req, miss ratio 0.0824, byte miss ratio 0.0824
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size   344659, 22400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size   689318, 22400000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns509 S3FIFO-0.5500-1.9000 cache size  1378636, 22400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size     1723, 22400000 req, miss ratio 0.2760, byte miss ratio 0.2760
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size     5169, 22400000 req, miss ratio 0.2173, byte miss ratio 0.2173
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size    17232, 22400000 req, miss ratio 0.1622, byte miss ratio 0.1622
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size    51698, 22400000 req, miss ratio 0.1171, byte miss ratio 0.1171
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size   172329, 22400000 req, miss ratio 0.0811, byte miss ratio 0.0811
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size   344659, 22400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size   689318, 22400000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns509 S3FIFO-0.4000-0.9000 cache size  1378636, 22400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size     1723, 22400000 req, miss ratio 0.3264, byte miss ratio 0.3264
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size     5169, 22400000 req, miss ratio 0.2197, byte miss ratio 0.2197
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size    17232, 22400000 req, miss ratio 0.1639, byte miss ratio 0.1639
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size    51698, 22400000 req, miss ratio 0.1156, byte miss ratio 0.1156
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size   172329, 22400000 req, miss ratio 0.0850, byte miss ratio 0.0850
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size   344659, 22400000 req, miss ratio 0.0801, byte miss ratio 0.0801
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size   689318, 22400000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns509 S3FIFO-0.6500-1.9000 cache size  1378636, 22400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns509 S3FIFO-0.8500-1.9000 cache size     1723, 22400000 req, miss ratio 0.3552, byte miss ratio 0.3552
io_traces.ns509 S3FIFO-0.8500-1.9000 cache size     5169, 22400000 req, miss ratio 0.2405, byte miss ratio 0.2405
io_traces.ns509 S3FIFO-0.8500-1.9000 cache size    17232, 22400000 req, miss ratio 0.1659, byte miss ratio 0.1659
