tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size      378, 3294644 req, miss ratio 0.5164, byte miss ratio 0.5164
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size     1135, 3294644 req, miss ratio 0.3882, byte miss ratio 0.3882
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size     3783, 3294644 req, miss ratio 0.3135, byte miss ratio 0.3135
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size    11350, 3294644 req, miss ratio 0.2869, byte miss ratio 0.2869
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size    37835, 3294644 req, miss ratio 0.2434, byte miss ratio 0.2434
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size    75671, 3294644 req, miss ratio 0.1918, byte miss ratio 0.1918
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size   151342, 3294644 req, miss ratio 0.1352, byte miss ratio 0.1352
tencentBlock.ns6394 S3FIFO-0.1000-0.9000 cache size   302684, 3294644 req, miss ratio 0.1155, byte miss ratio 0.1155
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size      378, 3294644 req, miss ratio 0.5068, byte miss ratio 0.5068
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size     1135, 3294644 req, miss ratio 0.4029, byte miss ratio 0.4029
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size     3783, 3294644 req, miss ratio 0.3125, byte miss ratio 0.3125
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size    11350, 3294644 req, miss ratio 0.2890, byte miss ratio 0.2890
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size    37835, 3294644 req, miss ratio 0.2451, byte miss ratio 0.2451
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size    75671, 3294644 req, miss ratio 0.2016, byte miss ratio 0.2016
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size   151342, 3294644 req, miss ratio 0.1333, byte miss ratio 0.1333
tencentBlock.ns6394 S3FIFO-0.2500-0.9000 cache size   302684, 3294644 req, miss ratio 0.1156, byte miss ratio 0.1156
tencentBlock.ns6394 S3FIFO-0.5500-0.9000 cache size      378, 3294644 req, miss ratio 0.5033, byte miss ratio 0.5033
tencentBlock.ns6394 S3FIFO-0.5500-0.9000 cache size     1135, 3294644 req, miss ratio 0.4310, byte miss ratio 0.4310
tencentBlock.ns6394 S3FIFO-0.5500-0.9000 cache size     3783, 3294644 req, miss ratio 0.3140, byte miss ratio 0.3140
