io_traces.ns104 S3FIFO-0.7000-0.9000 cache size      160, 2400000 req, miss ratio 0.4918, byte miss ratio 0.4918
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size      481, 2400000 req, miss ratio 0.4812, byte miss ratio 0.4812
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size     1604, 2400000 req, miss ratio 0.4773, byte miss ratio 0.4773
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size     4812, 2400000 req, miss ratio 0.4463, byte miss ratio 0.4463
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size    16040, 2400000 req, miss ratio 0.3840, byte miss ratio 0.3840
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size    32081, 2400000 req, miss ratio 0.3071, byte miss ratio 0.3071
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size    64162, 2400000 req, miss ratio 0.1460, byte miss ratio 0.1460
io_traces.ns104 S3FIFO-0.7000-0.9000 cache size   128324, 2400000 req, miss ratio 0.0779, byte miss ratio 0.0779
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size      160, 2400000 req, miss ratio 0.4842, byte miss ratio 0.4842
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size      481, 2400000 req, miss ratio 0.4802, byte miss ratio 0.4802
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size     1604, 2400000 req, miss ratio 0.4495, byte miss ratio 0.4495
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size     4812, 2400000 req, miss ratio 0.4297, byte miss ratio 0.4297
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size    16040, 2400000 req, miss ratio 0.3689, byte miss ratio 0.3689
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size    32081, 2400000 req, miss ratio 0.2735, byte miss ratio 0.2735
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size    64162, 2400000 req, miss ratio 0.1196, byte miss ratio 0.1196
io_traces.ns104 S3FIFO-0.2000-1.9000 cache size   128324, 2400000 req, miss ratio 0.0764, byte miss ratio 0.0764
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size      160, 2400000 req, miss ratio 0.4846, byte miss ratio 0.4846
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size      481, 2400000 req, miss ratio 0.4807, byte miss ratio 0.4807
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size     1604, 2400000 req, miss ratio 0.4611, byte miss ratio 0.4611
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size     4812, 2400000 req, miss ratio 0.4384, byte miss ratio 0.4384
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size    16040, 2400000 req, miss ratio 0.4098, byte miss ratio 0.4098
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size    32081, 2400000 req, miss ratio 0.2977, byte miss ratio 0.2977
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size    64162, 2400000 req, miss ratio 0.1298, byte miss ratio 0.1298
io_traces.ns104 S3FIFO-0.4500-0.9000 cache size   128324, 2400000 req, miss ratio 0.0771, byte miss ratio 0.0771
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size      160, 2400000 req, miss ratio 0.5528, byte miss ratio 0.5528
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size      481, 2400000 req, miss ratio 0.5122, byte miss ratio 0.5122
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size     1604, 2400000 req, miss ratio 0.4527, byte miss ratio 0.4527
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size     4812, 2400000 req, miss ratio 0.4282, byte miss ratio 0.4282
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size    16040, 2400000 req, miss ratio 0.3608, byte miss ratio 0.3608
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size    32081, 2400000 req, miss ratio 0.2502, byte miss ratio 0.2502
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size    64162, 2400000 req, miss ratio 0.1151, byte miss ratio 0.1151
io_traces.ns104 S3FIFO-0.0100-1.9000 cache size   128324, 2400000 req, miss ratio 0.0773, byte miss ratio 0.0773
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size      160, 2400000 req, miss ratio 0.4845, byte miss ratio 0.4845
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size      481, 2400000 req, miss ratio 0.4804, byte miss ratio 0.4804
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size     1604, 2400000 req, miss ratio 0.4558, byte miss ratio 0.4558
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size     4812, 2400000 req, miss ratio 0.4380, byte miss ratio 0.4380
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size    16040, 2400000 req, miss ratio 0.4272, byte miss ratio 0.4272
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size    32081, 2400000 req, miss ratio 0.2977, byte miss ratio 0.2977
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size    64162, 2400000 req, miss ratio 0.1298, byte miss ratio 0.1298
io_traces.ns104 S3FIFO-0.4500-1.9000 cache size   128324, 2400000 req, miss ratio 0.0771, byte miss ratio 0.0771
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size      160, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size      481, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size     1604, 2400000 req, miss ratio 0.5187, byte miss ratio 0.5187
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size     4812, 2400000 req, miss ratio 0.4590, byte miss ratio 0.4590
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size    16040, 2400000 req, miss ratio 0.3636, byte miss ratio 0.3636
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size    32081, 2400000 req, miss ratio 0.2534, byte miss ratio 0.2534
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size    64162, 2400000 req, miss ratio 0.1148, byte miss ratio 0.1148
io_traces.ns104 S3FIFO-0.0010-1.9000 cache size   128324, 2400000 req, miss ratio 0.0770, byte miss ratio 0.0770
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size      160, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size      481, 2400000 req, miss ratio 0.5367, byte miss ratio 0.5367
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size     1604, 2400000 req, miss ratio 0.4901, byte miss ratio 0.4901
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size     4812, 2400000 req, miss ratio 0.4342, byte miss ratio 0.4342
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size    16040, 2400000 req, miss ratio 0.3614, byte miss ratio 0.3614
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size    32081, 2400000 req, miss ratio 0.2493, byte miss ratio 0.2493
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size    64162, 2400000 req, miss ratio 0.1148, byte miss ratio 0.1148
io_traces.ns104 S3FIFO-0.0050-0.9000 cache size   128324, 2400000 req, miss ratio 0.0772, byte miss ratio 0.0772
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size      160, 2400000 req, miss ratio 0.5169, byte miss ratio 0.5169
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size      481, 2400000 req, miss ratio 0.4876, byte miss ratio 0.4876
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size     1604, 2400000 req, miss ratio 0.4708, byte miss ratio 0.4708
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size     4812, 2400000 req, miss ratio 0.4332, byte miss ratio 0.4332
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size    16040, 2400000 req, miss ratio 0.3610, byte miss ratio 0.3610
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size    32081, 2400000 req, miss ratio 0.2528, byte miss ratio 0.2528
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size    64162, 2400000 req, miss ratio 0.1154, byte miss ratio 0.1154
io_traces.ns104 S3FIFO-0.0250-0.9000 cache size   128324, 2400000 req, miss ratio 0.0773, byte miss ratio 0.0773
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size      160, 2400000 req, miss ratio 0.4854, byte miss ratio 0.4854
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size      481, 2400000 req, miss ratio 0.4806, byte miss ratio 0.4806
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size     1604, 2400000 req, miss ratio 0.4656, byte miss ratio 0.4656
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size     4812, 2400000 req, miss ratio 0.4425, byte miss ratio 0.4425
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size    16040, 2400000 req, miss ratio 0.4236, byte miss ratio 0.4236
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size    32081, 2400000 req, miss ratio 0.2891, byte miss ratio 0.2891
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size    64162, 2400000 req, miss ratio 0.1367, byte miss ratio 0.1367
io_traces.ns104 S3FIFO-0.5500-1.9000 cache size   128324, 2400000 req, miss ratio 0.0766, byte miss ratio 0.0766
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size      160, 2400000 req, miss ratio 0.4957, byte miss ratio 0.4957
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size      481, 2400000 req, miss ratio 0.4820, byte miss ratio 0.4820
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size     1604, 2400000 req, miss ratio 0.4782, byte miss ratio 0.4782
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size     4812, 2400000 req, miss ratio 0.4501, byte miss ratio 0.4501
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size    16040, 2400000 req, miss ratio 0.3849, byte miss ratio 0.3849
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size    32081, 2400000 req, miss ratio 0.3021, byte miss ratio 0.3021
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size    64162, 2400000 req, miss ratio 0.1511, byte miss ratio 0.1511
io_traces.ns104 S3FIFO-0.8000-0.9000 cache size   128324, 2400000 req, miss ratio 0.0805, byte miss ratio 0.0805
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size      160, 2400000 req, miss ratio 0.4843, byte miss ratio 0.4843
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size      481, 2400000 req, miss ratio 0.4802, byte miss ratio 0.4802
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size     1604, 2400000 req, miss ratio 0.4497, byte miss ratio 0.4497
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size     4812, 2400000 req, miss ratio 0.4312, byte miss ratio 0.4312
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size    16040, 2400000 req, miss ratio 0.3719, byte miss ratio 0.3719
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size    32081, 2400000 req, miss ratio 0.2756, byte miss ratio 0.2756
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size    64162, 2400000 req, miss ratio 0.1207, byte miss ratio 0.1207
io_traces.ns104 S3FIFO-0.2500-1.9000 cache size   128324, 2400000 req, miss ratio 0.0767, byte miss ratio 0.0767
io_traces.ns104 S3FIFO-0.4000-0.9000 cache size      160, 2400000 req, miss ratio 0.4846, byte miss ratio 0.4846
