cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size        8, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size       27, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size       83, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size      279, 5812051 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size      558, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size     1117, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0100-0.9000 cache size     2235, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size        8, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size       27, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size       83, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size      279, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size      558, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size     1117, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0010-1.9000 cache size     2235, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size        8, 5812051 req, miss ratio 0.5863, byte miss ratio 0.5863
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size       27, 5812051 req, miss ratio 0.1608, byte miss ratio 0.1608
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size       83, 5812051 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size      279, 5812051 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size      558, 5812051 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size     1117, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.4000-1.9000 cache size     2235, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size        8, 5812051 req, miss ratio 0.6057, byte miss ratio 0.6057
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size       27, 5812051 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size       83, 5812051 req, miss ratio 0.0222, byte miss ratio 0.0222
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size      279, 5812051 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size      558, 5812051 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size     1117, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.5000-1.9000 cache size     2235, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size        8, 5812051 req, miss ratio 0.6290, byte miss ratio 0.6290
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size       27, 5812051 req, miss ratio 0.2203, byte miss ratio 0.2203
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size       83, 5812051 req, miss ratio 0.0331, byte miss ratio 0.0331
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size      279, 5812051 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size      558, 5812051 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size     1117, 5812051 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns186 S3FIFO-0.9500-0.9000 cache size     2235, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size        8, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size       27, 5812051 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size       83, 5812051 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size      279, 5812051 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size      558, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size     1117, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.0250-0.9000 cache size     2235, 5812051 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns186 S3FIFO-0.5500-0.9000 cache size        8, 5812051 req, miss ratio 0.5919, byte miss ratio 0.5919
