cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size      188, 4333717 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size      565, 4333717 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size     1886, 4333717 req, miss ratio 0.4822, byte miss ratio 0.4822
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size     5659, 4333717 req, miss ratio 0.3288, byte miss ratio 0.3288
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size    18863, 4333717 req, miss ratio 0.1719, byte miss ratio 0.1719
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size    37727, 4333717 req, miss ratio 0.1049, byte miss ratio 0.1049
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size    75454, 4333717 req, miss ratio 0.0631, byte miss ratio 0.0631
cdn1_allcolo.ns379 S3FIFO-0.0010-0.9000 cache size   150908, 4333717 req, miss ratio 0.0448, byte miss ratio 0.0448
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size      188, 4333717 req, miss ratio 0.7589, byte miss ratio 0.7589
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size      565, 4333717 req, miss ratio 0.6403, byte miss ratio 0.6403
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size     1886, 4333717 req, miss ratio 0.4889, byte miss ratio 0.4889
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size     5659, 4333717 req, miss ratio 0.3375, byte miss ratio 0.3375
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size    18863, 4333717 req, miss ratio 0.1779, byte miss ratio 0.1779
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size    37727, 4333717 req, miss ratio 0.1066, byte miss ratio 0.1066
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size    75454, 4333717 req, miss ratio 0.0624, byte miss ratio 0.0624
cdn1_allcolo.ns379 S3FIFO-0.0500-1.9000 cache size   150908, 4333717 req, miss ratio 0.0448, byte miss ratio 0.0448
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size      188, 4333717 req, miss ratio 0.8809, byte miss ratio 0.8809
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size      565, 4333717 req, miss ratio 0.7913, byte miss ratio 0.7913
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size     1886, 4333717 req, miss ratio 0.6393, byte miss ratio 0.6393
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size     5659, 4333717 req, miss ratio 0.4599, byte miss ratio 0.4599
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size    18863, 4333717 req, miss ratio 0.2546, byte miss ratio 0.2546
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size    37727, 4333717 req, miss ratio 0.1576, byte miss ratio 0.1576
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size    75454, 4333717 req, miss ratio 0.0902, byte miss ratio 0.0902
cdn1_allcolo.ns379 S3FIFO-0.9900-1.9000 cache size   150908, 4333717 req, miss ratio 0.0527, byte miss ratio 0.0527
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size      188, 4333717 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size      565, 4333717 req, miss ratio 0.6350, byte miss ratio 0.6350
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size     1886, 4333717 req, miss ratio 0.4800, byte miss ratio 0.4800
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size     5659, 4333717 req, miss ratio 0.3275, byte miss ratio 0.3275
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size    18863, 4333717 req, miss ratio 0.1714, byte miss ratio 0.1714
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size    37727, 4333717 req, miss ratio 0.1043, byte miss ratio 0.1043
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size    75454, 4333717 req, miss ratio 0.0627, byte miss ratio 0.0627
cdn1_allcolo.ns379 S3FIFO-0.0050-0.9000 cache size   150908, 4333717 req, miss ratio 0.0448, byte miss ratio 0.0448
