io_traces.ns226 S3FIFO-0.3500-1.9000 cache size     1320, 20600000 req, miss ratio 0.3420, byte miss ratio 0.3420
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size     3962, 20600000 req, miss ratio 0.2568, byte miss ratio 0.2568
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size    13209, 20600000 req, miss ratio 0.1761, byte miss ratio 0.1761
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size    39627, 20600000 req, miss ratio 0.1343, byte miss ratio 0.1343
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size   132090, 20600000 req, miss ratio 0.0875, byte miss ratio 0.0875
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size   264181, 20600000 req, miss ratio 0.0786, byte miss ratio 0.0786
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size   528363, 20600000 req, miss ratio 0.0706, byte miss ratio 0.0706
io_traces.ns226 S3FIFO-0.3500-1.9000 cache size  1056727, 20600000 req, miss ratio 0.0647, byte miss ratio 0.0647
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size     1320, 20600000 req, miss ratio 0.3729, byte miss ratio 0.3729
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size     3962, 20600000 req, miss ratio 0.2615, byte miss ratio 0.2615
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size    13209, 20600000 req, miss ratio 0.1775, byte miss ratio 0.1775
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size    39627, 20600000 req, miss ratio 0.1337, byte miss ratio 0.1337
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size   132090, 20600000 req, miss ratio 0.0924, byte miss ratio 0.0924
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size   264181, 20600000 req, miss ratio 0.0788, byte miss ratio 0.0788
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size   528363, 20600000 req, miss ratio 0.0700, byte miss ratio 0.0700
io_traces.ns226 S3FIFO-0.5500-1.9000 cache size  1056727, 20600000 req, miss ratio 0.0647, byte miss ratio 0.0647
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size     1320, 20600000 req, miss ratio 0.4021, byte miss ratio 0.4021
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size     3962, 20600000 req, miss ratio 0.2862, byte miss ratio 0.2862
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size    13209, 20600000 req, miss ratio 0.1849, byte miss ratio 0.1849
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size    39627, 20600000 req, miss ratio 0.1358, byte miss ratio 0.1358
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size   132090, 20600000 req, miss ratio 0.0988, byte miss ratio 0.0988
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size   264181, 20600000 req, miss ratio 0.0834, byte miss ratio 0.0834
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size   528363, 20600000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns226 S3FIFO-0.8000-0.9000 cache size  1056727, 20600000 req, miss ratio 0.0649, byte miss ratio 0.0649
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size     1320, 20600000 req, miss ratio 0.3087, byte miss ratio 0.3087
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size     3962, 20600000 req, miss ratio 0.2578, byte miss ratio 0.2578
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size    13209, 20600000 req, miss ratio 0.1874, byte miss ratio 0.1874
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size    39627, 20600000 req, miss ratio 0.1580, byte miss ratio 0.1580
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size   132090, 20600000 req, miss ratio 0.1023, byte miss ratio 0.1023
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size   264181, 20600000 req, miss ratio 0.0842, byte miss ratio 0.0842
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size   528363, 20600000 req, miss ratio 0.0724, byte miss ratio 0.0724
io_traces.ns226 S3FIFO-0.0100-0.9000 cache size  1056727, 20600000 req, miss ratio 0.0647, byte miss ratio 0.0647
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size     1320, 20600000 req, miss ratio 0.4042, byte miss ratio 0.4042
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size     3962, 20600000 req, miss ratio 0.2861, byte miss ratio 0.2861
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size    13209, 20600000 req, miss ratio 0.1844, byte miss ratio 0.1844
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size    39627, 20600000 req, miss ratio 0.1363, byte miss ratio 0.1363
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size   132090, 20600000 req, miss ratio 0.0988, byte miss ratio 0.0988
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size   264181, 20600000 req, miss ratio 0.0834, byte miss ratio 0.0834
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size   528363, 20600000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns226 S3FIFO-0.8000-1.9000 cache size  1056727, 20600000 req, miss ratio 0.0649, byte miss ratio 0.0649
io_traces.ns226 S3FIFO-0.4000-0.9000 cache size     1320, 20600000 req, miss ratio 0.3459, byte miss ratio 0.3459
io_traces.ns226 S3FIFO-0.4000-0.9000 cache size     3962, 20600000 req, miss ratio 0.2563, byte miss ratio 0.2563
