cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size        5, 1017672 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size       17, 1017672 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size       59, 1017672 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size      177, 1017672 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size      592, 1017672 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size     1184, 1017672 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size     2368, 1017672 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns4726 S3FIFO-0.0010-1.9000 cache size     4737, 1017672 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size        5, 1017672 req, miss ratio 0.4148, byte miss ratio 0.4148
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size       17, 1017672 req, miss ratio 0.2711, byte miss ratio 0.2711
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size       59, 1017672 req, miss ratio 0.1041, byte miss ratio 0.1041
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size      177, 1017672 req, miss ratio 0.0360, byte miss ratio 0.0360
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size      592, 1017672 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size     1184, 1017672 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size     2368, 1017672 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns4726 S3FIFO-0.6500-0.9000 cache size     4737, 1017672 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns4726 S3FIFO-0.3500-1.9000 cache size        5, 1017672 req, miss ratio 0.4097, byte miss ratio 0.4097
cdn1_colo28.ns4726 S3FIFO-0.3500-1.9000 cache size       17, 1017672 req, miss ratio 0.2305, byte miss ratio 0.2305
cdn1_colo28.ns4726 S3FIFO-0.3500-1.9000 cache size       59, 1017672 req, miss ratio 0.0895, byte miss ratio 0.0895
