cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size        9, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size       29, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size       99, 1749732 req, miss ratio 0.0368, byte miss ratio 0.0368
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size      297, 1749732 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size      992, 1749732 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size     1985, 1749732 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size     3971, 1749732 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns1223 S3FIFO-0.0250-1.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size        9, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size       29, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size       99, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size      297, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size      992, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size     1985, 1749732 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size     3971, 1749732 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns1223 S3FIFO-0.0010-1.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size        9, 1749732 req, miss ratio 0.1995, byte miss ratio 0.1995
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size       29, 1749732 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size       99, 1749732 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size      297, 1749732 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size      992, 1749732 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size     1985, 1749732 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size     3971, 1749732 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns1223 S3FIFO-0.1500-1.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size        9, 1749732 req, miss ratio 0.1995, byte miss ratio 0.1995
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size       29, 1749732 req, miss ratio 0.1061, byte miss ratio 0.1061
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size       99, 1749732 req, miss ratio 0.0396, byte miss ratio 0.0396
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size      297, 1749732 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size      992, 1749732 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size     1985, 1749732 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size     3971, 1749732 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns1223 S3FIFO-0.2000-1.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size        9, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size       29, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size       99, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size      297, 1749732 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size      992, 1749732 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size     1985, 1749732 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size     3971, 1749732 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns1223 S3FIFO-0.0050-1.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size        9, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size       29, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size       99, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size      297, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size      992, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size     1985, 1749732 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size     3971, 1749732 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_colo28.ns1223 S3FIFO-0.0010-0.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size        9, 1749732 req, miss ratio 0.2118, byte miss ratio 0.2118
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size       29, 1749732 req, miss ratio 0.1080, byte miss ratio 0.1080
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size       99, 1749732 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size      297, 1749732 req, miss ratio 0.0213, byte miss ratio 0.0213
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size      992, 1749732 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size     1985, 1749732 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size     3971, 1749732 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns1223 S3FIFO-0.2500-0.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size        9, 1749732 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size       29, 1749732 req, miss ratio 0.1033, byte miss ratio 0.1033
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size       99, 1749732 req, miss ratio 0.0378, byte miss ratio 0.0378
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size      297, 1749732 req, miss ratio 0.0205, byte miss ratio 0.0205
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size      992, 1749732 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size     1985, 1749732 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size     3971, 1749732 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_colo28.ns1223 S3FIFO-0.1000-0.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size        9, 1749732 req, miss ratio 0.2609, byte miss ratio 0.2609
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size       29, 1749732 req, miss ratio 0.1239, byte miss ratio 0.1239
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size       99, 1749732 req, miss ratio 0.0529, byte miss ratio 0.0529
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size      297, 1749732 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size      992, 1749732 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size     1985, 1749732 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size     3971, 1749732 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_colo28.ns1223 S3FIFO-0.7000-1.9000 cache size     7943, 1749732 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns1223 S3FIFO-0.4000-0.9000 cache size        9, 1749732 req, miss ratio 0.2259, byte miss ratio 0.2259
cdn1_colo28.ns1223 S3FIFO-0.4000-0.9000 cache size       29, 1749732 req, miss ratio 0.1117, byte miss ratio 0.1117
cdn1_colo28.ns1223 S3FIFO-0.4000-0.9000 cache size       99, 1749732 req, miss ratio 0.0441, byte miss ratio 0.0441
cdn1_colo28.ns1223 S3FIFO-0.4000-0.9000 cache size      297, 1749732 req, miss ratio 0.0222, byte miss ratio 0.0222
cdn1_colo28.ns1223 S3FIFO-0.4000-0.9000 cache size      992, 1749732 req, miss ratio 0.0108, byte miss ratio 0.0108
