cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size       12, 4520813 req, miss ratio 0.7677, byte miss ratio 0.7677
cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size       40, 4520813 req, miss ratio 0.6193, byte miss ratio 0.6193
cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size      122, 4520813 req, miss ratio 0.4016, byte miss ratio 0.4016
cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size      408, 4520813 req, miss ratio 0.1603, byte miss ratio 0.1603
cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size      816, 4520813 req, miss ratio 0.0711, byte miss ratio 0.0711
cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size     1633, 4520813 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns2315 S3FIFO-0.7000-0.9000 cache size     3267, 4520813 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size       12, 4520813 req, miss ratio 0.7331, byte miss ratio 0.7331
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size       40, 4520813 req, miss ratio 0.5614, byte miss ratio 0.5614
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size      122, 4520813 req, miss ratio 0.3385, byte miss ratio 0.3385
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size      408, 4520813 req, miss ratio 0.1255, byte miss ratio 0.1255
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size      816, 4520813 req, miss ratio 0.0530, byte miss ratio 0.0530
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size     1633, 4520813 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns2315 S3FIFO-0.1000-1.9000 cache size     3267, 4520813 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size       12, 4520813 req, miss ratio 0.7479, byte miss ratio 0.7479
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size       40, 4520813 req, miss ratio 0.5814, byte miss ratio 0.5814
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size      122, 4520813 req, miss ratio 0.3623, byte miss ratio 0.3623
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size      408, 4520813 req, miss ratio 0.1404, byte miss ratio 0.1404
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size      816, 4520813 req, miss ratio 0.0609, byte miss ratio 0.0609
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size     1633, 4520813 req, miss ratio 0.0166, byte miss ratio 0.0166
cdn1_allcolo.ns2315 S3FIFO-0.4000-0.9000 cache size     3267, 4520813 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns2315 S3FIFO-0.5000-0.9000 cache size       12, 4520813 req, miss ratio 0.7576, byte miss ratio 0.7576
