tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size      148, 1180402 req, miss ratio 0.5681, byte miss ratio 0.5681
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size      444, 1180402 req, miss ratio 0.5568, byte miss ratio 0.5568
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size     1480, 1180402 req, miss ratio 0.5445, byte miss ratio 0.5445
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size     4440, 1180402 req, miss ratio 0.5416, byte miss ratio 0.5416
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size    14800, 1180402 req, miss ratio 0.5078, byte miss ratio 0.5078
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size    29600, 1180402 req, miss ratio 0.4852, byte miss ratio 0.4852
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size    59201, 1180402 req, miss ratio 0.4056, byte miss ratio 0.4056
tencentBlock.ns18743 S3FIFO-0.4000-1.9000 cache size   118403, 1180402 req, miss ratio 0.1636, byte miss ratio 0.1636
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size      148, 1180402 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size      444, 1180402 req, miss ratio 0.6305, byte miss ratio 0.6305
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size     1480, 1180402 req, miss ratio 0.5607, byte miss ratio 0.5607
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size     4440, 1180402 req, miss ratio 0.5485, byte miss ratio 0.5485
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size    14800, 1180402 req, miss ratio 0.5226, byte miss ratio 0.5226
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size    29600, 1180402 req, miss ratio 0.4342, byte miss ratio 0.4342
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size    59201, 1180402 req, miss ratio 0.3071, byte miss ratio 0.3071
tencentBlock.ns18743 S3FIFO-0.0050-0.9000 cache size   118403, 1180402 req, miss ratio 0.1634, byte miss ratio 0.1634
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size      148, 1180402 req, miss ratio 0.5969, byte miss ratio 0.5969
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size      444, 1180402 req, miss ratio 0.5627, byte miss ratio 0.5627
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size     1480, 1180402 req, miss ratio 0.5510, byte miss ratio 0.5510
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size     4440, 1180402 req, miss ratio 0.5426, byte miss ratio 0.5426
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size    14800, 1180402 req, miss ratio 0.5408, byte miss ratio 0.5408
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size    29600, 1180402 req, miss ratio 0.4926, byte miss ratio 0.4926
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size    59201, 1180402 req, miss ratio 0.3576, byte miss ratio 0.3576
tencentBlock.ns18743 S3FIFO-0.7500-0.9000 cache size   118403, 1180402 req, miss ratio 0.1761, byte miss ratio 0.1761
tencentBlock.ns18743 S3FIFO-0.0250-1.9000 cache size      148, 1180402 req, miss ratio 0.6293, byte miss ratio 0.6293
tencentBlock.ns18743 S3FIFO-0.0250-1.9000 cache size      444, 1180402 req, miss ratio 0.5637, byte miss ratio 0.5637
tencentBlock.ns18743 S3FIFO-0.0250-1.9000 cache size     1480, 1180402 req, miss ratio 0.5500, byte miss ratio 0.5500
