cdn1_allcolo.ns3005 S3FIFO-0.5500-0.9000 cache size        8, 1344329 req, miss ratio 0.0843, byte miss ratio 0.0843
cdn1_allcolo.ns3005 S3FIFO-0.5500-0.9000 cache size       26, 1344329 req, miss ratio 0.0322, byte miss ratio 0.0322
cdn1_allcolo.ns3005 S3FIFO-0.5500-0.9000 cache size       87, 1344329 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns3005 S3FIFO-0.5500-0.9000 cache size      174, 1344329 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns3005 S3FIFO-0.5500-0.9000 cache size      349, 1344329 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns3005 S3FIFO-0.5500-0.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3005 S3FIFO-0.5500-1.9000 cache size        8, 1344329 req, miss ratio 0.0855, byte miss ratio 0.0855
cdn1_allcolo.ns3005 S3FIFO-0.5500-1.9000 cache size       26, 1344329 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_allcolo.ns3005 S3FIFO-0.5500-1.9000 cache size       87, 1344329 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns3005 S3FIFO-0.5500-1.9000 cache size      174, 1344329 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns3005 S3FIFO-0.5500-1.9000 cache size      349, 1344329 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns3005 S3FIFO-0.5500-1.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3005 S3FIFO-0.9500-0.9000 cache size        8, 1344329 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_allcolo.ns3005 S3FIFO-0.9500-0.9000 cache size       26, 1344329 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_allcolo.ns3005 S3FIFO-0.9500-0.9000 cache size       87, 1344329 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns3005 S3FIFO-0.9500-0.9000 cache size      174, 1344329 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns3005 S3FIFO-0.9500-0.9000 cache size      349, 1344329 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns3005 S3FIFO-0.9500-0.9000 cache size      699, 1344329 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns3005 S3FIFO-0.6500-1.9000 cache size        8, 1344329 req, miss ratio 0.0906, byte miss ratio 0.0906
cdn1_allcolo.ns3005 S3FIFO-0.6500-1.9000 cache size       26, 1344329 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns3005 S3FIFO-0.6500-1.9000 cache size       87, 1344329 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns3005 S3FIFO-0.6500-1.9000 cache size      174, 1344329 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns3005 S3FIFO-0.6500-1.9000 cache size      349, 1344329 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns3005 S3FIFO-0.6500-1.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3005 S3FIFO-0.0050-0.9000 cache size        8, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0050-0.9000 cache size       26, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0050-0.9000 cache size       87, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0050-0.9000 cache size      174, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0050-0.9000 cache size      349, 1344329 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns3005 S3FIFO-0.0050-0.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3005 S3FIFO-0.2500-0.9000 cache size        8, 1344329 req, miss ratio 0.0730, byte miss ratio 0.0730
cdn1_allcolo.ns3005 S3FIFO-0.2500-0.9000 cache size       26, 1344329 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_allcolo.ns3005 S3FIFO-0.2500-0.9000 cache size       87, 1344329 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_allcolo.ns3005 S3FIFO-0.2500-0.9000 cache size      174, 1344329 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns3005 S3FIFO-0.2500-0.9000 cache size      349, 1344329 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns3005 S3FIFO-0.2500-0.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3005 S3FIFO-0.4500-1.9000 cache size        8, 1344329 req, miss ratio 0.0801, byte miss ratio 0.0801
cdn1_allcolo.ns3005 S3FIFO-0.4500-1.9000 cache size       26, 1344329 req, miss ratio 0.0303, byte miss ratio 0.0303
cdn1_allcolo.ns3005 S3FIFO-0.4500-1.9000 cache size       87, 1344329 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns3005 S3FIFO-0.4500-1.9000 cache size      174, 1344329 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns3005 S3FIFO-0.4500-1.9000 cache size      349, 1344329 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns3005 S3FIFO-0.4500-1.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3005 S3FIFO-0.0010-1.9000 cache size        8, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0010-1.9000 cache size       26, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0010-1.9000 cache size       87, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0010-1.9000 cache size      174, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0010-1.9000 cache size      349, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.0010-1.9000 cache size      699, 1344329 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3005 S3FIFO-0.3500-1.9000 cache size        8, 1344329 req, miss ratio 0.0752, byte miss ratio 0.0752
cdn1_allcolo.ns3005 S3FIFO-0.3500-1.9000 cache size       26, 1344329 req, miss ratio 0.0293, byte miss ratio 0.0293
cdn1_allcolo.ns3005 S3FIFO-0.3500-1.9000 cache size       87, 1344329 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns3005 S3FIFO-0.3500-1.9000 cache size      174, 1344329 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns3005 S3FIFO-0.3500-1.9000 cache size      349, 1344329 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns3005 S3FIFO-0.3500-1.9000 cache size      699, 1344329 req, miss ratio 0.0007, byte miss ratio 0.0007
