cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size       78, 1471884 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size      235, 1471884 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size      785, 1471884 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size     2356, 1471884 req, miss ratio 0.2118, byte miss ratio 0.2118
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size     7855, 1471884 req, miss ratio 0.1153, byte miss ratio 0.1153
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size    15710, 1471884 req, miss ratio 0.0732, byte miss ratio 0.0732
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size    31420, 1471884 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_allcolo.ns2161 S3FIFO-0.0010-1.9000 cache size    62841, 1471884 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size       78, 1471884 req, miss ratio 0.4226, byte miss ratio 0.4226
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size      235, 1471884 req, miss ratio 0.3687, byte miss ratio 0.3687
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size      785, 1471884 req, miss ratio 0.2997, byte miss ratio 0.2997
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size     2356, 1471884 req, miss ratio 0.2296, byte miss ratio 0.2296
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size     7855, 1471884 req, miss ratio 0.1498, byte miss ratio 0.1498
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size    15710, 1471884 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size    31420, 1471884 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_allcolo.ns2161 S3FIFO-0.9500-1.9000 cache size    62841, 1471884 req, miss ratio 0.0592, byte miss ratio 0.0592
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size       78, 1471884 req, miss ratio 0.4307, byte miss ratio 0.4307
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size      235, 1471884 req, miss ratio 0.3728, byte miss ratio 0.3728
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size      785, 1471884 req, miss ratio 0.3016, byte miss ratio 0.3016
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size     2356, 1471884 req, miss ratio 0.2321, byte miss ratio 0.2321
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size     7855, 1471884 req, miss ratio 0.1533, byte miss ratio 0.1533
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size    15710, 1471884 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size    31420, 1471884 req, miss ratio 0.0765, byte miss ratio 0.0765
cdn1_allcolo.ns2161 S3FIFO-0.9900-0.9000 cache size    62841, 1471884 req, miss ratio 0.0605, byte miss ratio 0.0605
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size       78, 1471884 req, miss ratio 0.3985, byte miss ratio 0.3985
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size      235, 1471884 req, miss ratio 0.3503, byte miss ratio 0.3503
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size      785, 1471884 req, miss ratio 0.2824, byte miss ratio 0.2824
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size     2356, 1471884 req, miss ratio 0.2117, byte miss ratio 0.2117
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size     7855, 1471884 req, miss ratio 0.1340, byte miss ratio 0.1340
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size    15710, 1471884 req, miss ratio 0.0938, byte miss ratio 0.0938
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size    31420, 1471884 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_allcolo.ns2161 S3FIFO-0.6500-1.9000 cache size    62841, 1471884 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size       78, 1471884 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size      235, 1471884 req, miss ratio 0.3569, byte miss ratio 0.3569
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size      785, 1471884 req, miss ratio 0.2877, byte miss ratio 0.2877
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size     2356, 1471884 req, miss ratio 0.2109, byte miss ratio 0.2109
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size     7855, 1471884 req, miss ratio 0.1133, byte miss ratio 0.1133
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size    15710, 1471884 req, miss ratio 0.0723, byte miss ratio 0.0723
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size    31420, 1471884 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_allcolo.ns2161 S3FIFO-0.0050-0.9000 cache size    62841, 1471884 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size       78, 1471884 req, miss ratio 0.4066, byte miss ratio 0.4066
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size      235, 1471884 req, miss ratio 0.3576, byte miss ratio 0.3576
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size      785, 1471884 req, miss ratio 0.2891, byte miss ratio 0.2891
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size     2356, 1471884 req, miss ratio 0.2192, byte miss ratio 0.2192
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size     7855, 1471884 req, miss ratio 0.1412, byte miss ratio 0.1412
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size    15710, 1471884 req, miss ratio 0.1011, byte miss ratio 0.1011
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size    31420, 1471884 req, miss ratio 0.0690, byte miss ratio 0.0690
cdn1_allcolo.ns2161 S3FIFO-0.8000-1.9000 cache size    62841, 1471884 req, miss ratio 0.0551, byte miss ratio 0.0551
cdn1_allcolo.ns2161 S3FIFO-0.5500-1.9000 cache size       78, 1471884 req, miss ratio 0.3945, byte miss ratio 0.3945
cdn1_allcolo.ns2161 S3FIFO-0.5500-1.9000 cache size      235, 1471884 req, miss ratio 0.3470, byte miss ratio 0.3470
cdn1_allcolo.ns2161 S3FIFO-0.5500-1.9000 cache size      785, 1471884 req, miss ratio 0.2793, byte miss ratio 0.2793
cdn1_allcolo.ns2161 S3FIFO-0.5500-1.9000 cache size     2356, 1471884 req, miss ratio 0.2075, byte miss ratio 0.2075
cdn1_allcolo.ns2161 S3FIFO-0.5500-1.9000 cache size     7855, 1471884 req, miss ratio 0.1296, byte miss ratio 0.1296
cdn1_allcolo.ns2161 S3FIFO-0.5500-1.9000 cache size    15710, 1471884 req, miss ratio 0.0890, byte miss ratio 0.0890
