cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size       10, 2207779 req, miss ratio 0.4289, byte miss ratio 0.4289
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size       30, 2207779 req, miss ratio 0.2875, byte miss ratio 0.2875
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size      100, 2207779 req, miss ratio 0.1360, byte miss ratio 0.1360
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size      302, 2207779 req, miss ratio 0.0553, byte miss ratio 0.0553
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size     1007, 2207779 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size     2014, 2207779 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size     4028, 2207779 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns2145 S3FIFO-0.8000-0.9000 cache size     8056, 2207779 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size       10, 2207779 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size       30, 2207779 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size      100, 2207779 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size      302, 2207779 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size     1007, 2207779 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size     2014, 2207779 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns2145 S3FIFO-0.0010-1.9000 cache size     4028, 2207779 req, miss ratio 0.0057, byte miss ratio 0.0057
