tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size     1175, 5213615 req, miss ratio 0.4999, byte miss ratio 0.4999
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size     3527, 5213615 req, miss ratio 0.4000, byte miss ratio 0.4000
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size    11757, 5213615 req, miss ratio 0.3755, byte miss ratio 0.3755
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size    35271, 5213615 req, miss ratio 0.3452, byte miss ratio 0.3452
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size   117570, 5213615 req, miss ratio 0.2912, byte miss ratio 0.2912
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size   235140, 5213615 req, miss ratio 0.2636, byte miss ratio 0.2636
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size   470280, 5213615 req, miss ratio 0.2370, byte miss ratio 0.2370
tencentBlock.ns23707 S3FIFO-0.0250-0.9000 cache size   940560, 5213615 req, miss ratio 0.2263, byte miss ratio 0.2263
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size     1175, 5213615 req, miss ratio 0.4810, byte miss ratio 0.4810
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size     3527, 5213615 req, miss ratio 0.3958, byte miss ratio 0.3958
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size    11757, 5213615 req, miss ratio 0.3739, byte miss ratio 0.3739
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size    35271, 5213615 req, miss ratio 0.3441, byte miss ratio 0.3441
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size   117570, 5213615 req, miss ratio 0.2897, byte miss ratio 0.2897
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size   235140, 5213615 req, miss ratio 0.2611, byte miss ratio 0.2611
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size   470280, 5213615 req, miss ratio 0.2361, byte miss ratio 0.2361
tencentBlock.ns23707 S3FIFO-0.0500-0.9000 cache size   940560, 5213615 req, miss ratio 0.2263, byte miss ratio 0.2263
