io_traces.ns19 S3FIFO-0.6000-0.9000 cache size     1533, 35800000 req, miss ratio 0.2312, byte miss ratio 0.2312
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size     4601, 35800000 req, miss ratio 0.2152, byte miss ratio 0.2152
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size    15338, 35800000 req, miss ratio 0.2018, byte miss ratio 0.2018
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size    46015, 35800000 req, miss ratio 0.1538, byte miss ratio 0.1538
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size   153386, 35800000 req, miss ratio 0.0809, byte miss ratio 0.0809
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size   306772, 35800000 req, miss ratio 0.0591, byte miss ratio 0.0591
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size   613544, 35800000 req, miss ratio 0.0512, byte miss ratio 0.0512
io_traces.ns19 S3FIFO-0.6000-0.9000 cache size  1227088, 35800000 req, miss ratio 0.0442, byte miss ratio 0.0442
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size     1533, 35800000 req, miss ratio 0.2299, byte miss ratio 0.2299
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size     4601, 35800000 req, miss ratio 0.2120, byte miss ratio 0.2120
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size    15338, 35800000 req, miss ratio 0.1989, byte miss ratio 0.1989
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size    46015, 35800000 req, miss ratio 0.1556, byte miss ratio 0.1556
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size   153386, 35800000 req, miss ratio 0.0812, byte miss ratio 0.0812
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size   306772, 35800000 req, miss ratio 0.0587, byte miss ratio 0.0587
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size   613544, 35800000 req, miss ratio 0.0510, byte miss ratio 0.0510
io_traces.ns19 S3FIFO-0.4000-0.9000 cache size  1227088, 35800000 req, miss ratio 0.0440, byte miss ratio 0.0440
io_traces.ns19 S3FIFO-0.1500-1.9000 cache size     1533, 35800000 req, miss ratio 0.2266, byte miss ratio 0.2266
io_traces.ns19 S3FIFO-0.1500-1.9000 cache size     4601, 35800000 req, miss ratio 0.2101, byte miss ratio 0.2101
