tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size       61, 2243156 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size      184, 2243156 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size      615, 2243156 req, miss ratio 0.1774, byte miss ratio 0.1774
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size     1845, 2243156 req, miss ratio 0.1454, byte miss ratio 0.1454
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size     6152, 2243156 req, miss ratio 0.1039, byte miss ratio 0.1039
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size    12305, 2243156 req, miss ratio 0.0792, byte miss ratio 0.0792
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size    24611, 2243156 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns8038 S3FIFO-0.0050-1.9000 cache size    49222, 2243156 req, miss ratio 0.0282, byte miss ratio 0.0282
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size       61, 2243156 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size      184, 2243156 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size      615, 2243156 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size     1845, 2243156 req, miss ratio 0.1540, byte miss ratio 0.1540
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size     6152, 2243156 req, miss ratio 0.1071, byte miss ratio 0.1071
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size    12305, 2243156 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size    24611, 2243156 req, miss ratio 0.0415, byte miss ratio 0.0415
tencentBlock.ns8038 S3FIFO-0.0010-0.9000 cache size    49222, 2243156 req, miss ratio 0.0282, byte miss ratio 0.0282
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size       61, 2243156 req, miss ratio 0.3042, byte miss ratio 0.3042
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size      184, 2243156 req, miss ratio 0.2171, byte miss ratio 0.2171
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size      615, 2243156 req, miss ratio 0.1725, byte miss ratio 0.1725
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size     1845, 2243156 req, miss ratio 0.1525, byte miss ratio 0.1525
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size     6152, 2243156 req, miss ratio 0.1084, byte miss ratio 0.1084
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size    12305, 2243156 req, miss ratio 0.0846, byte miss ratio 0.0846
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size    24611, 2243156 req, miss ratio 0.0478, byte miss ratio 0.0478
tencentBlock.ns8038 S3FIFO-0.6000-0.9000 cache size    49222, 2243156 req, miss ratio 0.0333, byte miss ratio 0.0333
tencentBlock.ns8038 S3FIFO-0.9500-1.9000 cache size       61, 2243156 req, miss ratio 0.3921, byte miss ratio 0.3921
tencentBlock.ns8038 S3FIFO-0.9500-1.9000 cache size      184, 2243156 req, miss ratio 0.2528, byte miss ratio 0.2528
tencentBlock.ns8038 S3FIFO-0.9500-1.9000 cache size      615, 2243156 req, miss ratio 0.1899, byte miss ratio 0.1899
tencentBlock.ns8038 S3FIFO-0.9500-1.9000 cache size     1845, 2243156 req, miss ratio 0.1671, byte miss ratio 0.1671
tencentBlock.ns8038 S3FIFO-0.9500-1.9000 cache size     6152, 2243156 req, miss ratio 0.1169, byte miss ratio 0.1169
tencentBlock.ns8038 S3FIFO-0.9500-1.9000 cache size    12305, 2243156 req, miss ratio 0.0909, byte miss ratio 0.0909
