io_traces.ns150 S3FIFO-0.0250-1.9000 cache size     1166, 4400000 req, miss ratio 0.5701, byte miss ratio 0.5701
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size     3498, 4400000 req, miss ratio 0.5616, byte miss ratio 0.5616
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size    11663, 4400000 req, miss ratio 0.5077, byte miss ratio 0.5077
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size    34989, 4400000 req, miss ratio 0.3703, byte miss ratio 0.3703
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size   116632, 4400000 req, miss ratio 0.2976, byte miss ratio 0.2976
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size   233264, 4400000 req, miss ratio 0.2828, byte miss ratio 0.2828
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size   466528, 4400000 req, miss ratio 0.2700, byte miss ratio 0.2700
io_traces.ns150 S3FIFO-0.0250-1.9000 cache size   933057, 4400000 req, miss ratio 0.2666, byte miss ratio 0.2666
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size     1166, 4400000 req, miss ratio 0.5712, byte miss ratio 0.5712
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size     3498, 4400000 req, miss ratio 0.5626, byte miss ratio 0.5626
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size    11663, 4400000 req, miss ratio 0.5319, byte miss ratio 0.5319
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size    34989, 4400000 req, miss ratio 0.4279, byte miss ratio 0.4279
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size   116632, 4400000 req, miss ratio 0.3003, byte miss ratio 0.3003
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size   233264, 4400000 req, miss ratio 0.2832, byte miss ratio 0.2832
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size   466528, 4400000 req, miss ratio 0.2700, byte miss ratio 0.2700
io_traces.ns150 S3FIFO-0.4000-0.9000 cache size   933057, 4400000 req, miss ratio 0.2666, byte miss ratio 0.2666
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size     1166, 4400000 req, miss ratio 0.5677, byte miss ratio 0.5677
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size     3498, 4400000 req, miss ratio 0.5618, byte miss ratio 0.5618
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size    11663, 4400000 req, miss ratio 0.5428, byte miss ratio 0.5428
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size    34989, 4400000 req, miss ratio 0.4590, byte miss ratio 0.4590
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size   116632, 4400000 req, miss ratio 0.3083, byte miss ratio 0.3083
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size   233264, 4400000 req, miss ratio 0.2908, byte miss ratio 0.2908
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size   466528, 4400000 req, miss ratio 0.2700, byte miss ratio 0.2700
io_traces.ns150 S3FIFO-0.6000-1.9000 cache size   933057, 4400000 req, miss ratio 0.2666, byte miss ratio 0.2666
