cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size      429, 4570864 req, miss ratio 0.6959, byte miss ratio 0.6959
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size     1289, 4570864 req, miss ratio 0.5855, byte miss ratio 0.5855
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size     4297, 4570864 req, miss ratio 0.4360, byte miss ratio 0.4360
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size    12892, 4570864 req, miss ratio 0.2942, byte miss ratio 0.2942
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size    42975, 4570864 req, miss ratio 0.1749, byte miss ratio 0.1749
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size    85950, 4570864 req, miss ratio 0.1330, byte miss ratio 0.1330
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size   171901, 4570864 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_allcolo.ns14 S3FIFO-0.2500-1.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size      429, 4570864 req, miss ratio 0.7416, byte miss ratio 0.7416
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size     1289, 4570864 req, miss ratio 0.6336, byte miss ratio 0.6336
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size     4297, 4570864 req, miss ratio 0.4902, byte miss ratio 0.4902
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size    12892, 4570864 req, miss ratio 0.3407, byte miss ratio 0.3407
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size    42975, 4570864 req, miss ratio 0.2033, byte miss ratio 0.2033
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size    85950, 4570864 req, miss ratio 0.1516, byte miss ratio 0.1516
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size   171901, 4570864 req, miss ratio 0.1128, byte miss ratio 0.1128
cdn1_allcolo.ns14 S3FIFO-0.6500-1.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size      429, 4570864 req, miss ratio 0.7593, byte miss ratio 0.7593
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size     1289, 4570864 req, miss ratio 0.6508, byte miss ratio 0.6508
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size     4297, 4570864 req, miss ratio 0.5064, byte miss ratio 0.5064
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size    12892, 4570864 req, miss ratio 0.3546, byte miss ratio 0.3546
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size    42975, 4570864 req, miss ratio 0.2130, byte miss ratio 0.2130
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size    85950, 4570864 req, miss ratio 0.1582, byte miss ratio 0.1582
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size   171901, 4570864 req, miss ratio 0.1175, byte miss ratio 0.1175
cdn1_allcolo.ns14 S3FIFO-0.7500-1.9000 cache size   343803, 4570864 req, miss ratio 0.0957, byte miss ratio 0.0957
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size      429, 4570864 req, miss ratio 0.6914, byte miss ratio 0.6914
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size     1289, 4570864 req, miss ratio 0.5806, byte miss ratio 0.5806
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size     4297, 4570864 req, miss ratio 0.4295, byte miss ratio 0.4295
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size    12892, 4570864 req, miss ratio 0.2895, byte miss ratio 0.2895
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size    42975, 4570864 req, miss ratio 0.1714, byte miss ratio 0.1714
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size    85950, 4570864 req, miss ratio 0.1322, byte miss ratio 0.1322
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size   171901, 4570864 req, miss ratio 0.1050, byte miss ratio 0.1050
cdn1_allcolo.ns14 S3FIFO-0.2500-0.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size      429, 4570864 req, miss ratio 0.7807, byte miss ratio 0.7807
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size     1289, 4570864 req, miss ratio 0.6706, byte miss ratio 0.6706
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size     4297, 4570864 req, miss ratio 0.5240, byte miss ratio 0.5240
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size    12892, 4570864 req, miss ratio 0.3694, byte miss ratio 0.3694
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size    42975, 4570864 req, miss ratio 0.2238, byte miss ratio 0.2238
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size    85950, 4570864 req, miss ratio 0.1659, byte miss ratio 0.1659
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size   171901, 4570864 req, miss ratio 0.1222, byte miss ratio 0.1222
cdn1_allcolo.ns14 S3FIFO-0.8500-1.9000 cache size   343803, 4570864 req, miss ratio 0.0982, byte miss ratio 0.0982
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size      429, 4570864 req, miss ratio 0.7001, byte miss ratio 0.7001
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size     1289, 4570864 req, miss ratio 0.5901, byte miss ratio 0.5901
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size     4297, 4570864 req, miss ratio 0.4415, byte miss ratio 0.4415
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size    12892, 4570864 req, miss ratio 0.2991, byte miss ratio 0.2991
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size    42975, 4570864 req, miss ratio 0.1776, byte miss ratio 0.1776
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size    85950, 4570864 req, miss ratio 0.1345, byte miss ratio 0.1345
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size   171901, 4570864 req, miss ratio 0.1053, byte miss ratio 0.1053
cdn1_allcolo.ns14 S3FIFO-0.3000-1.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size      429, 4570864 req, miss ratio 0.7932, byte miss ratio 0.7932
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size     1289, 4570864 req, miss ratio 0.6821, byte miss ratio 0.6821
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size     4297, 4570864 req, miss ratio 0.5334, byte miss ratio 0.5334
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size    12892, 4570864 req, miss ratio 0.3769, byte miss ratio 0.3769
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size    42975, 4570864 req, miss ratio 0.2295, byte miss ratio 0.2295
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size    85950, 4570864 req, miss ratio 0.1701, byte miss ratio 0.1701
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size   171901, 4570864 req, miss ratio 0.1249, byte miss ratio 0.1249
cdn1_allcolo.ns14 S3FIFO-0.9000-1.9000 cache size   343803, 4570864 req, miss ratio 0.1001, byte miss ratio 0.1001
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size      429, 4570864 req, miss ratio 0.6811, byte miss ratio 0.6811
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size     1289, 4570864 req, miss ratio 0.5705, byte miss ratio 0.5705
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size     4297, 4570864 req, miss ratio 0.4225, byte miss ratio 0.4225
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size    12892, 4570864 req, miss ratio 0.2798, byte miss ratio 0.2798
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size    42975, 4570864 req, miss ratio 0.1656, byte miss ratio 0.1656
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size    85950, 4570864 req, miss ratio 0.1234, byte miss ratio 0.1234
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size   171901, 4570864 req, miss ratio 0.1046, byte miss ratio 0.1046
cdn1_allcolo.ns14 S3FIFO-0.0250-1.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size      429, 4570864 req, miss ratio 0.8135, byte miss ratio 0.8135
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size     1289, 4570864 req, miss ratio 0.7025, byte miss ratio 0.7025
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size     4297, 4570864 req, miss ratio 0.5513, byte miss ratio 0.5513
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size    12892, 4570864 req, miss ratio 0.3929, byte miss ratio 0.3929
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size    42975, 4570864 req, miss ratio 0.2424, byte miss ratio 0.2424
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size    85950, 4570864 req, miss ratio 0.1797, byte miss ratio 0.1797
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size   171901, 4570864 req, miss ratio 0.1309, byte miss ratio 0.1309
cdn1_allcolo.ns14 S3FIFO-0.9900-0.9000 cache size   343803, 4570864 req, miss ratio 0.1042, byte miss ratio 0.1042
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size      429, 4570864 req, miss ratio 0.7271, byte miss ratio 0.7271
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size     1289, 4570864 req, miss ratio 0.6190, byte miss ratio 0.6190
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size     4297, 4570864 req, miss ratio 0.4752, byte miss ratio 0.4752
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size    12892, 4570864 req, miss ratio 0.3278, byte miss ratio 0.3278
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size    42975, 4570864 req, miss ratio 0.1950, byte miss ratio 0.1950
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size    85950, 4570864 req, miss ratio 0.1456, byte miss ratio 0.1456
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size   171901, 4570864 req, miss ratio 0.1090, byte miss ratio 0.1090
cdn1_allcolo.ns14 S3FIFO-0.5500-1.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size      429, 4570864 req, miss ratio 0.7100, byte miss ratio 0.7100
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size     1289, 4570864 req, miss ratio 0.6000, byte miss ratio 0.6000
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size     4297, 4570864 req, miss ratio 0.4532, byte miss ratio 0.4532
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size    12892, 4570864 req, miss ratio 0.3110, byte miss ratio 0.3110
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size    42975, 4570864 req, miss ratio 0.1844, byte miss ratio 0.1844
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size    85950, 4570864 req, miss ratio 0.1393, byte miss ratio 0.1393
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size   171901, 4570864 req, miss ratio 0.1069, byte miss ratio 0.1069
cdn1_allcolo.ns14 S3FIFO-0.4500-0.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size      429, 4570864 req, miss ratio 0.6783, byte miss ratio 0.6783
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size     1289, 4570864 req, miss ratio 0.5684, byte miss ratio 0.5684
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size     4297, 4570864 req, miss ratio 0.4192, byte miss ratio 0.4192
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size    12892, 4570864 req, miss ratio 0.2818, byte miss ratio 0.2818
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size    42975, 4570864 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size    85950, 4570864 req, miss ratio 0.1238, byte miss ratio 0.1238
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size   171901, 4570864 req, miss ratio 0.1047, byte miss ratio 0.1047
cdn1_allcolo.ns14 S3FIFO-0.0050-0.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size      429, 4570864 req, miss ratio 0.6820, byte miss ratio 0.6820
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size     1289, 4570864 req, miss ratio 0.5715, byte miss ratio 0.5715
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size     4297, 4570864 req, miss ratio 0.4225, byte miss ratio 0.4225
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size    12892, 4570864 req, miss ratio 0.2788, byte miss ratio 0.2788
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size    42975, 4570864 req, miss ratio 0.1660, byte miss ratio 0.1660
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size    85950, 4570864 req, miss ratio 0.1235, byte miss ratio 0.1235
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size   171901, 4570864 req, miss ratio 0.1045, byte miss ratio 0.1045
cdn1_allcolo.ns14 S3FIFO-0.0500-1.9000 cache size   343803, 4570864 req, miss ratio 0.0952, byte miss ratio 0.0952
cdn1_allcolo.ns14 S3FIFO-0.1000-0.9000 cache size      429, 4570864 req, miss ratio 0.6810, byte miss ratio 0.6810
cdn1_allcolo.ns14 S3FIFO-0.1000-0.9000 cache size     1289, 4570864 req, miss ratio 0.5703, byte miss ratio 0.5703
cdn1_allcolo.ns14 S3FIFO-0.1000-0.9000 cache size     4297, 4570864 req, miss ratio 0.4186, byte miss ratio 0.4186
cdn1_allcolo.ns14 S3FIFO-0.1000-0.9000 cache size    12892, 4570864 req, miss ratio 0.2775, byte miss ratio 0.2775
cdn1_allcolo.ns14 S3FIFO-0.1000-0.9000 cache size    42975, 4570864 req, miss ratio 0.1646, byte miss ratio 0.1646
cdn1_allcolo.ns14 S3FIFO-0.1000-0.9000 cache size    85950, 4570864 req, miss ratio 0.1236, byte miss ratio 0.1236
