cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size      149, 5297560 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size      449, 5297560 req, miss ratio 0.1957, byte miss ratio 0.1957
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size     1498, 5297560 req, miss ratio 0.1546, byte miss ratio 0.1546
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size     4495, 5297560 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size    14986, 5297560 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size    29972, 5297560 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size    59944, 5297560 req, miss ratio 0.0339, byte miss ratio 0.0339
cdn1_colo28.ns424 S3FIFO-0.0050-0.9000 cache size   119888, 5297560 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size      149, 5297560 req, miss ratio 0.2327, byte miss ratio 0.2327
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size      449, 5297560 req, miss ratio 0.1963, byte miss ratio 0.1963
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size     1498, 5297560 req, miss ratio 0.1558, byte miss ratio 0.1558
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size     4495, 5297560 req, miss ratio 0.1101, byte miss ratio 0.1101
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size    14986, 5297560 req, miss ratio 0.0651, byte miss ratio 0.0651
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size    29972, 5297560 req, miss ratio 0.0459, byte miss ratio 0.0459
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size    59944, 5297560 req, miss ratio 0.0339, byte miss ratio 0.0339
cdn1_colo28.ns424 S3FIFO-0.0100-1.9000 cache size   119888, 5297560 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size      149, 5297560 req, miss ratio 0.2314, byte miss ratio 0.2314
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size      449, 5297560 req, miss ratio 0.1955, byte miss ratio 0.1955
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size     1498, 5297560 req, miss ratio 0.1544, byte miss ratio 0.1544
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size     4495, 5297560 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size    14986, 5297560 req, miss ratio 0.0640, byte miss ratio 0.0640
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size    29972, 5297560 req, miss ratio 0.0454, byte miss ratio 0.0454
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size    59944, 5297560 req, miss ratio 0.0339, byte miss ratio 0.0339
cdn1_colo28.ns424 S3FIFO-0.0100-0.9000 cache size   119888, 5297560 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_colo28.ns424 S3FIFO-0.7500-1.9000 cache size      149, 5297560 req, miss ratio 0.2980, byte miss ratio 0.2980
cdn1_colo28.ns424 S3FIFO-0.7500-1.9000 cache size      449, 5297560 req, miss ratio 0.2261, byte miss ratio 0.2261
cdn1_colo28.ns424 S3FIFO-0.7500-1.9000 cache size     1498, 5297560 req, miss ratio 0.1801, byte miss ratio 0.1801
