cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size      279, 1257786 req, miss ratio 0.7875, byte miss ratio 0.7875
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size      839, 1257786 req, miss ratio 0.6979, byte miss ratio 0.6979
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size     2797, 1257786 req, miss ratio 0.5806, byte miss ratio 0.5806
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size     8392, 1257786 req, miss ratio 0.4731, byte miss ratio 0.4731
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size    27976, 1257786 req, miss ratio 0.3715, byte miss ratio 0.3715
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size    55952, 1257786 req, miss ratio 0.2909, byte miss ratio 0.2909
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size   111904, 1257786 req, miss ratio 0.2487, byte miss ratio 0.2487
cdn1_colo28.ns1049 S3FIFO-0.8000-0.9000 cache size   223808, 1257786 req, miss ratio 0.2273, byte miss ratio 0.2273
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size      279, 1257786 req, miss ratio 0.8248, byte miss ratio 0.8248
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size      839, 1257786 req, miss ratio 0.7460, byte miss ratio 0.7460
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size     2797, 1257786 req, miss ratio 0.6337, byte miss ratio 0.6337
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size     8392, 1257786 req, miss ratio 0.5214, byte miss ratio 0.5214
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size    27976, 1257786 req, miss ratio 0.3963, byte miss ratio 0.3963
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size    55952, 1257786 req, miss ratio 0.3204, byte miss ratio 0.3204
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size   111904, 1257786 req, miss ratio 0.2695, byte miss ratio 0.2695
cdn1_colo28.ns1049 S3FIFO-0.9900-1.9000 cache size   223808, 1257786 req, miss ratio 0.2314, byte miss ratio 0.2314
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size      279, 1257786 req, miss ratio 0.7534, byte miss ratio 0.7534
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size      839, 1257786 req, miss ratio 0.6499, byte miss ratio 0.6499
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size     2797, 1257786 req, miss ratio 0.5252, byte miss ratio 0.5252
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size     8392, 1257786 req, miss ratio 0.4247, byte miss ratio 0.4247
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size    27976, 1257786 req, miss ratio 0.3311, byte miss ratio 0.3311
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size    55952, 1257786 req, miss ratio 0.2659, byte miss ratio 0.2659
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size   111904, 1257786 req, miss ratio 0.2399, byte miss ratio 0.2399
cdn1_colo28.ns1049 S3FIFO-0.5000-0.9000 cache size   223808, 1257786 req, miss ratio 0.2273, byte miss ratio 0.2273
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size      279, 1257786 req, miss ratio 0.7738, byte miss ratio 0.7738
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size      839, 1257786 req, miss ratio 0.6796, byte miss ratio 0.6796
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size     2797, 1257786 req, miss ratio 0.5591, byte miss ratio 0.5591
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size     8392, 1257786 req, miss ratio 0.4538, byte miss ratio 0.4538
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size    27976, 1257786 req, miss ratio 0.3601, byte miss ratio 0.3601
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size    55952, 1257786 req, miss ratio 0.2774, byte miss ratio 0.2774
cdn1_colo28.ns1049 S3FIFO-0.7000-0.9000 cache size   111904, 1257786 req, miss ratio 0.2438, byte miss ratio 0.2438
