cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size      405, 3207584 req, miss ratio 0.5446, byte miss ratio 0.5446
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size     1216, 3207584 req, miss ratio 0.5027, byte miss ratio 0.5027
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size     4055, 3207584 req, miss ratio 0.3624, byte miss ratio 0.3624
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size    12167, 3207584 req, miss ratio 0.2279, byte miss ratio 0.2279
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size    40559, 3207584 req, miss ratio 0.1708, byte miss ratio 0.1708
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size    81119, 3207584 req, miss ratio 0.1512, byte miss ratio 0.1512
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size   162239, 3207584 req, miss ratio 0.1363, byte miss ratio 0.1363
cdn1_colo28.ns1270 S3FIFO-0.7000-1.9000 cache size   324478, 3207584 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size      405, 3207584 req, miss ratio 0.5393, byte miss ratio 0.5393
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size     1216, 3207584 req, miss ratio 0.4908, byte miss ratio 0.4908
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size     4055, 3207584 req, miss ratio 0.3501, byte miss ratio 0.3501
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size    12167, 3207584 req, miss ratio 0.2183, byte miss ratio 0.2183
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size    40559, 3207584 req, miss ratio 0.1668, byte miss ratio 0.1668
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size    81119, 3207584 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size   162239, 3207584 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns1270 S3FIFO-0.6000-1.9000 cache size   324478, 3207584 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size      405, 3207584 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size     1216, 3207584 req, miss ratio 0.4179, byte miss ratio 0.4179
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size     4055, 3207584 req, miss ratio 0.2704, byte miss ratio 0.2704
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size    12167, 3207584 req, miss ratio 0.1971, byte miss ratio 0.1971
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size    40559, 3207584 req, miss ratio 0.1631, byte miss ratio 0.1631
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size    81119, 3207584 req, miss ratio 0.1475, byte miss ratio 0.1475
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size   162239, 3207584 req, miss ratio 0.1345, byte miss ratio 0.1345
cdn1_colo28.ns1270 S3FIFO-0.0010-0.9000 cache size   324478, 3207584 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size      405, 3207584 req, miss ratio 0.5483, byte miss ratio 0.5483
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size     1216, 3207584 req, miss ratio 0.5096, byte miss ratio 0.5096
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size     4055, 3207584 req, miss ratio 0.3750, byte miss ratio 0.3750
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size    12167, 3207584 req, miss ratio 0.2405, byte miss ratio 0.2405
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size    40559, 3207584 req, miss ratio 0.1758, byte miss ratio 0.1758
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size    81119, 3207584 req, miss ratio 0.1541, byte miss ratio 0.1541
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size   162239, 3207584 req, miss ratio 0.1382, byte miss ratio 0.1382
cdn1_colo28.ns1270 S3FIFO-0.8000-0.9000 cache size   324478, 3207584 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size      405, 3207584 req, miss ratio 0.5212, byte miss ratio 0.5212
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size     1216, 3207584 req, miss ratio 0.4479, byte miss ratio 0.4479
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size     4055, 3207584 req, miss ratio 0.3086, byte miss ratio 0.3086
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size    12167, 3207584 req, miss ratio 0.2008, byte miss ratio 0.2008
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size    40559, 3207584 req, miss ratio 0.1605, byte miss ratio 0.1605
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size    81119, 3207584 req, miss ratio 0.1456, byte miss ratio 0.1456
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size   162239, 3207584 req, miss ratio 0.1344, byte miss ratio 0.1344
cdn1_colo28.ns1270 S3FIFO-0.3000-1.9000 cache size   324478, 3207584 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_colo28.ns1270 S3FIFO-0.3500-1.9000 cache size      405, 3207584 req, miss ratio 0.5242, byte miss ratio 0.5242
