cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size      182, 4342116 req, miss ratio 0.7356, byte miss ratio 0.7356
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size      546, 4342116 req, miss ratio 0.6213, byte miss ratio 0.6213
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size     1822, 4342116 req, miss ratio 0.4755, byte miss ratio 0.4755
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size     5468, 4342116 req, miss ratio 0.3282, byte miss ratio 0.3282
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size    18229, 4342116 req, miss ratio 0.1733, byte miss ratio 0.1733
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size    36458, 4342116 req, miss ratio 0.1039, byte miss ratio 0.1039
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size    72916, 4342116 req, miss ratio 0.0604, byte miss ratio 0.0604
cdn1_allcolo.ns1176 S3FIFO-0.0500-1.9000 cache size   145833, 4342116 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size      182, 4342116 req, miss ratio 0.8706, byte miss ratio 0.8706
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size      546, 4342116 req, miss ratio 0.7730, byte miss ratio 0.7730
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size     1822, 4342116 req, miss ratio 0.6215, byte miss ratio 0.6215
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size     5468, 4342116 req, miss ratio 0.4471, byte miss ratio 0.4471
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size    18229, 4342116 req, miss ratio 0.2476, byte miss ratio 0.2476
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size    36458, 4342116 req, miss ratio 0.1533, byte miss ratio 0.1533
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size    72916, 4342116 req, miss ratio 0.0874, byte miss ratio 0.0874
cdn1_allcolo.ns1176 S3FIFO-0.9900-1.9000 cache size   145833, 4342116 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_allcolo.ns1176 S3FIFO-0.2500-1.9000 cache size      182, 4342116 req, miss ratio 0.7505, byte miss ratio 0.7505
cdn1_allcolo.ns1176 S3FIFO-0.2500-1.9000 cache size      546, 4342116 req, miss ratio 0.6400, byte miss ratio 0.6400
