cdn1_allcolo.ns1627 S3FIFO-0.0010-0.9000 cache size        9, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0010-0.9000 cache size       18, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0010-0.9000 cache size       37, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0010-0.9000 cache size       74, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0500-1.9000 cache size        9, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0500-1.9000 cache size       18, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0500-1.9000 cache size       37, 1437370 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1627 S3FIFO-0.0500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.3000-0.9000 cache size        9, 1437370 req, miss ratio 0.0960, byte miss ratio 0.0960
cdn1_allcolo.ns1627 S3FIFO-0.3000-0.9000 cache size       18, 1437370 req, miss ratio 0.0257, byte miss ratio 0.0257
cdn1_allcolo.ns1627 S3FIFO-0.3000-0.9000 cache size       37, 1437370 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns1627 S3FIFO-0.3000-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.9900-1.9000 cache size        9, 1437370 req, miss ratio 0.1375, byte miss ratio 0.1375
cdn1_allcolo.ns1627 S3FIFO-0.9900-1.9000 cache size       18, 1437370 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_allcolo.ns1627 S3FIFO-0.9900-1.9000 cache size       37, 1437370 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns1627 S3FIFO-0.9900-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.4000-1.9000 cache size        9, 1437370 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_allcolo.ns1627 S3FIFO-0.4000-1.9000 cache size       18, 1437370 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_allcolo.ns1627 S3FIFO-0.4000-1.9000 cache size       37, 1437370 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns1627 S3FIFO-0.4000-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.3500-0.9000 cache size        9, 1437370 req, miss ratio 0.1028, byte miss ratio 0.1028
cdn1_allcolo.ns1627 S3FIFO-0.3500-0.9000 cache size       18, 1437370 req, miss ratio 0.0264, byte miss ratio 0.0264
cdn1_allcolo.ns1627 S3FIFO-0.3500-0.9000 cache size       37, 1437370 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns1627 S3FIFO-0.3500-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.7500-0.9000 cache size        9, 1437370 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_allcolo.ns1627 S3FIFO-0.7500-0.9000 cache size       18, 1437370 req, miss ratio 0.0351, byte miss ratio 0.0351
cdn1_allcolo.ns1627 S3FIFO-0.7500-0.9000 cache size       37, 1437370 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns1627 S3FIFO-0.7500-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.6500-0.9000 cache size        9, 1437370 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_allcolo.ns1627 S3FIFO-0.6500-0.9000 cache size       18, 1437370 req, miss ratio 0.0319, byte miss ratio 0.0319
cdn1_allcolo.ns1627 S3FIFO-0.6500-0.9000 cache size       37, 1437370 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1627 S3FIFO-0.6500-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.0050-0.9000 cache size        9, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0050-0.9000 cache size       18, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0050-0.9000 cache size       37, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0050-0.9000 cache size       74, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.2500-0.9000 cache size        9, 1437370 req, miss ratio 0.0960, byte miss ratio 0.0960
cdn1_allcolo.ns1627 S3FIFO-0.2500-0.9000 cache size       18, 1437370 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns1627 S3FIFO-0.2500-0.9000 cache size       37, 1437370 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1627 S3FIFO-0.2500-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.6000-0.9000 cache size        9, 1437370 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_allcolo.ns1627 S3FIFO-0.6000-0.9000 cache size       18, 1437370 req, miss ratio 0.0305, byte miss ratio 0.0305
cdn1_allcolo.ns1627 S3FIFO-0.6000-0.9000 cache size       37, 1437370 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1627 S3FIFO-0.6000-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.9500-1.9000 cache size        9, 1437370 req, miss ratio 0.1375, byte miss ratio 0.1375
cdn1_allcolo.ns1627 S3FIFO-0.9500-1.9000 cache size       18, 1437370 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_allcolo.ns1627 S3FIFO-0.9500-1.9000 cache size       37, 1437370 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns1627 S3FIFO-0.9500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.8500-1.9000 cache size        9, 1437370 req, miss ratio 0.1319, byte miss ratio 0.1319
cdn1_allcolo.ns1627 S3FIFO-0.8500-1.9000 cache size       18, 1437370 req, miss ratio 0.0380, byte miss ratio 0.0380
cdn1_allcolo.ns1627 S3FIFO-0.8500-1.9000 cache size       37, 1437370 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1627 S3FIFO-0.8500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.9000-0.9000 cache size        9, 1437370 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_allcolo.ns1627 S3FIFO-0.9000-0.9000 cache size       18, 1437370 req, miss ratio 0.0394, byte miss ratio 0.0394
cdn1_allcolo.ns1627 S3FIFO-0.9000-0.9000 cache size       37, 1437370 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns1627 S3FIFO-0.9000-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.3500-1.9000 cache size        9, 1437370 req, miss ratio 0.1031, byte miss ratio 0.1031
cdn1_allcolo.ns1627 S3FIFO-0.3500-1.9000 cache size       18, 1437370 req, miss ratio 0.0264, byte miss ratio 0.0264
cdn1_allcolo.ns1627 S3FIFO-0.3500-1.9000 cache size       37, 1437370 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns1627 S3FIFO-0.3500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.4500-1.9000 cache size        9, 1437370 req, miss ratio 0.1107, byte miss ratio 0.1107
cdn1_allcolo.ns1627 S3FIFO-0.4500-1.9000 cache size       18, 1437370 req, miss ratio 0.0281, byte miss ratio 0.0281
cdn1_allcolo.ns1627 S3FIFO-0.4500-1.9000 cache size       37, 1437370 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns1627 S3FIFO-0.4500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.7500-1.9000 cache size        9, 1437370 req, miss ratio 0.1250, byte miss ratio 0.1250
cdn1_allcolo.ns1627 S3FIFO-0.7500-1.9000 cache size       18, 1437370 req, miss ratio 0.0349, byte miss ratio 0.0349
cdn1_allcolo.ns1627 S3FIFO-0.7500-1.9000 cache size       37, 1437370 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_allcolo.ns1627 S3FIFO-0.7500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.5500-1.9000 cache size        9, 1437370 req, miss ratio 0.1107, byte miss ratio 0.1107
cdn1_allcolo.ns1627 S3FIFO-0.5500-1.9000 cache size       18, 1437370 req, miss ratio 0.0293, byte miss ratio 0.0293
cdn1_allcolo.ns1627 S3FIFO-0.5500-1.9000 cache size       37, 1437370 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1627 S3FIFO-0.5500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.7000-0.9000 cache size        9, 1437370 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_allcolo.ns1627 S3FIFO-0.7000-0.9000 cache size       18, 1437370 req, miss ratio 0.0334, byte miss ratio 0.0334
cdn1_allcolo.ns1627 S3FIFO-0.7000-0.9000 cache size       37, 1437370 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns1627 S3FIFO-0.7000-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.6000-1.9000 cache size        9, 1437370 req, miss ratio 0.1180, byte miss ratio 0.1180
cdn1_allcolo.ns1627 S3FIFO-0.6000-1.9000 cache size       18, 1437370 req, miss ratio 0.0306, byte miss ratio 0.0306
cdn1_allcolo.ns1627 S3FIFO-0.6000-1.9000 cache size       37, 1437370 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns1627 S3FIFO-0.6000-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.8000-0.9000 cache size        9, 1437370 req, miss ratio 0.1336, byte miss ratio 0.1336
cdn1_allcolo.ns1627 S3FIFO-0.8000-0.9000 cache size       18, 1437370 req, miss ratio 0.0365, byte miss ratio 0.0365
cdn1_allcolo.ns1627 S3FIFO-0.8000-0.9000 cache size       37, 1437370 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1627 S3FIFO-0.8000-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.2000-1.9000 cache size        9, 1437370 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_allcolo.ns1627 S3FIFO-0.2000-1.9000 cache size       18, 1437370 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns1627 S3FIFO-0.2000-1.9000 cache size       37, 1437370 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns1627 S3FIFO-0.2000-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.5500-0.9000 cache size        9, 1437370 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_allcolo.ns1627 S3FIFO-0.5500-0.9000 cache size       18, 1437370 req, miss ratio 0.0293, byte miss ratio 0.0293
cdn1_allcolo.ns1627 S3FIFO-0.5500-0.9000 cache size       37, 1437370 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1627 S3FIFO-0.5500-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.0250-1.9000 cache size        9, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0250-1.9000 cache size       18, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0250-1.9000 cache size       37, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0250-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.5000-0.9000 cache size        9, 1437370 req, miss ratio 0.1106, byte miss ratio 0.1106
cdn1_allcolo.ns1627 S3FIFO-0.5000-0.9000 cache size       18, 1437370 req, miss ratio 0.0293, byte miss ratio 0.0293
cdn1_allcolo.ns1627 S3FIFO-0.5000-0.9000 cache size       37, 1437370 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns1627 S3FIFO-0.5000-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.0500-0.9000 cache size        9, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0500-0.9000 cache size       18, 1437370 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1627 S3FIFO-0.0500-0.9000 cache size       37, 1437370 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns1627 S3FIFO-0.0500-0.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns1627 S3FIFO-0.2500-1.9000 cache size        9, 1437370 req, miss ratio 0.0970, byte miss ratio 0.0970
cdn1_allcolo.ns1627 S3FIFO-0.2500-1.9000 cache size       18, 1437370 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns1627 S3FIFO-0.2500-1.9000 cache size       37, 1437370 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1627 S3FIFO-0.2500-1.9000 cache size       74, 1437370 req, miss ratio 0.0001, byte miss ratio 0.0001
