tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size       51, 1303795 req, miss ratio 0.2708, byte miss ratio 0.2708
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size      153, 1303795 req, miss ratio 0.1883, byte miss ratio 0.1883
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size      511, 1303795 req, miss ratio 0.1783, byte miss ratio 0.1783
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size     1533, 1303795 req, miss ratio 0.1746, byte miss ratio 0.1746
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size     5110, 1303795 req, miss ratio 0.1591, byte miss ratio 0.1591
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size    10221, 1303795 req, miss ratio 0.1598, byte miss ratio 0.1598
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size    20442, 1303795 req, miss ratio 0.0653, byte miss ratio 0.0653
tencentBlock.ns1826 S3FIFO-0.3000-0.9000 cache size    40884, 1303795 req, miss ratio 0.0395, byte miss ratio 0.0395
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size       51, 1303795 req, miss ratio 0.3603, byte miss ratio 0.3603
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size      153, 1303795 req, miss ratio 0.2547, byte miss ratio 0.2547
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size      511, 1303795 req, miss ratio 0.1973, byte miss ratio 0.1973
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size     1533, 1303795 req, miss ratio 0.1809, byte miss ratio 0.1809
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size     5110, 1303795 req, miss ratio 0.1734, byte miss ratio 0.1734
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size    10221, 1303795 req, miss ratio 0.1352, byte miss ratio 0.1352
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size    20442, 1303795 req, miss ratio 0.0814, byte miss ratio 0.0814
tencentBlock.ns1826 S3FIFO-0.9500-1.9000 cache size    40884, 1303795 req, miss ratio 0.0542, byte miss ratio 0.0542
tencentBlock.ns1826 S3FIFO-0.0100-0.9000 cache size       51, 1303795 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns1826 S3FIFO-0.0100-0.9000 cache size      153, 1303795 req, miss ratio 0.2094, byte miss ratio 0.2094
