cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size       67, 1741521 req, miss ratio 0.4081, byte miss ratio 0.4081
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size      203, 1741521 req, miss ratio 0.3478, byte miss ratio 0.3478
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size      677, 1741521 req, miss ratio 0.2832, byte miss ratio 0.2832
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size     2032, 1741521 req, miss ratio 0.2165, byte miss ratio 0.2165
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size     6775, 1741521 req, miss ratio 0.1302, byte miss ratio 0.1302
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size    13551, 1741521 req, miss ratio 0.0829, byte miss ratio 0.0829
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size    27102, 1741521 req, miss ratio 0.0514, byte miss ratio 0.0514
cdn1_colo28.ns702 S3FIFO-0.5000-1.9000 cache size    54204, 1741521 req, miss ratio 0.0394, byte miss ratio 0.0394
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size       67, 1741521 req, miss ratio 0.4455, byte miss ratio 0.4455
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size      203, 1741521 req, miss ratio 0.3794, byte miss ratio 0.3794
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size      677, 1741521 req, miss ratio 0.3099, byte miss ratio 0.3099
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size     2032, 1741521 req, miss ratio 0.2393, byte miss ratio 0.2393
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size     6775, 1741521 req, miss ratio 0.1494, byte miss ratio 0.1494
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size    13551, 1741521 req, miss ratio 0.0986, byte miss ratio 0.0986
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size    27102, 1741521 req, miss ratio 0.0614, byte miss ratio 0.0614
cdn1_colo28.ns702 S3FIFO-0.8500-0.9000 cache size    54204, 1741521 req, miss ratio 0.0423, byte miss ratio 0.0423
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size       67, 1741521 req, miss ratio 0.3944, byte miss ratio 0.3944
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size      203, 1741521 req, miss ratio 0.3354, byte miss ratio 0.3354
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size      677, 1741521 req, miss ratio 0.2716, byte miss ratio 0.2716
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size     2032, 1741521 req, miss ratio 0.2059, byte miss ratio 0.2059
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size     6775, 1741521 req, miss ratio 0.1208, byte miss ratio 0.1208
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size    13551, 1741521 req, miss ratio 0.0755, byte miss ratio 0.0755
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size    27102, 1741521 req, miss ratio 0.0479, byte miss ratio 0.0479
cdn1_colo28.ns702 S3FIFO-0.3000-1.9000 cache size    54204, 1741521 req, miss ratio 0.0394, byte miss ratio 0.0394
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size       67, 1741521 req, miss ratio 0.4333, byte miss ratio 0.4333
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size      203, 1741521 req, miss ratio 0.3705, byte miss ratio 0.3705
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size      677, 1741521 req, miss ratio 0.3024, byte miss ratio 0.3024
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size     2032, 1741521 req, miss ratio 0.2331, byte miss ratio 0.2331
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size     6775, 1741521 req, miss ratio 0.1432, byte miss ratio 0.1432
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size    13551, 1741521 req, miss ratio 0.0930, byte miss ratio 0.0930
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size    27102, 1741521 req, miss ratio 0.0581, byte miss ratio 0.0581
cdn1_colo28.ns702 S3FIFO-0.7500-1.9000 cache size    54204, 1741521 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size       67, 1741521 req, miss ratio 0.3852, byte miss ratio 0.3852
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size      203, 1741521 req, miss ratio 0.3269, byte miss ratio 0.3269
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size      677, 1741521 req, miss ratio 0.2621, byte miss ratio 0.2621
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size     2032, 1741521 req, miss ratio 0.1953, byte miss ratio 0.1953
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size     6775, 1741521 req, miss ratio 0.1117, byte miss ratio 0.1117
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size    13551, 1741521 req, miss ratio 0.0695, byte miss ratio 0.0695
cdn1_colo28.ns702 S3FIFO-0.1500-0.9000 cache size    27102, 1741521 req, miss ratio 0.0464, byte miss ratio 0.0464
