tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size       93, 36643365 req, miss ratio 0.9622, byte miss ratio 0.9622
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size      279, 36643365 req, miss ratio 0.9582, byte miss ratio 0.9582
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size      931, 36643365 req, miss ratio 0.9476, byte miss ratio 0.9476
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size     2793, 36643365 req, miss ratio 0.9275, byte miss ratio 0.9275
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size     9311, 36643365 req, miss ratio 0.9319, byte miss ratio 0.9319
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size    18622, 36643365 req, miss ratio 0.0312, byte miss ratio 0.0312
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size    37244, 36643365 req, miss ratio 0.0049, byte miss ratio 0.0049
tencentBlock.ns7552 S3FIFO-0.5500-1.9000 cache size    74488, 36643365 req, miss ratio 0.0027, byte miss ratio 0.0027
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size       93, 36643365 req, miss ratio 0.9630, byte miss ratio 0.9630
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size      279, 36643365 req, miss ratio 0.9592, byte miss ratio 0.9592
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size      931, 36643365 req, miss ratio 0.9485, byte miss ratio 0.9485
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size     2793, 36643365 req, miss ratio 0.9130, byte miss ratio 0.9130
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size     9311, 36643365 req, miss ratio 0.6909, byte miss ratio 0.6909
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size    18622, 36643365 req, miss ratio 0.0148, byte miss ratio 0.0148
tencentBlock.ns7552 S3FIFO-0.2000-1.9000 cache size    37244, 36643365 req, miss ratio 0.0046, byte miss ratio 0.0046
