io_traces.ns356 S3FIFO-0.0500-1.9000 cache size      217, 4800000 req, miss ratio 0.3664, byte miss ratio 0.3664
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size      651, 4800000 req, miss ratio 0.3234, byte miss ratio 0.3234
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size     2172, 4800000 req, miss ratio 0.2389, byte miss ratio 0.2389
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size     6517, 4800000 req, miss ratio 0.2196, byte miss ratio 0.2196
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size    21726, 4800000 req, miss ratio 0.1619, byte miss ratio 0.1619
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size    43453, 4800000 req, miss ratio 0.0827, byte miss ratio 0.0827
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size    86906, 4800000 req, miss ratio 0.0511, byte miss ratio 0.0511
io_traces.ns356 S3FIFO-0.0500-1.9000 cache size   173812, 4800000 req, miss ratio 0.0457, byte miss ratio 0.0457
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size      217, 4800000 req, miss ratio 0.3483, byte miss ratio 0.3483
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size      651, 4800000 req, miss ratio 0.3218, byte miss ratio 0.3218
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size     2172, 4800000 req, miss ratio 0.2546, byte miss ratio 0.2546
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size     6517, 4800000 req, miss ratio 0.2317, byte miss ratio 0.2317
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size    21726, 4800000 req, miss ratio 0.1739, byte miss ratio 0.1739
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size    43453, 4800000 req, miss ratio 0.0997, byte miss ratio 0.0997
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size    86906, 4800000 req, miss ratio 0.0518, byte miss ratio 0.0518
io_traces.ns356 S3FIFO-0.4500-0.9000 cache size   173812, 4800000 req, miss ratio 0.0455, byte miss ratio 0.0455
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size      217, 4800000 req, miss ratio 0.3557, byte miss ratio 0.3557
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size      651, 4800000 req, miss ratio 0.3239, byte miss ratio 0.3239
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size     2172, 4800000 req, miss ratio 0.2663, byte miss ratio 0.2663
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size     6517, 4800000 req, miss ratio 0.2334, byte miss ratio 0.2334
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size    21726, 4800000 req, miss ratio 0.1685, byte miss ratio 0.1685
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size    43453, 4800000 req, miss ratio 0.1028, byte miss ratio 0.1028
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size    86906, 4800000 req, miss ratio 0.0537, byte miss ratio 0.0537
io_traces.ns356 S3FIFO-0.5500-1.9000 cache size   173812, 4800000 req, miss ratio 0.0457, byte miss ratio 0.0457
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size      217, 4800000 req, miss ratio 0.3601, byte miss ratio 0.3601
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size      651, 4800000 req, miss ratio 0.3168, byte miss ratio 0.3168
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size     2172, 4800000 req, miss ratio 0.2389, byte miss ratio 0.2389
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size     6517, 4800000 req, miss ratio 0.2207, byte miss ratio 0.2207
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size    21726, 4800000 req, miss ratio 0.1646, byte miss ratio 0.1646
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size    43453, 4800000 req, miss ratio 0.0841, byte miss ratio 0.0841
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size    86906, 4800000 req, miss ratio 0.0511, byte miss ratio 0.0511
io_traces.ns356 S3FIFO-0.1000-1.9000 cache size   173812, 4800000 req, miss ratio 0.0457, byte miss ratio 0.0457
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size      217, 4800000 req, miss ratio 0.3642, byte miss ratio 0.3642
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size      651, 4800000 req, miss ratio 0.3252, byte miss ratio 0.3252
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size     2172, 4800000 req, miss ratio 0.2706, byte miss ratio 0.2706
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size     6517, 4800000 req, miss ratio 0.2333, byte miss ratio 0.2333
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size    21726, 4800000 req, miss ratio 0.1682, byte miss ratio 0.1682
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size    43453, 4800000 req, miss ratio 0.1044, byte miss ratio 0.1044
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size    86906, 4800000 req, miss ratio 0.0552, byte miss ratio 0.0552
io_traces.ns356 S3FIFO-0.6000-0.9000 cache size   173812, 4800000 req, miss ratio 0.0458, byte miss ratio 0.0458
io_traces.ns356 S3FIFO-0.6500-1.9000 cache size      217, 4800000 req, miss ratio 0.3745, byte miss ratio 0.3745
io_traces.ns356 S3FIFO-0.6500-1.9000 cache size      651, 4800000 req, miss ratio 0.3267, byte miss ratio 0.3267
io_traces.ns356 S3FIFO-0.6500-1.9000 cache size     2172, 4800000 req, miss ratio 0.2774, byte miss ratio 0.2774
