cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size       34, 3717100 req, miss ratio 0.6977, byte miss ratio 0.6977
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size      103, 3717100 req, miss ratio 0.6024, byte miss ratio 0.6024
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size      346, 3717100 req, miss ratio 0.4803, byte miss ratio 0.4803
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size     1039, 3717100 req, miss ratio 0.3491, byte miss ratio 0.3491
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size     3463, 3717100 req, miss ratio 0.1741, byte miss ratio 0.1741
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size     6926, 3717100 req, miss ratio 0.0757, byte miss ratio 0.0757
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size    13853, 3717100 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_allcolo.ns596 S3FIFO-0.3500-0.9000 cache size    27707, 3717100 req, miss ratio 0.0103, byte miss ratio 0.0103
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size       34, 3717100 req, miss ratio 0.7547, byte miss ratio 0.7547
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size      103, 3717100 req, miss ratio 0.6724, byte miss ratio 0.6724
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size      346, 3717100 req, miss ratio 0.5481, byte miss ratio 0.5481
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size     1039, 3717100 req, miss ratio 0.4032, byte miss ratio 0.4032
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size     3463, 3717100 req, miss ratio 0.2127, byte miss ratio 0.2127
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size     6926, 3717100 req, miss ratio 0.1052, byte miss ratio 0.1052
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size    13853, 3717100 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns596 S3FIFO-0.9900-1.9000 cache size    27707, 3717100 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size       34, 3717100 req, miss ratio 0.7526, byte miss ratio 0.7526
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size      103, 3717100 req, miss ratio 0.6710, byte miss ratio 0.6710
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size      346, 3717100 req, miss ratio 0.5491, byte miss ratio 0.5491
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size     1039, 3717100 req, miss ratio 0.4079, byte miss ratio 0.4079
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size     3463, 3717100 req, miss ratio 0.2153, byte miss ratio 0.2153
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size     6926, 3717100 req, miss ratio 0.1058, byte miss ratio 0.1058
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size    13853, 3717100 req, miss ratio 0.0382, byte miss ratio 0.0382
cdn1_allcolo.ns596 S3FIFO-0.9900-0.9000 cache size    27707, 3717100 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns596 S3FIFO-0.0250-1.9000 cache size       34, 3717100 req, miss ratio 1.0000, byte miss ratio 1.0000
