cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size       38, 2296440 req, miss ratio 0.7905, byte miss ratio 0.7905
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size      115, 2296440 req, miss ratio 0.6672, byte miss ratio 0.6672
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size      386, 2296440 req, miss ratio 0.5113, byte miss ratio 0.5113
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size     1158, 2296440 req, miss ratio 0.3577, byte miss ratio 0.3577
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size     3861, 2296440 req, miss ratio 0.1894, byte miss ratio 0.1894
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size     7722, 2296440 req, miss ratio 0.1119, byte miss ratio 0.1119
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size    15444, 2296440 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_colo28.ns667 S3FIFO-0.1500-0.9000 cache size    30888, 2296440 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size       38, 2296440 req, miss ratio 0.9307, byte miss ratio 0.9307
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size      115, 2296440 req, miss ratio 0.8312, byte miss ratio 0.8312
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size      386, 2296440 req, miss ratio 0.6656, byte miss ratio 0.6656
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size     1158, 2296440 req, miss ratio 0.4809, byte miss ratio 0.4809
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size     3861, 2296440 req, miss ratio 0.2636, byte miss ratio 0.2636
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size     7722, 2296440 req, miss ratio 0.1559, byte miss ratio 0.1559
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size    15444, 2296440 req, miss ratio 0.0771, byte miss ratio 0.0771
cdn1_colo28.ns667 S3FIFO-0.9500-1.9000 cache size    30888, 2296440 req, miss ratio 0.0260, byte miss ratio 0.0260
cdn1_colo28.ns667 S3FIFO-0.6000-0.9000 cache size       38, 2296440 req, miss ratio 0.8496, byte miss ratio 0.8496
cdn1_colo28.ns667 S3FIFO-0.6000-0.9000 cache size      115, 2296440 req, miss ratio 0.7387, byte miss ratio 0.7387
