cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size       12, 2205707 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size       42, 2205707 req, miss ratio 0.0958, byte miss ratio 0.0958
cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size      127, 2205707 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size      423, 2205707 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size      847, 2205707 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size     1695, 2205707 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns1041 S3FIFO-0.0500-0.9000 cache size     3391, 2205707 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size       12, 2205707 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size       42, 2205707 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size      127, 2205707 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size      423, 2205707 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size      847, 2205707 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size     1695, 2205707 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_allcolo.ns1041 S3FIFO-0.0100-1.9000 cache size     3391, 2205707 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size       12, 2205707 req, miss ratio 0.3142, byte miss ratio 0.3142
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size       42, 2205707 req, miss ratio 0.1393, byte miss ratio 0.1393
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size      127, 2205707 req, miss ratio 0.0511, byte miss ratio 0.0511
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size      423, 2205707 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size      847, 2205707 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size     1695, 2205707 req, miss ratio 0.0048, byte miss ratio 0.0048
cdn1_allcolo.ns1041 S3FIFO-0.7500-0.9000 cache size     3391, 2205707 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size       12, 2205707 req, miss ratio 0.3268, byte miss ratio 0.3268
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size       42, 2205707 req, miss ratio 0.1467, byte miss ratio 0.1467
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size      127, 2205707 req, miss ratio 0.0546, byte miss ratio 0.0546
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size      423, 2205707 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size      847, 2205707 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size     1695, 2205707 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_allcolo.ns1041 S3FIFO-0.8500-0.9000 cache size     3391, 2205707 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size       12, 2205707 req, miss ratio 0.2581, byte miss ratio 0.2581
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size       42, 2205707 req, miss ratio 0.1087, byte miss ratio 0.1087
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size      127, 2205707 req, miss ratio 0.0362, byte miss ratio 0.0362
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size      423, 2205707 req, miss ratio 0.0129, byte miss ratio 0.0129
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size      847, 2205707 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size     1695, 2205707 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns1041 S3FIFO-0.2500-1.9000 cache size     3391, 2205707 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_allcolo.ns1041 S3FIFO-0.3000-1.9000 cache size       12, 2205707 req, miss ratio 0.2581, byte miss ratio 0.2581
cdn1_allcolo.ns1041 S3FIFO-0.3000-1.9000 cache size       42, 2205707 req, miss ratio 0.1113, byte miss ratio 0.1113
cdn1_allcolo.ns1041 S3FIFO-0.3000-1.9000 cache size      127, 2205707 req, miss ratio 0.0376, byte miss ratio 0.0376
cdn1_allcolo.ns1041 S3FIFO-0.3000-1.9000 cache size      423, 2205707 req, miss ratio 0.0131, byte miss ratio 0.0131
