cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size        5, 1311416 req, miss ratio 0.8582, byte miss ratio 0.8582
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size       15, 1311416 req, miss ratio 0.7133, byte miss ratio 0.7133
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size       50, 1311416 req, miss ratio 0.2796, byte miss ratio 0.2796
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size      151, 1311416 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size      504, 1311416 req, miss ratio 0.0472, byte miss ratio 0.0472
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size     1009, 1311416 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size     2019, 1311416 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns1403 S3FIFO-0.3500-0.9000 cache size     4038, 1311416 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size        5, 1311416 req, miss ratio 0.9248, byte miss ratio 0.9248
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size       15, 1311416 req, miss ratio 0.7670, byte miss ratio 0.7670
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size       50, 1311416 req, miss ratio 0.3608, byte miss ratio 0.3608
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size      151, 1311416 req, miss ratio 0.1843, byte miss ratio 0.1843
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size      504, 1311416 req, miss ratio 0.0617, byte miss ratio 0.0617
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size     1009, 1311416 req, miss ratio 0.0257, byte miss ratio 0.0257
cdn1_colo28.ns1403 S3FIFO-0.8500-0.9000 cache size     2019, 1311416 req, miss ratio 0.0071, byte miss ratio 0.0071
