tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size      582, 4652968 req, miss ratio 0.2799, byte miss ratio 0.2799
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size     1746, 4652968 req, miss ratio 0.2634, byte miss ratio 0.2634
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size     5823, 4652968 req, miss ratio 0.2475, byte miss ratio 0.2475
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size    17469, 4652968 req, miss ratio 0.2356, byte miss ratio 0.2356
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size    58232, 4652968 req, miss ratio 0.2001, byte miss ratio 0.2001
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size   116465, 4652968 req, miss ratio 0.1576, byte miss ratio 0.1576
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size   232930, 4652968 req, miss ratio 0.1357, byte miss ratio 0.1357
tencentBlock.ns21505 S3FIFO-0.1500-0.9000 cache size   465860, 4652968 req, miss ratio 0.1255, byte miss ratio 0.1255
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size      582, 4652968 req, miss ratio 0.2841, byte miss ratio 0.2841
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size     1746, 4652968 req, miss ratio 0.2634, byte miss ratio 0.2634
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size     5823, 4652968 req, miss ratio 0.2479, byte miss ratio 0.2479
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size    17469, 4652968 req, miss ratio 0.2359, byte miss ratio 0.2359
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size    58232, 4652968 req, miss ratio 0.2055, byte miss ratio 0.2055
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size   116465, 4652968 req, miss ratio 0.1615, byte miss ratio 0.1615
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size   232930, 4652968 req, miss ratio 0.1351, byte miss ratio 0.1351
tencentBlock.ns21505 S3FIFO-0.2500-0.9000 cache size   465860, 4652968 req, miss ratio 0.1255, byte miss ratio 0.1255
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size      582, 4652968 req, miss ratio 0.3129, byte miss ratio 0.3129
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size     1746, 4652968 req, miss ratio 0.2702, byte miss ratio 0.2702
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size     5823, 4652968 req, miss ratio 0.2584, byte miss ratio 0.2584
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size    17469, 4652968 req, miss ratio 0.2467, byte miss ratio 0.2467
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size    58232, 4652968 req, miss ratio 0.2172, byte miss ratio 0.2172
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size   116465, 4652968 req, miss ratio 0.1812, byte miss ratio 0.1812
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size   232930, 4652968 req, miss ratio 0.1470, byte miss ratio 0.1470
tencentBlock.ns21505 S3FIFO-0.8000-0.9000 cache size   465860, 4652968 req, miss ratio 0.1276, byte miss ratio 0.1276
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size      582, 4652968 req, miss ratio 0.3270, byte miss ratio 0.3270
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size     1746, 4652968 req, miss ratio 0.2783, byte miss ratio 0.2783
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size     5823, 4652968 req, miss ratio 0.2605, byte miss ratio 0.2605
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size    17469, 4652968 req, miss ratio 0.2479, byte miss ratio 0.2479
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size    58232, 4652968 req, miss ratio 0.2179, byte miss ratio 0.2179
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size   116465, 4652968 req, miss ratio 0.1823, byte miss ratio 0.1823
tencentBlock.ns21505 S3FIFO-0.9000-1.9000 cache size   232930, 4652968 req, miss ratio 0.1510, byte miss ratio 0.1510
