io_traces.ns643 S3FIFO-0.0010-1.9000 cache size      187, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size      563, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size     1877, 2400000 req, miss ratio 0.5254, byte miss ratio 0.5254
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size     5633, 2400000 req, miss ratio 0.4551, byte miss ratio 0.4551
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size    18779, 2400000 req, miss ratio 0.3534, byte miss ratio 0.3534
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size    37558, 2400000 req, miss ratio 0.2202, byte miss ratio 0.2202
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size    75117, 2400000 req, miss ratio 0.0985, byte miss ratio 0.0985
io_traces.ns643 S3FIFO-0.0010-1.9000 cache size   150235, 2400000 req, miss ratio 0.0806, byte miss ratio 0.0806
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size      187, 2400000 req, miss ratio 0.4948, byte miss ratio 0.4948
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size      563, 2400000 req, miss ratio 0.4898, byte miss ratio 0.4898
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size     1877, 2400000 req, miss ratio 0.4576, byte miss ratio 0.4576
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size     5633, 2400000 req, miss ratio 0.4489, byte miss ratio 0.4489
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size    18779, 2400000 req, miss ratio 0.4121, byte miss ratio 0.4121
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size    37558, 2400000 req, miss ratio 0.2602, byte miss ratio 0.2602
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size    75117, 2400000 req, miss ratio 0.1001, byte miss ratio 0.1001
io_traces.ns643 S3FIFO-0.4500-1.9000 cache size   150235, 2400000 req, miss ratio 0.0808, byte miss ratio 0.0808
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size      187, 2400000 req, miss ratio 0.4949, byte miss ratio 0.4949
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size      563, 2400000 req, miss ratio 0.4900, byte miss ratio 0.4900
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size     1877, 2400000 req, miss ratio 0.4638, byte miss ratio 0.4638
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size     5633, 2400000 req, miss ratio 0.4504, byte miss ratio 0.4504
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size    18779, 2400000 req, miss ratio 0.3856, byte miss ratio 0.3856
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size    37558, 2400000 req, miss ratio 0.2664, byte miss ratio 0.2664
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size    75117, 2400000 req, miss ratio 0.1057, byte miss ratio 0.1057
io_traces.ns643 S3FIFO-0.5500-1.9000 cache size   150235, 2400000 req, miss ratio 0.0809, byte miss ratio 0.0809
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size      187, 2400000 req, miss ratio 0.4950, byte miss ratio 0.4950
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size      563, 2400000 req, miss ratio 0.4900, byte miss ratio 0.4900
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size     1877, 2400000 req, miss ratio 0.4602, byte miss ratio 0.4602
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size     5633, 2400000 req, miss ratio 0.4421, byte miss ratio 0.4421
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size    18779, 2400000 req, miss ratio 0.4069, byte miss ratio 0.4069
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size    37558, 2400000 req, miss ratio 0.2639, byte miss ratio 0.2639
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size    75117, 2400000 req, miss ratio 0.1027, byte miss ratio 0.1027
io_traces.ns643 S3FIFO-0.5000-0.9000 cache size   150235, 2400000 req, miss ratio 0.0809, byte miss ratio 0.0809
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size      187, 2400000 req, miss ratio 0.5085, byte miss ratio 0.5085
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size      563, 2400000 req, miss ratio 0.4910, byte miss ratio 0.4910
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size     1877, 2400000 req, miss ratio 0.4548, byte miss ratio 0.4548
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size     5633, 2400000 req, miss ratio 0.4293, byte miss ratio 0.4293
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size    18779, 2400000 req, miss ratio 0.3535, byte miss ratio 0.3535
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size    37558, 2400000 req, miss ratio 0.2277, byte miss ratio 0.2277
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size    75117, 2400000 req, miss ratio 0.0970, byte miss ratio 0.0970
io_traces.ns643 S3FIFO-0.0500-1.9000 cache size   150235, 2400000 req, miss ratio 0.0807, byte miss ratio 0.0807
io_traces.ns643 S3FIFO-0.1500-1.9000 cache size      187, 2400000 req, miss ratio 0.4946, byte miss ratio 0.4946
