io_traces.ns500 S3FIFO-0.9900-0.9000 cache size      127, 3800000 req, miss ratio 0.4583, byte miss ratio 0.4583
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size      383, 3800000 req, miss ratio 0.3447, byte miss ratio 0.3447
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size     1278, 3800000 req, miss ratio 0.2957, byte miss ratio 0.2957
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size     3836, 3800000 req, miss ratio 0.2755, byte miss ratio 0.2755
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size    12787, 3800000 req, miss ratio 0.2137, byte miss ratio 0.2137
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size    25575, 3800000 req, miss ratio 0.1480, byte miss ratio 0.1480
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size    51151, 3800000 req, miss ratio 0.0706, byte miss ratio 0.0706
io_traces.ns500 S3FIFO-0.9900-0.9000 cache size   102303, 3800000 req, miss ratio 0.0427, byte miss ratio 0.0427
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size      127, 3800000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size      383, 3800000 req, miss ratio 0.2914, byte miss ratio 0.2914
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size     1278, 3800000 req, miss ratio 0.2851, byte miss ratio 0.2851
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size     3836, 3800000 req, miss ratio 0.2619, byte miss ratio 0.2619
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size    12787, 3800000 req, miss ratio 0.1986, byte miss ratio 0.1986
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size    25575, 3800000 req, miss ratio 0.1224, byte miss ratio 0.1224
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size    51151, 3800000 req, miss ratio 0.0423, byte miss ratio 0.0423
io_traces.ns500 S3FIFO-0.0050-0.9000 cache size   102303, 3800000 req, miss ratio 0.0338, byte miss ratio 0.0338
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size      127, 3800000 req, miss ratio 0.3308, byte miss ratio 0.3308
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size      383, 3800000 req, miss ratio 0.2796, byte miss ratio 0.2796
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size     1278, 3800000 req, miss ratio 0.2710, byte miss ratio 0.2710
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size     3836, 3800000 req, miss ratio 0.2605, byte miss ratio 0.2605
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size    12787, 3800000 req, miss ratio 0.2130, byte miss ratio 0.2130
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size    25575, 3800000 req, miss ratio 0.1388, byte miss ratio 0.1388
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size    51151, 3800000 req, miss ratio 0.0522, byte miss ratio 0.0522
io_traces.ns500 S3FIFO-0.4500-0.9000 cache size   102303, 3800000 req, miss ratio 0.0338, byte miss ratio 0.0338
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size      127, 3800000 req, miss ratio 0.3065, byte miss ratio 0.3065
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size      383, 3800000 req, miss ratio 0.2791, byte miss ratio 0.2791
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size     1278, 3800000 req, miss ratio 0.2726, byte miss ratio 0.2726
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size     3836, 3800000 req, miss ratio 0.2566, byte miss ratio 0.2566
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size    12787, 3800000 req, miss ratio 0.2022, byte miss ratio 0.2022
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size    25575, 3800000 req, miss ratio 0.1271, byte miss ratio 0.1271
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size    51151, 3800000 req, miss ratio 0.0424, byte miss ratio 0.0424
io_traces.ns500 S3FIFO-0.1000-0.9000 cache size   102303, 3800000 req, miss ratio 0.0338, byte miss ratio 0.0338
io_traces.ns500 S3FIFO-0.0500-0.9000 cache size      127, 3800000 req, miss ratio 0.3080, byte miss ratio 0.3080
io_traces.ns500 S3FIFO-0.0500-0.9000 cache size      383, 3800000 req, miss ratio 0.2824, byte miss ratio 0.2824
io_traces.ns500 S3FIFO-0.0500-0.9000 cache size     1278, 3800000 req, miss ratio 0.2730, byte miss ratio 0.2730
io_traces.ns500 S3FIFO-0.0500-0.9000 cache size     3836, 3800000 req, miss ratio 0.2589, byte miss ratio 0.2589
io_traces.ns500 S3FIFO-0.0500-0.9000 cache size    12787, 3800000 req, miss ratio 0.1970, byte miss ratio 0.1970
