cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size       78, 2116367 req, miss ratio 0.5888, byte miss ratio 0.5888
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size      236, 2116367 req, miss ratio 0.3648, byte miss ratio 0.3648
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size      788, 2116367 req, miss ratio 0.1978, byte miss ratio 0.1978
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size     2364, 2116367 req, miss ratio 0.1191, byte miss ratio 0.1191
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size     7880, 2116367 req, miss ratio 0.0740, byte miss ratio 0.0740
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size    15761, 2116367 req, miss ratio 0.0571, byte miss ratio 0.0571
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size    31523, 2116367 req, miss ratio 0.0452, byte miss ratio 0.0452
cdn1_colo28.ns2083 S3FIFO-0.8500-1.9000 cache size    63046, 2116367 req, miss ratio 0.0378, byte miss ratio 0.0378
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size       78, 2116367 req, miss ratio 0.4486, byte miss ratio 0.4486
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size      236, 2116367 req, miss ratio 0.2796, byte miss ratio 0.2796
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size      788, 2116367 req, miss ratio 0.1432, byte miss ratio 0.1432
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size     2364, 2116367 req, miss ratio 0.0898, byte miss ratio 0.0898
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size     7880, 2116367 req, miss ratio 0.0572, byte miss ratio 0.0572
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size    15761, 2116367 req, miss ratio 0.0454, byte miss ratio 0.0454
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size    31523, 2116367 req, miss ratio 0.0399, byte miss ratio 0.0399
cdn1_colo28.ns2083 S3FIFO-0.2500-0.9000 cache size    63046, 2116367 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size       78, 2116367 req, miss ratio 0.4844, byte miss ratio 0.4844
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size      236, 2116367 req, miss ratio 0.3002, byte miss ratio 0.3002
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size      788, 2116367 req, miss ratio 0.1565, byte miss ratio 0.1565
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size     2364, 2116367 req, miss ratio 0.0967, byte miss ratio 0.0967
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size     7880, 2116367 req, miss ratio 0.0612, byte miss ratio 0.0612
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size    15761, 2116367 req, miss ratio 0.0478, byte miss ratio 0.0478
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size    31523, 2116367 req, miss ratio 0.0401, byte miss ratio 0.0401
cdn1_colo28.ns2083 S3FIFO-0.4500-0.9000 cache size    63046, 2116367 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_colo28.ns2083 S3FIFO-0.6500-1.9000 cache size       78, 2116367 req, miss ratio 0.5414, byte miss ratio 0.5414
cdn1_colo28.ns2083 S3FIFO-0.6500-1.9000 cache size      236, 2116367 req, miss ratio 0.3306, byte miss ratio 0.3306
