io_traces.ns567 S3FIFO-0.5000-1.9000 cache size      267, 2000000 req, miss ratio 0.5668, byte miss ratio 0.5668
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size      803, 2000000 req, miss ratio 0.5556, byte miss ratio 0.5556
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size     2677, 2000000 req, miss ratio 0.5451, byte miss ratio 0.5451
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size     8033, 2000000 req, miss ratio 0.5263, byte miss ratio 0.5263
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size    26779, 2000000 req, miss ratio 0.3727, byte miss ratio 0.3727
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size    53559, 2000000 req, miss ratio 0.2213, byte miss ratio 0.2213
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size   107119, 2000000 req, miss ratio 0.1523, byte miss ratio 0.1523
io_traces.ns567 S3FIFO-0.5000-1.9000 cache size   214238, 2000000 req, miss ratio 0.1361, byte miss ratio 0.1361
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size      267, 2000000 req, miss ratio 0.5678, byte miss ratio 0.5678
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size      803, 2000000 req, miss ratio 0.5559, byte miss ratio 0.5559
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size     2677, 2000000 req, miss ratio 0.5452, byte miss ratio 0.5452
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size     8033, 2000000 req, miss ratio 0.5153, byte miss ratio 0.5153
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size    26779, 2000000 req, miss ratio 0.3657, byte miss ratio 0.3657
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size    53559, 2000000 req, miss ratio 0.2131, byte miss ratio 0.2131
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size   107119, 2000000 req, miss ratio 0.1519, byte miss ratio 0.1519
io_traces.ns567 S3FIFO-0.4500-0.9000 cache size   214238, 2000000 req, miss ratio 0.1361, byte miss ratio 0.1361
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size      267, 2000000 req, miss ratio 0.5998, byte miss ratio 0.5998
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size      803, 2000000 req, miss ratio 0.5663, byte miss ratio 0.5663
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size     2677, 2000000 req, miss ratio 0.5535, byte miss ratio 0.5535
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size     8033, 2000000 req, miss ratio 0.5354, byte miss ratio 0.5354
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size    26779, 2000000 req, miss ratio 0.4026, byte miss ratio 0.4026
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size    53559, 2000000 req, miss ratio 0.2721, byte miss ratio 0.2721
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size   107119, 2000000 req, miss ratio 0.1873, byte miss ratio 0.1873
io_traces.ns567 S3FIFO-0.9500-1.9000 cache size   214238, 2000000 req, miss ratio 0.1493, byte miss ratio 0.1493
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size      267, 2000000 req, miss ratio 0.5738, byte miss ratio 0.5738
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size      803, 2000000 req, miss ratio 0.5581, byte miss ratio 0.5581
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size     2677, 2000000 req, miss ratio 0.5489, byte miss ratio 0.5489
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size     8033, 2000000 req, miss ratio 0.5431, byte miss ratio 0.5431
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size    26779, 2000000 req, miss ratio 0.3953, byte miss ratio 0.3953
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size    53559, 2000000 req, miss ratio 0.2581, byte miss ratio 0.2581
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size   107119, 2000000 req, miss ratio 0.1735, byte miss ratio 0.1735
io_traces.ns567 S3FIFO-0.8000-1.9000 cache size   214238, 2000000 req, miss ratio 0.1374, byte miss ratio 0.1374
