cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size      116, 21810772 req, miss ratio 0.1858, byte miss ratio 0.1858
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size      350, 21810772 req, miss ratio 0.1578, byte miss ratio 0.1578
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size     1167, 21810772 req, miss ratio 0.1142, byte miss ratio 0.1142
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size     3502, 21810772 req, miss ratio 0.0681, byte miss ratio 0.0681
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size    11675, 21810772 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size    23351, 21810772 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size    46703, 21810772 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_allcolo.ns1161 S3FIFO-0.5000-0.9000 cache size    93406, 21810772 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size      116, 21810772 req, miss ratio 0.2008, byte miss ratio 0.2008
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size      350, 21810772 req, miss ratio 0.1727, byte miss ratio 0.1727
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size     1167, 21810772 req, miss ratio 0.1287, byte miss ratio 0.1287
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size     3502, 21810772 req, miss ratio 0.0780, byte miss ratio 0.0780
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size    11675, 21810772 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size    23351, 21810772 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size    46703, 21810772 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns1161 S3FIFO-0.8500-1.9000 cache size    93406, 21810772 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size      116, 21810772 req, miss ratio 0.2121, byte miss ratio 0.2121
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size      350, 21810772 req, miss ratio 0.1799, byte miss ratio 0.1799
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size     1167, 21810772 req, miss ratio 0.1347, byte miss ratio 0.1347
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size     3502, 21810772 req, miss ratio 0.0835, byte miss ratio 0.0835
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size    11675, 21810772 req, miss ratio 0.0366, byte miss ratio 0.0366
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size    23351, 21810772 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size    46703, 21810772 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_allcolo.ns1161 S3FIFO-0.9900-0.9000 cache size    93406, 21810772 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size      116, 21810772 req, miss ratio 0.1770, byte miss ratio 0.1770
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size      350, 21810772 req, miss ratio 0.1465, byte miss ratio 0.1465
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size     1167, 21810772 req, miss ratio 0.1022, byte miss ratio 0.1022
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size     3502, 21810772 req, miss ratio 0.0598, byte miss ratio 0.0598
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size    11675, 21810772 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size    23351, 21810772 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size    46703, 21810772 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns1161 S3FIFO-0.0100-0.9000 cache size    93406, 21810772 req, miss ratio 0.0055, byte miss ratio 0.0055
