io_traces.ns345 S3FIFO-0.9000-0.9000 cache size     6174, 14000000 req, miss ratio 0.9607, byte miss ratio 0.9607
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size    18523, 14000000 req, miss ratio 0.9563, byte miss ratio 0.9563
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size    61744, 14000000 req, miss ratio 0.9456, byte miss ratio 0.9456
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size   185234, 14000000 req, miss ratio 0.8668, byte miss ratio 0.8668
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size   617447, 14000000 req, miss ratio 0.6572, byte miss ratio 0.6572
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size  1234894, 14000000 req, miss ratio 0.5602, byte miss ratio 0.5602
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size  2469788, 14000000 req, miss ratio 0.4948, byte miss ratio 0.4948
io_traces.ns345 S3FIFO-0.9000-0.9000 cache size  4939576, 14000000 req, miss ratio 0.4464, byte miss ratio 0.4464
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size     6174, 14000000 req, miss ratio 0.9589, byte miss ratio 0.9589
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size    18523, 14000000 req, miss ratio 0.9509, byte miss ratio 0.9509
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size    61744, 14000000 req, miss ratio 0.9292, byte miss ratio 0.9292
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size   185234, 14000000 req, miss ratio 0.8604, byte miss ratio 0.8604
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size   617447, 14000000 req, miss ratio 0.6229, byte miss ratio 0.6229
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size  1234894, 14000000 req, miss ratio 0.5355, byte miss ratio 0.5355
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size  2469788, 14000000 req, miss ratio 0.4800, byte miss ratio 0.4800
io_traces.ns345 S3FIFO-0.8000-0.9000 cache size  4939576, 14000000 req, miss ratio 0.4442, byte miss ratio 0.4442
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size     6174, 14000000 req, miss ratio 0.9550, byte miss ratio 0.9550
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size    18523, 14000000 req, miss ratio 0.9404, byte miss ratio 0.9404
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size    61744, 14000000 req, miss ratio 0.8895, byte miss ratio 0.8895
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size   185234, 14000000 req, miss ratio 0.7530, byte miss ratio 0.7530
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size   617447, 14000000 req, miss ratio 0.5663, byte miss ratio 0.5663
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size  1234894, 14000000 req, miss ratio 0.5029, byte miss ratio 0.5029
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size  2469788, 14000000 req, miss ratio 0.4705, byte miss ratio 0.4705
io_traces.ns345 S3FIFO-0.5500-0.9000 cache size  4939576, 14000000 req, miss ratio 0.4442, byte miss ratio 0.4442
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size     6174, 14000000 req, miss ratio 0.9581, byte miss ratio 0.9581
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size    18523, 14000000 req, miss ratio 0.9487, byte miss ratio 0.9487
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size    61744, 14000000 req, miss ratio 0.9405, byte miss ratio 0.9405
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size   185234, 14000000 req, miss ratio 0.8575, byte miss ratio 0.8575
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size   617447, 14000000 req, miss ratio 0.6133, byte miss ratio 0.6133
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size  1234894, 14000000 req, miss ratio 0.5291, byte miss ratio 0.5291
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size  2469788, 14000000 req, miss ratio 0.4761, byte miss ratio 0.4761
io_traces.ns345 S3FIFO-0.7500-1.9000 cache size  4939576, 14000000 req, miss ratio 0.4442, byte miss ratio 0.4442
io_traces.ns345 S3FIFO-0.3000-0.9000 cache size     6174, 14000000 req, miss ratio 0.9538, byte miss ratio 0.9538
io_traces.ns345 S3FIFO-0.3000-0.9000 cache size    18523, 14000000 req, miss ratio 0.9397, byte miss ratio 0.9397
io_traces.ns345 S3FIFO-0.3000-0.9000 cache size    61744, 14000000 req, miss ratio 0.8683, byte miss ratio 0.8683
