cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size        7, 2439044 req, miss ratio 0.7902, byte miss ratio 0.7902
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size       21, 2439044 req, miss ratio 0.6593, byte miss ratio 0.6593
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size       71, 2439044 req, miss ratio 0.4690, byte miss ratio 0.4690
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size      215, 2439044 req, miss ratio 0.2551, byte miss ratio 0.2551
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size      718, 2439044 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size     1437, 2439044 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size     2875, 2439044 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns209 S3FIFO-0.3000-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size        7, 2439044 req, miss ratio 0.7742, byte miss ratio 0.7742
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size       21, 2439044 req, miss ratio 0.6531, byte miss ratio 0.6531
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size       71, 2439044 req, miss ratio 0.4606, byte miss ratio 0.4606
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size      215, 2439044 req, miss ratio 0.2506, byte miss ratio 0.2506
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size      718, 2439044 req, miss ratio 0.0532, byte miss ratio 0.0532
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size     1437, 2439044 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size     2875, 2439044 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns209 S3FIFO-0.2500-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size        7, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size       21, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size       71, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size      215, 2439044 req, miss ratio 0.2299, byte miss ratio 0.2299
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size      718, 2439044 req, miss ratio 0.0453, byte miss ratio 0.0453
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size     1437, 2439044 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.0100-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size        7, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size       21, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size       71, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size      215, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size      718, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size     1437, 2439044 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.0010-0.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size        7, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size       21, 2439044 req, miss ratio 0.6293, byte miss ratio 0.6293
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size       71, 2439044 req, miss ratio 0.4334, byte miss ratio 0.4334
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size      215, 2439044 req, miss ratio 0.2331, byte miss ratio 0.2331
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size      718, 2439044 req, miss ratio 0.0466, byte miss ratio 0.0466
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size     1437, 2439044 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.0500-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size        7, 2439044 req, miss ratio 0.8075, byte miss ratio 0.8075
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size       21, 2439044 req, miss ratio 0.6803, byte miss ratio 0.6803
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size       71, 2439044 req, miss ratio 0.4905, byte miss ratio 0.4905
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size      215, 2439044 req, miss ratio 0.2683, byte miss ratio 0.2683
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size      718, 2439044 req, miss ratio 0.0607, byte miss ratio 0.0607
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size     1437, 2439044 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size     2875, 2439044 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns209 S3FIFO-0.4500-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size        7, 2439044 req, miss ratio 0.7825, byte miss ratio 0.7825
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size       21, 2439044 req, miss ratio 0.6542, byte miss ratio 0.6542
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size       71, 2439044 req, miss ratio 0.4611, byte miss ratio 0.4611
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size      215, 2439044 req, miss ratio 0.2552, byte miss ratio 0.2552
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size      718, 2439044 req, miss ratio 0.0569, byte miss ratio 0.0569
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size     1437, 2439044 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size     2875, 2439044 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns209 S3FIFO-0.3500-0.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size        7, 2439044 req, miss ratio 0.7825, byte miss ratio 0.7825
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size       21, 2439044 req, miss ratio 0.6608, byte miss ratio 0.6608
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size       71, 2439044 req, miss ratio 0.4704, byte miss ratio 0.4704
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size      215, 2439044 req, miss ratio 0.2612, byte miss ratio 0.2612
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size      718, 2439044 req, miss ratio 0.0589, byte miss ratio 0.0589
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size     1437, 2439044 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size     2875, 2439044 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns209 S3FIFO-0.4000-0.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size        7, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size       21, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size       71, 2439044 req, miss ratio 0.4140, byte miss ratio 0.4140
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size      215, 2439044 req, miss ratio 0.2190, byte miss ratio 0.2190
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size      718, 2439044 req, miss ratio 0.0454, byte miss ratio 0.0454
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size     1437, 2439044 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.0250-0.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size        7, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size       21, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size       71, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size      215, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size      718, 2439044 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size     1437, 2439044 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.0010-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size        7, 2439044 req, miss ratio 0.8680, byte miss ratio 0.8680
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size       21, 2439044 req, miss ratio 0.7636, byte miss ratio 0.7636
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size       71, 2439044 req, miss ratio 0.5742, byte miss ratio 0.5742
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size      215, 2439044 req, miss ratio 0.3274, byte miss ratio 0.3274
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size      718, 2439044 req, miss ratio 0.0840, byte miss ratio 0.0840
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size     1437, 2439044 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size     2875, 2439044 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_allcolo.ns209 S3FIFO-0.9500-0.9000 cache size     5751, 2439044 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size        7, 2439044 req, miss ratio 0.7664, byte miss ratio 0.7664
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size       21, 2439044 req, miss ratio 0.6291, byte miss ratio 0.6291
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size       71, 2439044 req, miss ratio 0.4310, byte miss ratio 0.4310
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size      215, 2439044 req, miss ratio 0.2330, byte miss ratio 0.2330
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size      718, 2439044 req, miss ratio 0.0497, byte miss ratio 0.0497
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size     1437, 2439044 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.1500-0.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size        7, 2439044 req, miss ratio 0.7742, byte miss ratio 0.7742
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size       21, 2439044 req, miss ratio 0.6409, byte miss ratio 0.6409
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size       71, 2439044 req, miss ratio 0.4467, byte miss ratio 0.4467
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size      215, 2439044 req, miss ratio 0.2421, byte miss ratio 0.2421
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size      718, 2439044 req, miss ratio 0.0499, byte miss ratio 0.0499
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size     1437, 2439044 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size     2875, 2439044 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns209 S3FIFO-0.1500-1.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size        7, 2439044 req, miss ratio 0.7664, byte miss ratio 0.7664
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size       21, 2439044 req, miss ratio 0.6412, byte miss ratio 0.6412
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size       71, 2439044 req, miss ratio 0.4455, byte miss ratio 0.4455
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size      215, 2439044 req, miss ratio 0.2438, byte miss ratio 0.2438
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size      718, 2439044 req, miss ratio 0.0532, byte miss ratio 0.0532
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size     1437, 2439044 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size     2875, 2439044 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns209 S3FIFO-0.2500-0.9000 cache size     5751, 2439044 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size        7, 2439044 req, miss ratio 0.8491, byte miss ratio 0.8491
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size       21, 2439044 req, miss ratio 0.7499, byte miss ratio 0.7499
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size       71, 2439044 req, miss ratio 0.5552, byte miss ratio 0.5552
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size      215, 2439044 req, miss ratio 0.3067, byte miss ratio 0.3067
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size      718, 2439044 req, miss ratio 0.0783, byte miss ratio 0.0783
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size     1437, 2439044 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size     2875, 2439044 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns209 S3FIFO-0.8500-1.9000 cache size     5751, 2439044 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns209 S3FIFO-0.6500-1.9000 cache size        7, 2439044 req, miss ratio 0.8269, byte miss ratio 0.8269
cdn1_allcolo.ns209 S3FIFO-0.6500-1.9000 cache size       21, 2439044 req, miss ratio 0.7127, byte miss ratio 0.7127
cdn1_allcolo.ns209 S3FIFO-0.6500-1.9000 cache size       71, 2439044 req, miss ratio 0.5233, byte miss ratio 0.5233
