cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size        7, 1386212 req, miss ratio 0.9333, byte miss ratio 0.9333
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size       22, 1386212 req, miss ratio 0.8661, byte miss ratio 0.8661
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size       75, 1386212 req, miss ratio 0.7028, byte miss ratio 0.7028
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size      225, 1386212 req, miss ratio 0.4244, byte miss ratio 0.4244
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size      753, 1386212 req, miss ratio 0.1209, byte miss ratio 0.1209
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size     1506, 1386212 req, miss ratio 0.0407, byte miss ratio 0.0407
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size     3012, 1386212 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_colo28.ns1933 S3FIFO-0.8000-1.9000 cache size     6024, 1386212 req, miss ratio 0.0064, byte miss ratio 0.0064
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size        7, 1386212 req, miss ratio 0.9110, byte miss ratio 0.9110
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size       22, 1386212 req, miss ratio 0.8176, byte miss ratio 0.8176
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size       75, 1386212 req, miss ratio 0.6340, byte miss ratio 0.6340
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size      225, 1386212 req, miss ratio 0.3674, byte miss ratio 0.3674
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size      753, 1386212 req, miss ratio 0.0919, byte miss ratio 0.0919
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size     1506, 1386212 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size     3012, 1386212 req, miss ratio 0.0105, byte miss ratio 0.0105
cdn1_colo28.ns1933 S3FIFO-0.3500-1.9000 cache size     6024, 1386212 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size        7, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size       22, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size       75, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size      225, 1386212 req, miss ratio 0.3244, byte miss ratio 0.3244
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size      753, 1386212 req, miss ratio 0.0747, byte miss ratio 0.0747
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size     1506, 1386212 req, miss ratio 0.0239, byte miss ratio 0.0239
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size     3012, 1386212 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns1933 S3FIFO-0.0100-1.9000 cache size     6024, 1386212 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size        7, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size       22, 1386212 req, miss ratio 0.7945, byte miss ratio 0.7945
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size       75, 1386212 req, miss ratio 0.5954, byte miss ratio 0.5954
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size      225, 1386212 req, miss ratio 0.3352, byte miss ratio 0.3352
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size      753, 1386212 req, miss ratio 0.0789, byte miss ratio 0.0789
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size     1506, 1386212 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size     3012, 1386212 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns1933 S3FIFO-0.1000-1.9000 cache size     6024, 1386212 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size        7, 1386212 req, miss ratio 0.9185, byte miss ratio 0.9185
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size       22, 1386212 req, miss ratio 0.8274, byte miss ratio 0.8274
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size       75, 1386212 req, miss ratio 0.6485, byte miss ratio 0.6485
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size      225, 1386212 req, miss ratio 0.3800, byte miss ratio 0.3800
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size      753, 1386212 req, miss ratio 0.0976, byte miss ratio 0.0976
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size     1506, 1386212 req, miss ratio 0.0309, byte miss ratio 0.0309
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size     3012, 1386212 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns1933 S3FIFO-0.4500-1.9000 cache size     6024, 1386212 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size        7, 1386212 req, miss ratio 0.9236, byte miss ratio 0.9236
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size       22, 1386212 req, miss ratio 0.8505, byte miss ratio 0.8505
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size       75, 1386212 req, miss ratio 0.6790, byte miss ratio 0.6790
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size      225, 1386212 req, miss ratio 0.4152, byte miss ratio 0.4152
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size      753, 1386212 req, miss ratio 0.1163, byte miss ratio 0.1163
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size     1506, 1386212 req, miss ratio 0.0383, byte miss ratio 0.0383
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size     3012, 1386212 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_colo28.ns1933 S3FIFO-0.7000-0.9000 cache size     6024, 1386212 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size        7, 1386212 req, miss ratio 0.9164, byte miss ratio 0.9164
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size       22, 1386212 req, miss ratio 0.8182, byte miss ratio 0.8182
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size       75, 1386212 req, miss ratio 0.6335, byte miss ratio 0.6335
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size      225, 1386212 req, miss ratio 0.3763, byte miss ratio 0.3763
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size      753, 1386212 req, miss ratio 0.0987, byte miss ratio 0.0987
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size     1506, 1386212 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size     3012, 1386212 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns1933 S3FIFO-0.4500-0.9000 cache size     6024, 1386212 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size        7, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size       22, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size       75, 1386212 req, miss ratio 0.5655, byte miss ratio 0.5655
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size      225, 1386212 req, miss ratio 0.3109, byte miss ratio 0.3109
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size      753, 1386212 req, miss ratio 0.0733, byte miss ratio 0.0733
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size     1506, 1386212 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size     3012, 1386212 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_colo28.ns1933 S3FIFO-0.0250-0.9000 cache size     6024, 1386212 req, miss ratio 0.0057, byte miss ratio 0.0057
cdn1_colo28.ns1933 S3FIFO-0.0010-1.9000 cache size        7, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1933 S3FIFO-0.0010-1.9000 cache size       22, 1386212 req, miss ratio 1.0000, byte miss ratio 1.0000
