cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size      331, 2024894 req, miss ratio 0.4974, byte miss ratio 0.4974
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size      995, 2024894 req, miss ratio 0.4085, byte miss ratio 0.4085
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size     3317, 2024894 req, miss ratio 0.3264, byte miss ratio 0.3264
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size     9952, 2024894 req, miss ratio 0.2686, byte miss ratio 0.2686
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size    33174, 2024894 req, miss ratio 0.2207, byte miss ratio 0.2207
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size    66349, 2024894 req, miss ratio 0.1992, byte miss ratio 0.1992
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size   132698, 2024894 req, miss ratio 0.1823, byte miss ratio 0.1823
cdn1_colo28.ns422 S3FIFO-0.9500-1.9000 cache size   265396, 2024894 req, miss ratio 0.1660, byte miss ratio 0.1660
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size      331, 2024894 req, miss ratio 0.4384, byte miss ratio 0.4384
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size      995, 2024894 req, miss ratio 0.3544, byte miss ratio 0.3544
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size     3317, 2024894 req, miss ratio 0.2794, byte miss ratio 0.2794
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size     9952, 2024894 req, miss ratio 0.2307, byte miss ratio 0.2307
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size    33174, 2024894 req, miss ratio 0.1923, byte miss ratio 0.1923
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size    66349, 2024894 req, miss ratio 0.1793, byte miss ratio 0.1793
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size   132698, 2024894 req, miss ratio 0.1729, byte miss ratio 0.1729
cdn1_colo28.ns422 S3FIFO-0.6000-0.9000 cache size   265396, 2024894 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size      331, 2024894 req, miss ratio 0.4049, byte miss ratio 0.4049
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size      995, 2024894 req, miss ratio 0.3266, byte miss ratio 0.3266
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size     3317, 2024894 req, miss ratio 0.2558, byte miss ratio 0.2558
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size     9952, 2024894 req, miss ratio 0.2100, byte miss ratio 0.2100
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size    33174, 2024894 req, miss ratio 0.1840, byte miss ratio 0.1840
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size    66349, 2024894 req, miss ratio 0.1778, byte miss ratio 0.1778
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size   132698, 2024894 req, miss ratio 0.1729, byte miss ratio 0.1729
cdn1_colo28.ns422 S3FIFO-0.0050-1.9000 cache size   265396, 2024894 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size      331, 2024894 req, miss ratio 0.4676, byte miss ratio 0.4676
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size      995, 2024894 req, miss ratio 0.3819, byte miss ratio 0.3819
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size     3317, 2024894 req, miss ratio 0.3027, byte miss ratio 0.3027
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size     9952, 2024894 req, miss ratio 0.2490, byte miss ratio 0.2490
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size    33174, 2024894 req, miss ratio 0.2056, byte miss ratio 0.2056
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size    66349, 2024894 req, miss ratio 0.1872, byte miss ratio 0.1872
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size   132698, 2024894 req, miss ratio 0.1750, byte miss ratio 0.1750
cdn1_colo28.ns422 S3FIFO-0.8000-1.9000 cache size   265396, 2024894 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size      331, 2024894 req, miss ratio 0.4767, byte miss ratio 0.4767
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size      995, 2024894 req, miss ratio 0.3896, byte miss ratio 0.3896
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size     3317, 2024894 req, miss ratio 0.3097, byte miss ratio 0.3097
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size     9952, 2024894 req, miss ratio 0.2547, byte miss ratio 0.2547
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size    33174, 2024894 req, miss ratio 0.2099, byte miss ratio 0.2099
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size    66349, 2024894 req, miss ratio 0.1904, byte miss ratio 0.1904
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size   132698, 2024894 req, miss ratio 0.1766, byte miss ratio 0.1766
cdn1_colo28.ns422 S3FIFO-0.8500-1.9000 cache size   265396, 2024894 req, miss ratio 0.1648, byte miss ratio 0.1648
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size      331, 2024894 req, miss ratio 0.4100, byte miss ratio 0.4100
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size      995, 2024894 req, miss ratio 0.3289, byte miss ratio 0.3289
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size     3317, 2024894 req, miss ratio 0.2575, byte miss ratio 0.2575
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size     9952, 2024894 req, miss ratio 0.2133, byte miss ratio 0.2133
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size    33174, 2024894 req, miss ratio 0.1846, byte miss ratio 0.1846
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size    66349, 2024894 req, miss ratio 0.1778, byte miss ratio 0.1778
cdn1_colo28.ns422 S3FIFO-0.2000-1.9000 cache size   132698, 2024894 req, miss ratio 0.1729, byte miss ratio 0.1729
