tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size      136, 1459573 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size      410, 1459573 req, miss ratio 0.3980, byte miss ratio 0.3980
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size     1366, 1459573 req, miss ratio 0.3110, byte miss ratio 0.3110
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size     4100, 1459573 req, miss ratio 0.2733, byte miss ratio 0.2733
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size    13669, 1459573 req, miss ratio 0.2323, byte miss ratio 0.2323
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size    27339, 1459573 req, miss ratio 0.1835, byte miss ratio 0.1835
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size    54679, 1459573 req, miss ratio 0.1152, byte miss ratio 0.1152
tencentBlock.ns14401 S3FIFO-0.0050-1.9000 cache size   109358, 1459573 req, miss ratio 0.0938, byte miss ratio 0.0938
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size      136, 1459573 req, miss ratio 0.6069, byte miss ratio 0.6069
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size      410, 1459573 req, miss ratio 0.4124, byte miss ratio 0.4124
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size     1366, 1459573 req, miss ratio 0.3506, byte miss ratio 0.3506
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size     4100, 1459573 req, miss ratio 0.3022, byte miss ratio 0.3022
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size    13669, 1459573 req, miss ratio 0.2454, byte miss ratio 0.2454
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size    27339, 1459573 req, miss ratio 0.1988, byte miss ratio 0.1988
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size    54679, 1459573 req, miss ratio 0.1393, byte miss ratio 0.1393
tencentBlock.ns14401 S3FIFO-0.9000-0.9000 cache size   109358, 1459573 req, miss ratio 0.1001, byte miss ratio 0.1001
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size      136, 1459573 req, miss ratio 0.4025, byte miss ratio 0.4025
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size      410, 1459573 req, miss ratio 0.3702, byte miss ratio 0.3702
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size     1366, 1459573 req, miss ratio 0.2962, byte miss ratio 0.2962
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size     4100, 1459573 req, miss ratio 0.2650, byte miss ratio 0.2650
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size    13669, 1459573 req, miss ratio 0.2343, byte miss ratio 0.2343
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size    27339, 1459573 req, miss ratio 0.1925, byte miss ratio 0.1925
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size    54679, 1459573 req, miss ratio 0.1161, byte miss ratio 0.1161
tencentBlock.ns14401 S3FIFO-0.2000-1.9000 cache size   109358, 1459573 req, miss ratio 0.0938, byte miss ratio 0.0938
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size      136, 1459573 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size      410, 1459573 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size     1366, 1459573 req, miss ratio 0.3145, byte miss ratio 0.3145
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size     4100, 1459573 req, miss ratio 0.2920, byte miss ratio 0.2920
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size    13669, 1459573 req, miss ratio 0.2392, byte miss ratio 0.2392
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size    27339, 1459573 req, miss ratio 0.1847, byte miss ratio 0.1847
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size    54679, 1459573 req, miss ratio 0.1153, byte miss ratio 0.1153
tencentBlock.ns14401 S3FIFO-0.0010-1.9000 cache size   109358, 1459573 req, miss ratio 0.0938, byte miss ratio 0.0938
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size      136, 1459573 req, miss ratio 0.3986, byte miss ratio 0.3986
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size      410, 1459573 req, miss ratio 0.3712, byte miss ratio 0.3712
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size     1366, 1459573 req, miss ratio 0.3051, byte miss ratio 0.3051
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size     4100, 1459573 req, miss ratio 0.2650, byte miss ratio 0.2650
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size    13669, 1459573 req, miss ratio 0.2398, byte miss ratio 0.2398
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size    27339, 1459573 req, miss ratio 0.1916, byte miss ratio 0.1916
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size    54679, 1459573 req, miss ratio 0.1185, byte miss ratio 0.1185
tencentBlock.ns14401 S3FIFO-0.3000-1.9000 cache size   109358, 1459573 req, miss ratio 0.0938, byte miss ratio 0.0938
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size      136, 1459573 req, miss ratio 0.5732, byte miss ratio 0.5732
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size      410, 1459573 req, miss ratio 0.3822, byte miss ratio 0.3822
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size     1366, 1459573 req, miss ratio 0.3452, byte miss ratio 0.3452
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size     4100, 1459573 req, miss ratio 0.2875, byte miss ratio 0.2875
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size    13669, 1459573 req, miss ratio 0.2404, byte miss ratio 0.2404
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size    27339, 1459573 req, miss ratio 0.2007, byte miss ratio 0.2007
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size    54679, 1459573 req, miss ratio 0.1366, byte miss ratio 0.1366
tencentBlock.ns14401 S3FIFO-0.8000-0.9000 cache size   109358, 1459573 req, miss ratio 0.0970, byte miss ratio 0.0970
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size      136, 1459573 req, miss ratio 0.6366, byte miss ratio 0.6366
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size      410, 1459573 req, miss ratio 0.4435, byte miss ratio 0.4435
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size     1366, 1459573 req, miss ratio 0.3674, byte miss ratio 0.3674
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size     4100, 1459573 req, miss ratio 0.3128, byte miss ratio 0.3128
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size    13669, 1459573 req, miss ratio 0.2494, byte miss ratio 0.2494
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size    27339, 1459573 req, miss ratio 0.1987, byte miss ratio 0.1987
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size    54679, 1459573 req, miss ratio 0.1414, byte miss ratio 0.1414
tencentBlock.ns14401 S3FIFO-0.9900-0.9000 cache size   109358, 1459573 req, miss ratio 0.1029, byte miss ratio 0.1029
tencentBlock.ns14401 S3FIFO-0.0050-0.9000 cache size      136, 1459573 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14401 S3FIFO-0.0050-0.9000 cache size      410, 1459573 req, miss ratio 0.4019, byte miss ratio 0.4019
