cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size        9, 2156468 req, miss ratio 0.3986, byte miss ratio 0.3986
cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size       31, 2156468 req, miss ratio 0.1054, byte miss ratio 0.1054
cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size       95, 2156468 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size      319, 2156468 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size      639, 2156468 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size     1279, 2156468 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns322 S3FIFO-0.3500-1.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size        9, 2156468 req, miss ratio 0.3951, byte miss ratio 0.3951
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size       31, 2156468 req, miss ratio 0.1210, byte miss ratio 0.1210
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size       95, 2156468 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size      319, 2156468 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size      639, 2156468 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size     1279, 2156468 req, miss ratio 0.0022, byte miss ratio 0.0022
cdn1_colo28.ns322 S3FIFO-0.6500-1.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size        9, 2156468 req, miss ratio 0.4018, byte miss ratio 0.4018
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size       31, 2156468 req, miss ratio 0.0939, byte miss ratio 0.0939
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size       95, 2156468 req, miss ratio 0.0102, byte miss ratio 0.0102
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size      319, 2156468 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size      639, 2156468 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size     1279, 2156468 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns322 S3FIFO-0.2000-1.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size        9, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size       31, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size       95, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size      319, 2156468 req, miss ratio 0.0049, byte miss ratio 0.0049
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size      639, 2156468 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size     1279, 2156468 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns322 S3FIFO-0.0100-1.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size        9, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size       31, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size       95, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size      319, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size      639, 2156468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size     1279, 2156468 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_colo28.ns322 S3FIFO-0.0010-0.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size        9, 2156468 req, miss ratio 0.3967, byte miss ratio 0.3967
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size       31, 2156468 req, miss ratio 0.1156, byte miss ratio 0.1156
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size       95, 2156468 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size      319, 2156468 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size      639, 2156468 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size     1279, 2156468 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns322 S3FIFO-0.5000-0.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size        9, 2156468 req, miss ratio 0.4018, byte miss ratio 0.4018
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size       31, 2156468 req, miss ratio 0.0870, byte miss ratio 0.0870
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size       95, 2156468 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size      319, 2156468 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size      639, 2156468 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size     1279, 2156468 req, miss ratio 0.0020, byte miss ratio 0.0020
cdn1_colo28.ns322 S3FIFO-0.1500-1.9000 cache size     2559, 2156468 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size        9, 2156468 req, miss ratio 0.3901, byte miss ratio 0.3901
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size       31, 2156468 req, miss ratio 0.1291, byte miss ratio 0.1291
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size       95, 2156468 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size      319, 2156468 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size      639, 2156468 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size     1279, 2156468 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns322 S3FIFO-0.9500-1.9000 cache size     2559, 2156468 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_colo28.ns322 S3FIFO-0.4000-0.9000 cache size        9, 2156468 req, miss ratio 0.3986, byte miss ratio 0.3986
cdn1_colo28.ns322 S3FIFO-0.4000-0.9000 cache size       31, 2156468 req, miss ratio 0.1100, byte miss ratio 0.1100
cdn1_colo28.ns322 S3FIFO-0.4000-0.9000 cache size       95, 2156468 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns322 S3FIFO-0.4000-0.9000 cache size      319, 2156468 req, miss ratio 0.0055, byte miss ratio 0.0055
