cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size       26, 3325312 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size       79, 3325312 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size      264, 3325312 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size      792, 3325312 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.0010-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size       26, 3325312 req, miss ratio 0.2439, byte miss ratio 0.2439
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size       79, 3325312 req, miss ratio 0.0581, byte miss ratio 0.0581
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size      264, 3325312 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size      792, 3325312 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.7500-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size       26, 3325312 req, miss ratio 0.1970, byte miss ratio 0.1970
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size       79, 3325312 req, miss ratio 0.0350, byte miss ratio 0.0350
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size      264, 3325312 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.2000-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size       26, 3325312 req, miss ratio 0.2198, byte miss ratio 0.2198
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size       79, 3325312 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size      264, 3325312 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.4000-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size       26, 3325312 req, miss ratio 0.2509, byte miss ratio 0.2509
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size       79, 3325312 req, miss ratio 0.0679, byte miss ratio 0.0679
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size      264, 3325312 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size      792, 3325312 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size     2640, 3325312 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size     5280, 3325312 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size    10560, 3325312 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns1471 S3FIFO-0.9900-1.9000 cache size    21120, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size       26, 3325312 req, miss ratio 0.1949, byte miss ratio 0.1949
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size       79, 3325312 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size      264, 3325312 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.1500-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size       26, 3325312 req, miss ratio 0.2507, byte miss ratio 0.2507
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size       79, 3325312 req, miss ratio 0.0667, byte miss ratio 0.0667
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size      264, 3325312 req, miss ratio 0.0176, byte miss ratio 0.0176
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size      792, 3325312 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size     2640, 3325312 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size     5280, 3325312 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.9500-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size       26, 3325312 req, miss ratio 0.2035, byte miss ratio 0.2035
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size       79, 3325312 req, miss ratio 0.0354, byte miss ratio 0.0354
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size      264, 3325312 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.2000-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size       26, 3325312 req, miss ratio 0.2495, byte miss ratio 0.2495
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size       79, 3325312 req, miss ratio 0.0645, byte miss ratio 0.0645
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size      264, 3325312 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size      792, 3325312 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size     2640, 3325312 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.9000-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size       26, 3325312 req, miss ratio 0.2070, byte miss ratio 0.2070
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size       79, 3325312 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size      264, 3325312 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.2500-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size       26, 3325312 req, miss ratio 0.2323, byte miss ratio 0.2323
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size       79, 3325312 req, miss ratio 0.0506, byte miss ratio 0.0506
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size      264, 3325312 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size      792, 3325312 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.6000-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size       26, 3325312 req, miss ratio 0.1813, byte miss ratio 0.1813
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size       79, 3325312 req, miss ratio 0.0311, byte miss ratio 0.0311
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size      264, 3325312 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.1000-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size       26, 3325312 req, miss ratio 0.2412, byte miss ratio 0.2412
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size       79, 3325312 req, miss ratio 0.0556, byte miss ratio 0.0556
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size      264, 3325312 req, miss ratio 0.0138, byte miss ratio 0.0138
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size      792, 3325312 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.7000-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size       26, 3325312 req, miss ratio 0.2439, byte miss ratio 0.2439
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size       79, 3325312 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size      264, 3325312 req, miss ratio 0.0153, byte miss ratio 0.0153
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size      792, 3325312 req, miss ratio 0.0092, byte miss ratio 0.0092
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.8000-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size       26, 3325312 req, miss ratio 0.2523, byte miss ratio 0.2523
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size       79, 3325312 req, miss ratio 0.0629, byte miss ratio 0.0629
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size      264, 3325312 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size      792, 3325312 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.8500-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size       26, 3325312 req, miss ratio 0.2208, byte miss ratio 0.2208
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size       79, 3325312 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size      264, 3325312 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.4500-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size       26, 3325312 req, miss ratio 0.2105, byte miss ratio 0.2105
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size       79, 3325312 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size      264, 3325312 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.3000-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size       26, 3325312 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size       79, 3325312 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size      264, 3325312 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size      792, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.0100-1.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size       26, 3325312 req, miss ratio 0.2331, byte miss ratio 0.2331
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size       79, 3325312 req, miss ratio 0.0509, byte miss ratio 0.0509
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size      264, 3325312 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size      792, 3325312 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size    10560, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.6000-0.9000 cache size    21120, 3325312 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size       26, 3325312 req, miss ratio 0.2564, byte miss ratio 0.2564
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size       79, 3325312 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size      264, 3325312 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size      792, 3325312 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size     2640, 3325312 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size     5280, 3325312 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size    10560, 3325312 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_colo28.ns1471 S3FIFO-0.9900-0.9000 cache size    21120, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.6500-1.9000 cache size       26, 3325312 req, miss ratio 0.2344, byte miss ratio 0.2344
cdn1_colo28.ns1471 S3FIFO-0.6500-1.9000 cache size       79, 3325312 req, miss ratio 0.0528, byte miss ratio 0.0528
cdn1_colo28.ns1471 S3FIFO-0.6500-1.9000 cache size      264, 3325312 req, miss ratio 0.0131, byte miss ratio 0.0131
cdn1_colo28.ns1471 S3FIFO-0.6500-1.9000 cache size      792, 3325312 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_colo28.ns1471 S3FIFO-0.6500-1.9000 cache size     2640, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_colo28.ns1471 S3FIFO-0.6500-1.9000 cache size     5280, 3325312 req, miss ratio 0.0080, byte miss ratio 0.0080
