tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size       94, 1782948 req, miss ratio 0.4085, byte miss ratio 0.4085
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size      284, 1782948 req, miss ratio 0.3119, byte miss ratio 0.3119
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size      947, 1782948 req, miss ratio 0.2696, byte miss ratio 0.2696
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size     2841, 1782948 req, miss ratio 0.2506, byte miss ratio 0.2506
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size     9470, 1782948 req, miss ratio 0.2357, byte miss ratio 0.2357
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size    18941, 1782948 req, miss ratio 0.2226, byte miss ratio 0.2226
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size    37883, 1782948 req, miss ratio 0.1590, byte miss ratio 0.1590
tencentBlock.ns4382 S3FIFO-0.8500-1.9000 cache size    75766, 1782948 req, miss ratio 0.0687, byte miss ratio 0.0687
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size       94, 1782948 req, miss ratio 0.3458, byte miss ratio 0.3458
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size      284, 1782948 req, miss ratio 0.2961, byte miss ratio 0.2961
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size      947, 1782948 req, miss ratio 0.2558, byte miss ratio 0.2558
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size     2841, 1782948 req, miss ratio 0.2382, byte miss ratio 0.2382
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size     9470, 1782948 req, miss ratio 0.2316, byte miss ratio 0.2316
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size    18941, 1782948 req, miss ratio 0.2195, byte miss ratio 0.2195
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size    37883, 1782948 req, miss ratio 0.1687, byte miss ratio 0.1687
tencentBlock.ns4382 S3FIFO-0.6000-0.9000 cache size    75766, 1782948 req, miss ratio 0.0692, byte miss ratio 0.0692
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size       94, 1782948 req, miss ratio 0.3306, byte miss ratio 0.3306
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size      284, 1782948 req, miss ratio 0.2868, byte miss ratio 0.2868
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size      947, 1782948 req, miss ratio 0.2538, byte miss ratio 0.2538
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size     2841, 1782948 req, miss ratio 0.2368, byte miss ratio 0.2368
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size     9470, 1782948 req, miss ratio 0.2314, byte miss ratio 0.2314
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size    18941, 1782948 req, miss ratio 0.2159, byte miss ratio 0.2159
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size    37883, 1782948 req, miss ratio 0.1824, byte miss ratio 0.1824
tencentBlock.ns4382 S3FIFO-0.5000-0.9000 cache size    75766, 1782948 req, miss ratio 0.0669, byte miss ratio 0.0669
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size       94, 1782948 req, miss ratio 0.3242, byte miss ratio 0.3242
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size      284, 1782948 req, miss ratio 0.2756, byte miss ratio 0.2756
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size      947, 1782948 req, miss ratio 0.2515, byte miss ratio 0.2515
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size     2841, 1782948 req, miss ratio 0.2357, byte miss ratio 0.2357
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size     9470, 1782948 req, miss ratio 0.2225, byte miss ratio 0.2225
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size    18941, 1782948 req, miss ratio 0.2213, byte miss ratio 0.2213
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size    37883, 1782948 req, miss ratio 0.1807, byte miss ratio 0.1807
tencentBlock.ns4382 S3FIFO-0.3500-1.9000 cache size    75766, 1782948 req, miss ratio 0.0626, byte miss ratio 0.0626
tencentBlock.ns4382 S3FIFO-0.6000-1.9000 cache size       94, 1782948 req, miss ratio 0.3485, byte miss ratio 0.3485
tencentBlock.ns4382 S3FIFO-0.6000-1.9000 cache size      284, 1782948 req, miss ratio 0.2967, byte miss ratio 0.2967
