cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size      572, 39410453 req, miss ratio 0.1964, byte miss ratio 0.1964
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size     1716, 39410453 req, miss ratio 0.1381, byte miss ratio 0.1381
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size     5720, 39410453 req, miss ratio 0.0943, byte miss ratio 0.0943
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size    17162, 39410453 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size    57206, 39410453 req, miss ratio 0.0392, byte miss ratio 0.0392
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size   114413, 39410453 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size   228827, 39410453 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns424 S3FIFO-0.9900-0.9000 cache size   457654, 39410453 req, miss ratio 0.0160, byte miss ratio 0.0160
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size      572, 39410453 req, miss ratio 0.1810, byte miss ratio 0.1810
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size     1716, 39410453 req, miss ratio 0.1274, byte miss ratio 0.1274
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size     5720, 39410453 req, miss ratio 0.0874, byte miss ratio 0.0874
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size    17162, 39410453 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size    57206, 39410453 req, miss ratio 0.0363, byte miss ratio 0.0363
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size   114413, 39410453 req, miss ratio 0.0261, byte miss ratio 0.0261
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size   228827, 39410453 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_allcolo.ns424 S3FIFO-0.8500-1.9000 cache size   457654, 39410453 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size      572, 39410453 req, miss ratio 0.1553, byte miss ratio 0.1553
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size     1716, 39410453 req, miss ratio 0.1101, byte miss ratio 0.1101
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size     5720, 39410453 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size    17162, 39410453 req, miss ratio 0.0526, byte miss ratio 0.0526
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size    57206, 39410453 req, miss ratio 0.0316, byte miss ratio 0.0316
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size   114413, 39410453 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size   228827, 39410453 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns424 S3FIFO-0.5000-1.9000 cache size   457654, 39410453 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size      572, 39410453 req, miss ratio 0.1387, byte miss ratio 0.1387
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size     1716, 39410453 req, miss ratio 0.1002, byte miss ratio 0.1002
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size     5720, 39410453 req, miss ratio 0.0701, byte miss ratio 0.0701
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size    17162, 39410453 req, miss ratio 0.0474, byte miss ratio 0.0474
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size    57206, 39410453 req, miss ratio 0.0275, byte miss ratio 0.0275
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size   114413, 39410453 req, miss ratio 0.0201, byte miss ratio 0.0201
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size   228827, 39410453 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_allcolo.ns424 S3FIFO-0.0100-1.9000 cache size   457654, 39410453 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size      572, 39410453 req, miss ratio 0.1754, byte miss ratio 0.1754
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size     1716, 39410453 req, miss ratio 0.1236, byte miss ratio 0.1236
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size     5720, 39410453 req, miss ratio 0.0850, byte miss ratio 0.0850
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size    17162, 39410453 req, miss ratio 0.0586, byte miss ratio 0.0586
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size    57206, 39410453 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size   114413, 39410453 req, miss ratio 0.0255, byte miss ratio 0.0255
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size   228827, 39410453 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_allcolo.ns424 S3FIFO-0.8000-0.9000 cache size   457654, 39410453 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size      572, 39410453 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size     1716, 39410453 req, miss ratio 0.1013, byte miss ratio 0.1013
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size     5720, 39410453 req, miss ratio 0.0714, byte miss ratio 0.0714
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size    17162, 39410453 req, miss ratio 0.0485, byte miss ratio 0.0485
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size    57206, 39410453 req, miss ratio 0.0282, byte miss ratio 0.0282
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size   114413, 39410453 req, miss ratio 0.0205, byte miss ratio 0.0205
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size   228827, 39410453 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_allcolo.ns424 S3FIFO-0.0010-1.9000 cache size   457654, 39410453 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size      572, 39410453 req, miss ratio 0.1386, byte miss ratio 0.1386
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size     1716, 39410453 req, miss ratio 0.1008, byte miss ratio 0.1008
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size     5720, 39410453 req, miss ratio 0.0706, byte miss ratio 0.0706
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size    17162, 39410453 req, miss ratio 0.0477, byte miss ratio 0.0477
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size    57206, 39410453 req, miss ratio 0.0277, byte miss ratio 0.0277
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size   114413, 39410453 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size   228827, 39410453 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_allcolo.ns424 S3FIFO-0.0050-1.9000 cache size   457654, 39410453 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns424 S3FIFO-0.6500-0.9000 cache size      572, 39410453 req, miss ratio 0.1631, byte miss ratio 0.1631
cdn1_allcolo.ns424 S3FIFO-0.6500-0.9000 cache size     1716, 39410453 req, miss ratio 0.1153, byte miss ratio 0.1153
cdn1_allcolo.ns424 S3FIFO-0.6500-0.9000 cache size     5720, 39410453 req, miss ratio 0.0799, byte miss ratio 0.0799
