cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size      251, 2369656 req, miss ratio 0.4286, byte miss ratio 0.4286
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size      754, 2369656 req, miss ratio 0.3769, byte miss ratio 0.3769
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size     2513, 2369656 req, miss ratio 0.3293, byte miss ratio 0.3293
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size     7540, 2369656 req, miss ratio 0.2859, byte miss ratio 0.2859
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size    25133, 2369656 req, miss ratio 0.2285, byte miss ratio 0.2285
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size    50266, 2369656 req, miss ratio 0.1872, byte miss ratio 0.1872
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size   100533, 2369656 req, miss ratio 0.1448, byte miss ratio 0.1448
cdn1_colo28.ns860 S3FIFO-0.1500-1.9000 cache size   201067, 2369656 req, miss ratio 0.1103, byte miss ratio 0.1103
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size      251, 2369656 req, miss ratio 0.4321, byte miss ratio 0.4321
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size      754, 2369656 req, miss ratio 0.3798, byte miss ratio 0.3798
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size     2513, 2369656 req, miss ratio 0.3308, byte miss ratio 0.3308
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size     7540, 2369656 req, miss ratio 0.2871, byte miss ratio 0.2871
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size    25133, 2369656 req, miss ratio 0.2284, byte miss ratio 0.2284
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size    50266, 2369656 req, miss ratio 0.1876, byte miss ratio 0.1876
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size   100533, 2369656 req, miss ratio 0.1463, byte miss ratio 0.1463
cdn1_colo28.ns860 S3FIFO-0.2500-0.9000 cache size   201067, 2369656 req, miss ratio 0.1103, byte miss ratio 0.1103
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size      251, 2369656 req, miss ratio 0.5416, byte miss ratio 0.5416
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size      754, 2369656 req, miss ratio 0.4736, byte miss ratio 0.4736
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size     2513, 2369656 req, miss ratio 0.4056, byte miss ratio 0.4056
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size     7540, 2369656 req, miss ratio 0.3480, byte miss ratio 0.3480
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size    25133, 2369656 req, miss ratio 0.2795, byte miss ratio 0.2795
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size    50266, 2369656 req, miss ratio 0.2262, byte miss ratio 0.2262
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size   100533, 2369656 req, miss ratio 0.1726, byte miss ratio 0.1726
cdn1_colo28.ns860 S3FIFO-0.9900-1.9000 cache size   201067, 2369656 req, miss ratio 0.1205, byte miss ratio 0.1205
cdn1_colo28.ns860 S3FIFO-0.7000-1.9000 cache size      251, 2369656 req, miss ratio 0.4806, byte miss ratio 0.4806
