tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size      320, 3623837 req, miss ratio 0.5061, byte miss ratio 0.5061
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size      961, 3623837 req, miss ratio 0.3762, byte miss ratio 0.3762
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size     3206, 3623837 req, miss ratio 0.2427, byte miss ratio 0.2427
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size     9618, 3623837 req, miss ratio 0.2162, byte miss ratio 0.2162
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size    32063, 3623837 req, miss ratio 0.1565, byte miss ratio 0.1565
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size    64126, 3623837 req, miss ratio 0.1206, byte miss ratio 0.1206
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size   128252, 3623837 req, miss ratio 0.0987, byte miss ratio 0.0987
tencentBlock.ns15653 S3FIFO-0.3000-1.9000 cache size   256504, 3623837 req, miss ratio 0.0908, byte miss ratio 0.0908
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size      320, 3623837 req, miss ratio 0.5305, byte miss ratio 0.5305
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size      961, 3623837 req, miss ratio 0.3671, byte miss ratio 0.3671
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size     3206, 3623837 req, miss ratio 0.2576, byte miss ratio 0.2576
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size     9618, 3623837 req, miss ratio 0.2146, byte miss ratio 0.2146
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size    32063, 3623837 req, miss ratio 0.1688, byte miss ratio 0.1688
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size    64126, 3623837 req, miss ratio 0.1296, byte miss ratio 0.1296
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size   128252, 3623837 req, miss ratio 0.1052, byte miss ratio 0.1052
tencentBlock.ns15653 S3FIFO-0.0100-0.9000 cache size   256504, 3623837 req, miss ratio 0.0908, byte miss ratio 0.0908
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size      320, 3623837 req, miss ratio 0.5134, byte miss ratio 0.5134
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size      961, 3623837 req, miss ratio 0.4028, byte miss ratio 0.4028
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size     3206, 3623837 req, miss ratio 0.2448, byte miss ratio 0.2448
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size     9618, 3623837 req, miss ratio 0.2184, byte miss ratio 0.2184
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size    32063, 3623837 req, miss ratio 0.1555, byte miss ratio 0.1555
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size    64126, 3623837 req, miss ratio 0.1241, byte miss ratio 0.1241
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size   128252, 3623837 req, miss ratio 0.1005, byte miss ratio 0.1005
tencentBlock.ns15653 S3FIFO-0.5500-0.9000 cache size   256504, 3623837 req, miss ratio 0.0916, byte miss ratio 0.0916
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size      320, 3623837 req, miss ratio 0.5427, byte miss ratio 0.5427
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size      961, 3623837 req, miss ratio 0.4186, byte miss ratio 0.4186
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size     3206, 3623837 req, miss ratio 0.2655, byte miss ratio 0.2655
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size     9618, 3623837 req, miss ratio 0.2205, byte miss ratio 0.2205
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size    32063, 3623837 req, miss ratio 0.1578, byte miss ratio 0.1578
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size    64126, 3623837 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size   128252, 3623837 req, miss ratio 0.1037, byte miss ratio 0.1037
tencentBlock.ns15653 S3FIFO-0.7000-1.9000 cache size   256504, 3623837 req, miss ratio 0.0914, byte miss ratio 0.0914
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size      320, 3623837 req, miss ratio 0.5507, byte miss ratio 0.5507
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size      961, 3623837 req, miss ratio 0.4229, byte miss ratio 0.4229
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size     3206, 3623837 req, miss ratio 0.2746, byte miss ratio 0.2746
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size     9618, 3623837 req, miss ratio 0.2211, byte miss ratio 0.2211
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size    32063, 3623837 req, miss ratio 0.1591, byte miss ratio 0.1591
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size    64126, 3623837 req, miss ratio 0.1268, byte miss ratio 0.1268
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size   128252, 3623837 req, miss ratio 0.1051, byte miss ratio 0.1051
tencentBlock.ns15653 S3FIFO-0.7500-1.9000 cache size   256504, 3623837 req, miss ratio 0.0915, byte miss ratio 0.0915
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size      320, 3623837 req, miss ratio 0.5222, byte miss ratio 0.5222
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size      961, 3623837 req, miss ratio 0.3491, byte miss ratio 0.3491
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size     3206, 3623837 req, miss ratio 0.2453, byte miss ratio 0.2453
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size     9618, 3623837 req, miss ratio 0.2090, byte miss ratio 0.2090
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size    32063, 3623837 req, miss ratio 0.1639, byte miss ratio 0.1639
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size    64126, 3623837 req, miss ratio 0.1224, byte miss ratio 0.1224
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size   128252, 3623837 req, miss ratio 0.0990, byte miss ratio 0.0990
tencentBlock.ns15653 S3FIFO-0.1000-0.9000 cache size   256504, 3623837 req, miss ratio 0.0908, byte miss ratio 0.0908
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size      320, 3623837 req, miss ratio 0.6047, byte miss ratio 0.6047
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size      961, 3623837 req, miss ratio 0.4583, byte miss ratio 0.4583
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size     3206, 3623837 req, miss ratio 0.3126, byte miss ratio 0.3126
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size     9618, 3623837 req, miss ratio 0.2397, byte miss ratio 0.2397
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size    32063, 3623837 req, miss ratio 0.1639, byte miss ratio 0.1639
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size    64126, 3623837 req, miss ratio 0.1310, byte miss ratio 0.1310
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size   128252, 3623837 req, miss ratio 0.1099, byte miss ratio 0.1099
tencentBlock.ns15653 S3FIFO-0.9900-0.9000 cache size   256504, 3623837 req, miss ratio 0.0945, byte miss ratio 0.0945
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size      320, 3623837 req, miss ratio 0.5178, byte miss ratio 0.5178
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size      961, 3623837 req, miss ratio 0.4075, byte miss ratio 0.4075
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size     3206, 3623837 req, miss ratio 0.2475, byte miss ratio 0.2475
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size     9618, 3623837 req, miss ratio 0.2191, byte miss ratio 0.2191
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size    32063, 3623837 req, miss ratio 0.1556, byte miss ratio 0.1556
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size    64126, 3623837 req, miss ratio 0.1250, byte miss ratio 0.1250
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size   128252, 3623837 req, miss ratio 0.1014, byte miss ratio 0.1014
tencentBlock.ns15653 S3FIFO-0.6000-0.9000 cache size   256504, 3623837 req, miss ratio 0.0915, byte miss ratio 0.0915
tencentBlock.ns15653 S3FIFO-0.6500-1.9000 cache size      320, 3623837 req, miss ratio 0.5330, byte miss ratio 0.5330
tencentBlock.ns15653 S3FIFO-0.6500-1.9000 cache size      961, 3623837 req, miss ratio 0.4143, byte miss ratio 0.4143
tencentBlock.ns15653 S3FIFO-0.6500-1.9000 cache size     3206, 3623837 req, miss ratio 0.2567, byte miss ratio 0.2567
